Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Vinst 2 (V)	Iinst 2 (mA)	Rinst 2(Ohm)	Rrem 2 (Ohm)	Ibias 2 (mA)	Vbias 2 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	Icc 2 (mA)	Vcc 2 (V)	2W 1?	N	S5_Rrem	X	Y	Z	AA	AB	AC	AD	AE	AF
1.0342	0.10000	0.12460	0.10010	1244.8	1215.1	0.10220	0.12418	9.9100e+37	0.10010	1.7900e+308	1.7900e+308	0.10220	9.9100e+37	1.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	1.0000										
1.1165	0.10000	0.12406	0.10070	1232.0	1252.2	0.099300	0.12434	9.9100e+37	0.10070	1.7900e+308	1.7900e+308	0.099300	9.9100e+37	1.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	2.0000										
1.1986	0.10000	0.12416	0.10030	1237.9	1234.7	0.10060	0.12421	9.9100e+37	0.10030	1.7900e+308	1.7900e+308	0.10060	9.9100e+37	1.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	3.0000										
1.2808	0.10000	0.12464	0.10210	1220.8	1250.4	0.10000	0.12504	9.9100e+37	0.10210	1.7900e+308	1.7900e+308	0.10000	9.9100e+37	1.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	4.0000										
1.3628	0.10000	0.12506	0.10240	1221.3	1234.5	0.10160	0.12543	9.9100e+37	0.10240	1.7900e+308	1.7900e+308	0.10160	9.9100e+37	1.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	5.0000										
1.4448	0.10000	0.12360	0.10030	1232.3	1237.9	0.10090	0.12490	9.9100e+37	0.10030	1.7900e+308	1.7900e+308	0.10090	9.9100e+37	1.0000	0.0000	100.00	4.0000	100.00	10.000	0.0000	6.0000										
1.5298	0.10000	0.12495	0.10140	1232.2	1240.2	0.099800	0.12377	9.9100e+37	0.10140	1.7900e+308	1.7900e+308	0.099800	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	7.0000										
1.6188	0.10000	0.12450	0.10100	1232.7	1250.3	0.099700	0.12465	9.9100e+37	0.10100	1.7900e+308	1.7900e+308	0.099700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	8.0000										
1.7067	0.10000	0.12612	0.10020	1258.7	1262.8	0.099200	0.12527	9.9100e+37	0.10020	1.7900e+308	1.7900e+308	0.099200	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	9.0000										
1.7946	0.10000	0.12510	0.099600	1256.0	1248.7	0.099800	0.12462	9.9100e+37	0.099600	1.7900e+308	1.7900e+308	0.099800	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	10.000										
1.8824	0.10000	0.12475	0.098600	1265.2	1243.0	0.10110	0.12567	9.9100e+37	0.098600	1.7900e+308	1.7900e+308	0.10110	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	11.000										
1.9703	0.11000	0.13670	0.11060	1236.0	1272.1	0.098500	0.12530	9.9100e+37	0.11060	1.7900e+308	1.7900e+308	0.098500	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	12.000										
2.0582	0.12000	0.14890	0.12300	1210.6	1247.1	0.10120	0.12621	9.9100e+37	0.12300	1.7900e+308	1.7900e+308	0.10120	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	13.000										
2.1461	0.13000	0.15967	0.12890	1238.7	1258.1	0.098500	0.12392	9.9100e+37	0.12890	1.7900e+308	1.7900e+308	0.098500	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	14.000										
2.2340	0.14000	0.17230	0.14160	1216.8	1251.7	0.10070	0.12605	9.9100e+37	0.14160	1.7900e+308	1.7900e+308	0.10070	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	15.000										
2.3219	0.15000	0.18046	0.15020	1201.5	1251.1	0.099900	0.12498	9.9100e+37	0.15020	1.7900e+308	1.7900e+308	0.099900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	16.000										
2.4098	0.16000	0.19308	0.16040	1203.7	1255.5	0.099200	0.12455	9.9100e+37	0.16040	1.7900e+308	1.7900e+308	0.099200	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	17.000										
2.4977	0.17000	0.20342	0.17070	1191.7	1237.5	0.10110	0.12511	9.9100e+37	0.17070	1.7900e+308	1.7900e+308	0.10110	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	18.000										
2.5857	0.18000	0.21194	0.18070	1172.9	1213.3	0.10010	0.12145	9.9100e+37	0.18070	1.7900e+308	1.7900e+308	0.10010	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	19.000										
2.6737	0.19000	0.22354	0.18850	1185.9	1206.7	0.099600	0.12019	9.9100e+37	0.18850	1.7900e+308	1.7900e+308	0.099600	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	20.000										
2.7616	0.20000	0.23362	0.19940	1171.6	1196.5	0.10020	0.11989	9.9100e+37	0.19940	1.7900e+308	1.7900e+308	0.10020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	21.000										
2.8494	0.21000	0.24580	0.20890	1176.6	1197.7	0.10160	0.12169	9.9100e+37	0.20890	1.7900e+308	1.7900e+308	0.10160	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	22.000										
2.9373	0.22000	0.25665	0.22020	1165.5	1236.0	0.097300	0.12026	9.9100e+37	0.22020	1.7900e+308	1.7900e+308	0.097300	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	23.000										
3.0253	0.23000	0.25089	0.22990	1091.3	1119.5	0.10040	0.11240	9.9100e+37	0.22990	1.7900e+308	1.7900e+308	0.10040	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	24.000										
3.1132	0.24000	0.25951	0.23890	1086.3	1144.3	0.097400	0.11145	9.9100e+37	0.23890	1.7900e+308	1.7900e+308	0.097400	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	25.000										
3.2011	0.25000	0.27042	0.24850	1088.2	1100.9	0.10130	0.11152	9.9100e+37	0.24850	1.7900e+308	1.7900e+308	0.10130	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	26.000										
3.2889	0.26000	0.28106	0.26110	1076.4	1135.8	0.098700	0.11210	9.9100e+37	0.26110	1.7900e+308	1.7900e+308	0.098700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	27.000										
3.3769	0.27000	0.29025	0.26880	1079.8	1127.4	0.099700	0.11240	9.9100e+37	0.26880	1.7900e+308	1.7900e+308	0.099700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	28.000										
3.4648	0.28000	0.30093	0.27990	1075.1	1129.4	0.098900	0.11170	9.9100e+37	0.27990	1.7900e+308	1.7900e+308	0.098900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	29.000										
3.5528	0.29000	0.31184	0.28930	1077.9	1081.7	0.10350	0.11196	9.9100e+37	0.28930	1.7900e+308	1.7900e+308	0.10350	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	30.000										
3.6407	0.30000	0.32267	0.29810	1082.4	1134.3	0.099300	0.11264	9.9100e+37	0.29810	1.7900e+308	1.7900e+308	0.099300	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	31.000										
3.7286	0.30000	0.32421	0.30250	1071.8	1130.7	0.098900	0.11183	9.9100e+37	0.30250	1.7900e+308	1.7900e+308	0.098900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	32.000										
3.8165	0.30000	0.32188	0.29770	1081.2	1123.3	0.10000	0.11233	9.9100e+37	0.29770	1.7900e+308	1.7900e+308	0.10000	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	33.000										
3.9044	0.30000	0.32425	0.30140	1075.8	1139.6	0.10230	0.11658	9.9100e+37	0.30140	1.7900e+308	1.7900e+308	0.10230	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	34.000										
3.9932	0.30000	0.32892	0.30200	1089.1	1257.5	0.098700	0.12412	9.9100e+37	0.30200	1.7900e+308	1.7900e+308	0.098700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	35.000										
4.0811	0.30000	0.32549	0.30100	1081.4	1210.5	0.099200	0.12008	9.9100e+37	0.30100	1.7900e+308	1.7900e+308	0.099200	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	36.000										
4.1691	0.30000	0.32486	0.29840	1088.7	1097.6	0.10230	0.11228	9.9100e+37	0.29840	1.7900e+308	1.7900e+308	0.10230	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	37.000										
4.2570	0.30000	0.32464	0.30110	1078.2	1134.2	0.099800	0.11319	9.9100e+37	0.30110	1.7900e+308	1.7900e+308	0.099800	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	38.000										
4.3448	0.30000	0.32413	0.29920	1083.3	1137.0	0.10020	0.11393	9.9100e+37	0.29920	1.7900e+308	1.7900e+308	0.10020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	39.000										
4.4328	0.30000	0.32496	0.30030	1082.1	1133.5	0.10020	0.11358	9.9100e+37	0.30030	1.7900e+308	1.7900e+308	0.10020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	40.000										
4.5207	0.31000	0.33550	0.31010	1081.9	1143.5	0.099300	0.11355	9.9100e+37	0.31010	1.7900e+308	1.7900e+308	0.099300	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	41.000										
4.6086	0.32000	0.34568	0.31780	1087.7	1113.7	0.10220	0.11382	9.9100e+37	0.31780	1.7900e+308	1.7900e+308	0.10220	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	42.000										
4.6965	0.33000	0.35764	0.33170	1078.2	1139.5	0.099900	0.11384	9.9100e+37	0.33170	1.7900e+308	1.7900e+308	0.099900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	43.000										
4.7844	0.34000	0.36754	0.33930	1083.2	1160.0	0.098000	0.11368	9.9100e+37	0.33930	1.7900e+308	1.7900e+308	0.098000	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	44.000										
4.8723	0.35000	0.37780	0.35110	1076.0	1143.9	0.098500	0.11267	9.9100e+37	0.35110	1.7900e+308	1.7900e+308	0.098500	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	45.000										
4.9602	0.36000	0.38926	0.36010	1081.0	1136.7	0.099700	0.11333	9.9100e+37	0.36010	1.7900e+308	1.7900e+308	0.099700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	46.000										
5.0481	0.37000	0.39904	0.36960	1079.7	1140.7	0.099700	0.11373	9.9100e+37	0.36960	1.7900e+308	1.7900e+308	0.099700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	47.000										
5.1361	0.38000	0.40885	0.37740	1083.3	1137.3	0.099600	0.11328	9.9100e+37	0.37740	1.7900e+308	1.7900e+308	0.099600	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	48.000										
5.2240	0.39000	0.41947	0.39110	1072.5	1139.4	0.099800	0.11371	9.9100e+37	0.39110	1.7900e+308	1.7900e+308	0.099800	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	49.000										
5.3120	0.40000	0.42974	0.40260	1067.4	1131.8	0.10080	0.11409	9.9100e+37	0.40260	1.7900e+308	1.7900e+308	0.10080	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	50.000										
5.3999	0.40000	0.42805	0.40130	1066.7	1148.0	0.099200	0.11388	9.9100e+37	0.40130	1.7900e+308	1.7900e+308	0.099200	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	51.000										
5.4878	0.40000	0.42925	0.39910	1075.5	1144.9	0.098700	0.11300	9.9100e+37	0.39910	1.7900e+308	1.7900e+308	0.098700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	52.000										
5.5757	0.40000	0.42978	0.40120	1071.2	1108.4	0.10230	0.11339	9.9100e+37	0.40120	1.7900e+308	1.7900e+308	0.10230	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	53.000										
5.6637	0.40000	0.42899	0.39880	1075.7	1144.5	0.097900	0.11205	9.9100e+37	0.39880	1.7900e+308	1.7900e+308	0.097900	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	54.000										
5.7516	0.40000	0.42976	0.39910	1076.8	1114.2	0.10220	0.11387	9.9100e+37	0.39910	1.7900e+308	1.7900e+308	0.10220	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	55.000										
5.8396	0.40000	0.42875	0.40060	1070.3	1177.1	0.098100	0.11547	9.9100e+37	0.40060	1.7900e+308	1.7900e+308	0.098100	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	56.000										
5.9275	0.40000	0.43134	0.39950	1079.7	1145.8	0.099700	0.11424	9.9100e+37	0.39950	1.7900e+308	1.7900e+308	0.099700	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	57.000										
6.0154	0.40000	0.43157	0.40030	1078.1	1137.1	0.10030	0.11405	9.9100e+37	0.40030	1.7900e+308	1.7900e+308	0.10030	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	58.000										
6.1033	0.41000	0.43924	0.41150	1067.4	1130.2	0.10100	0.11415	9.9100e+37	0.41150	1.7900e+308	1.7900e+308	0.10100	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	59.000										
6.1912	0.42000	0.44955	0.42200	1065.3	1136.2	0.10050	0.11419	9.9100e+37	0.42200	1.7900e+308	1.7900e+308	0.10050	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	60.000										
6.2791	0.43000	0.45831	0.43170	1061.6	1140.7	0.098800	0.11270	9.9100e+37	0.43170	1.7900e+308	1.7900e+308	0.098800	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	61.000										
6.3670	0.44000	0.46880	0.43980	1065.9	1124.6	0.10020	0.11268	9.9100e+37	0.43980	1.7900e+308	1.7900e+308	0.10020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	62.000										
6.4549	0.45000	0.47899	0.44950	1065.6	1113.5	0.10190	0.11347	9.9100e+37	0.44950	1.7900e+308	1.7900e+308	0.10190	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	63.000										
6.5430	0.46000	0.48927	0.46060	1062.2	1094.4	0.20120	0.22020	9.9100e+37	0.46060	1.7900e+308	1.7900e+308	0.20120	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	64.000										
6.6309	0.47000	0.49901	0.46920	1063.5	1087.1	0.20220	0.21981	9.9100e+37	0.46920	1.7900e+308	1.7900e+308	0.20220	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	65.000										
6.7189	0.48000	0.50825	0.48030	1058.2	1100.1	0.20140	0.22157	9.9100e+37	0.48030	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	66.000										
6.8068	0.49000	0.51807	0.49090	1055.3	1094.3	0.20120	0.22018	9.9100e+37	0.49090	1.7900e+308	1.7900e+308	0.20120	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	67.000										
6.8947	0.50000	0.52875	0.49770	1062.4	1091.0	0.20160	0.21995	9.9100e+37	0.49770	1.7900e+308	1.7900e+308	0.20160	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	68.000										
6.9828	0.51000	0.53840	0.50880	1058.2	1095.9	0.20140	0.22071	9.9100e+37	0.50880	1.7900e+308	1.7900e+308	0.20140	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	69.000										
7.0707	0.52000	0.54946	0.52060	1055.4	1111.0	0.19770	0.21964	9.9100e+37	0.52060	1.7900e+308	1.7900e+308	0.19770	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	70.000										
7.1586	0.53000	0.55788	0.52970	1053.2	1100.4	0.19920	0.21920	9.9100e+37	0.52970	1.7900e+308	1.7900e+308	0.19920	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	71.000										
7.2465	0.54000	0.56864	0.53750	1057.9	1092.9	0.20060	0.21923	9.9100e+37	0.53750	1.7900e+308	1.7900e+308	0.20060	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	72.000										
7.3344	0.55000	0.57895	0.54690	1058.6	1088.7	0.20230	0.22025	9.9100e+37	0.54690	1.7900e+308	1.7900e+308	0.20230	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	73.000										
7.4223	0.56000	0.58872	0.55810	1054.9	1097.4	0.20160	0.22123	9.9100e+37	0.55810	1.7900e+308	1.7900e+308	0.20160	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	74.000										
7.5102	0.57000	0.59789	0.56750	1053.6	1118.1	0.19820	0.22160	9.9100e+37	0.56750	1.7900e+308	1.7900e+308	0.19820	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	75.000										
7.5982	0.58000	0.60981	0.58150	1048.7	1102.1	0.20050	0.22097	9.9100e+37	0.58150	1.7900e+308	1.7900e+308	0.20050	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	76.000										
7.6861	0.59000	0.62064	0.58990	1052.1	1092.2	0.20130	0.21985	9.9100e+37	0.58990	1.7900e+308	1.7900e+308	0.20130	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	77.000										
7.7741	0.60000	0.63300	0.60180	1051.8	1095.8	0.20040	0.21959	9.9100e+37	0.60180	1.7900e+308	1.7900e+308	0.20040	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	78.000										
7.8621	0.61000	0.63944	0.61100	1046.5	1107.4	0.19840	0.21970	9.9100e+37	0.61100	1.7900e+308	1.7900e+308	0.19840	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	79.000										
7.9500	0.62000	0.64912	0.61900	1048.7	1117.9	0.19780	0.22112	9.9100e+37	0.61900	1.7900e+308	1.7900e+308	0.19780	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	80.000										
8.0379	0.63000	0.65855	0.62890	1047.1	1112.1	0.19910	0.22142	9.9100e+37	0.62890	1.7900e+308	1.7900e+308	0.19910	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	81.000										
8.1259	0.64000	0.66812	0.63730	1048.4	1103.8	0.20020	0.22098	9.9100e+37	0.63730	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	82.000										
8.2139	0.65000	0.67914	0.64910	1046.3	1108.9	0.19830	0.21990	9.9100e+37	0.64910	1.7900e+308	1.7900e+308	0.19830	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	83.000										
8.3019	0.66000	0.69000	0.66030	1045.0	1083.3	0.20390	0.22089	9.9100e+37	0.66030	1.7900e+308	1.7900e+308	0.20390	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	84.000										
8.3899	0.67000	0.69996	0.67080	1043.5	1095.6	0.20200	0.22132	9.9100e+37	0.67080	1.7900e+308	1.7900e+308	0.20200	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	85.000										
8.4779	0.68000	0.70852	0.68210	1038.7	1107.9	0.19940	0.22092	9.9100e+37	0.68210	1.7900e+308	1.7900e+308	0.19940	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	86.000										
8.5659	0.69000	0.71997	0.69110	1041.8	1102.1	0.20050	0.22097	9.9100e+37	0.69110	1.7900e+308	1.7900e+308	0.20050	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	87.000										
8.6539	0.70000	0.72877	0.70070	1040.1	1097.3	0.20120	0.22077	9.9100e+37	0.70070	1.7900e+308	1.7900e+308	0.20120	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	88.000										
8.7419	0.71000	0.73988	0.71130	1040.2	1110.7	0.19840	0.22037	9.9100e+37	0.71130	1.7900e+308	1.7900e+308	0.19840	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	89.000										
8.8299	0.72000	0.74765	0.72080	1037.2	1093.4	0.20210	0.22098	9.9100e+37	0.72080	1.7900e+308	1.7900e+308	0.20210	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	90.000										
8.9178	0.73000	0.75727	0.72830	1039.8	1105.1	0.19960	0.22058	9.9100e+37	0.72830	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	91.000										
9.0059	0.74000	0.76856	0.74070	1037.6	1100.2	0.20020	0.22025	9.9100e+37	0.74070	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	92.000										
9.0938	0.75000	0.77788	0.74990	1037.3	1103.4	0.19980	0.22045	9.9100e+37	0.74990	1.7900e+308	1.7900e+308	0.19980	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	93.000										
9.1816	0.76000	0.78521	0.75950	1033.9	1097.6	0.19960	0.21909	9.9100e+37	0.75950	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	94.000										
9.2696	0.77000	0.79423	0.77060	1030.7	1099.1	0.20020	0.22003	9.9100e+37	0.77060	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	95.000										
9.3576	0.78000	0.80388	0.77940	1031.4	1100.7	0.20100	0.22124	9.9100e+37	0.77940	1.7900e+308	1.7900e+308	0.20100	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	96.000										
9.4456	0.79000	0.81412	0.79020	1030.3	1127.6	0.19860	0.22394	9.9100e+37	0.79020	1.7900e+308	1.7900e+308	0.19860	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	97.000										
9.5337	0.80000	0.83688	0.80030	1045.7	1125.3	0.19960	0.22461	9.9100e+37	0.80030	1.7900e+308	1.7900e+308	0.19960	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	98.000										
9.6216	0.81000	0.83680	0.80920	1034.1	1122.3	0.19910	0.22345	9.9100e+37	0.80920	1.7900e+308	1.7900e+308	0.19910	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	99.000										
9.7096	0.82000	0.84679	0.82100	1031.4	1106.3	0.20260	0.22413	9.9100e+37	0.82100	1.7900e+308	1.7900e+308	0.20260	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	100.00										
9.7976	0.83000	0.85502	0.82990	1030.3	1121.7	0.19950	0.22378	9.9100e+37	0.82990	1.7900e+308	1.7900e+308	0.19950	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	101.00										
9.8857	0.84000	0.86226	0.83860	1028.2	1124.6	0.19870	0.22346	9.9100e+37	0.83860	1.7900e+308	1.7900e+308	0.19870	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	102.00										
9.9736	0.85000	0.87369	0.85180	1025.7	1119.4	0.19980	0.22366	9.9100e+37	0.85180	1.7900e+308	1.7900e+308	0.19980	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	103.00										
10.062	0.86000	0.88350	0.85850	1029.1	1100.8	0.20100	0.22127	9.9100e+37	0.85850	1.7900e+308	1.7900e+308	0.20100	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	104.00										
10.149	0.87000	0.89173	0.87010	1024.9	1113.2	0.20080	0.22354	9.9100e+37	0.87010	1.7900e+308	1.7900e+308	0.20080	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	105.00										
10.238	0.88000	0.90575	0.88040	1028.8	1105.2	0.20090	0.22203	9.9100e+37	0.88040	1.7900e+308	1.7900e+308	0.20090	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	106.00										
10.326	0.89000	0.91700	0.89070	1029.5	1108.1	0.20150	0.22329	9.9100e+37	0.89070	1.7900e+308	1.7900e+308	0.20150	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	107.00										
10.414	0.90000	0.92629	0.89840	1031.0	1113.7	0.20010	0.22285	9.9100e+37	0.89840	1.7900e+308	1.7900e+308	0.20010	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	108.00										
10.501	0.91000	0.93627	0.90890	1030.1	1111.4	0.20100	0.22340	9.9100e+37	0.90890	1.7900e+308	1.7900e+308	0.20100	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	109.00										
10.589	0.92000	0.94625	0.92100	1027.4	1114.6	0.20020	0.22314	9.9100e+37	0.92100	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	110.00										
10.677	0.93000	0.95567	0.92970	1027.9	1121.7	0.19970	0.22401	9.9100e+37	0.92970	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	111.00										
10.765	0.94000	0.96576	0.93980	1027.6	1122.2	0.19970	0.22410	9.9100e+37	0.93980	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	112.00										
10.853	0.95000	0.97346	0.95070	1023.9	1116.2	0.20020	0.22346	9.9100e+37	0.95070	1.7900e+308	1.7900e+308	0.20020	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	113.00										
10.941	0.96000	0.98421	0.95930	1026.0	1121.3	0.19970	0.22392	9.9100e+37	0.95930	1.7900e+308	1.7900e+308	0.19970	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	114.00										
11.029	0.97000	0.99224	0.96830	1024.7	1101.9	0.20200	0.22259	9.9100e+37	0.96830	1.7900e+308	1.7900e+308	0.20200	9.9100e+37	1.0000	1.0000	100.00	4.0000	100.00	10.000	0.0000	115.00										
