Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	N	W	Rrem-Ro/Ro	t-to	t-tor	dW/dt	dW/dt-tor	S_dW	WR	T	U	V
29.994	3000.0	3.0011	0.71260	4211.5	7556.7	0.039700	0.30000	1.0000	3.0000	160.00	7880.1	-0.20953	27.446	-12.902	-51.423	-51.423	-45.710				
30.147	3000.0	3.0004	0.71080	4221.2	7894.5	0.037900	0.29920	1.0000	3.0000	161.00	7881.2	-0.20942	27.599	-12.749	-8.3131	-8.3131	-17.908				
30.301	3000.0	2.9986	0.71190	4212.1	7736.4	0.038700	0.29940	1.0000	3.0000	162.00	7888.3	-0.20871	27.753	-12.595	11.991	11.991	1.3433				
30.454	3000.0	3.0001	0.71250	4210.7	7926.1	0.037900	0.30040	1.0000	3.0000	163.00	7886.6	-0.20888	27.906	-12.442	38.544	38.544	19.261				
30.608	3000.0	2.9996	0.71250	4210.0	8088.9	0.037100	0.30010	1.0000	3.0000	164.00	7886.6	-0.20888	28.060	-12.288	15.917	15.917	20.848				
30.761	3000.0	2.9990	0.71390	4200.9	7879.3	0.038100	0.30020	1.0000	3.0000	165.00	7911.6	-0.20637	28.213	-12.135	38.166	38.166	6.3971				
30.915	3000.0	3.0002	0.71540	4193.7	7673.5	0.039200	0.30080	1.0000	3.0000	166.00	7888.0	-0.20874	28.367	-11.981	-0.37970	-0.37970	-15.988				
31.068	3000.0	3.0000	0.71340	4205.2	7817.2	0.038300	0.29940	1.0000	3.0000	167.00	7915.2	-0.20601	28.520	-11.828	-60.263	-60.263	-32.855				
31.222	3000.0	2.9994	0.71420	4199.7	8103.0	0.036900	0.29900	1.0000	3.0000	168.00	7884.6	-0.20908	28.674	-11.674	-73.381	-73.381	-45.920				
31.376	3000.0	2.9993	0.71810	4176.7	7667.5	0.039100	0.29980	1.0000	3.0000	169.00	7867.1	-0.21084	28.828	-11.520	-68.416	-68.416	-46.399				
31.529	3000.0	2.9993	0.71550	4191.9	7962.8	0.037600	0.29940	1.0000	3.0000	170.00	7855.7	-0.21198	28.981	-11.367	-27.160	-27.160	-41.215				
31.683	3000.0	2.9998	0.71740	4181.5	7799.5	0.038400	0.29950	1.0000	3.0000	171.00	7877.1	-0.20983	29.135	-11.213	-2.7763	-2.7763	-42.477				
31.836	3000.0	3.0004	0.71630	4188.7	8158.0	0.036700	0.29940	1.0000	3.0000	172.00	7858.7	-0.21168	29.288	-11.060	-34.340	-34.340	-42.020				
31.990	3000.0	2.9992	0.71750	4180.1	7724.9	0.038900	0.30050	1.0000	3.0000	173.00	7863.4	-0.21120	29.442	-10.906	-79.694	-79.694	-50.526				
32.143	3000.0	2.9995	0.72030	4164.2	7801.6	0.038300	0.29880	1.0000	3.0000	174.00	7836.2	-0.21394	29.595	-10.753	-66.129	-66.129	-53.478				
32.297	3000.0	3.0002	0.71860	4175.1	8284.5	0.036200	0.29990	1.0000	3.0000	175.00	7827.2	-0.21484	29.749	-10.599	-69.692	-69.692	-51.354				
32.450	3000.0	2.9995	0.71890	4172.3	7357.8	0.040800	0.30020	1.0000	3.0000	176.00	7826.1	-0.21495	29.902	-10.446	-17.534	-17.534	-39.609				
32.604	3000.0	3.0008	0.71870	4175.3	8180.3	0.036600	0.29940	1.0000	3.0000	177.00	7815.0	-0.21606	30.056	-10.292	-23.722	-23.722	-35.522				
32.758	3000.0	2.9998	0.71990	4167.0	7700.0	0.039000	0.30030	1.0000	3.0000	178.00	7828.8	-0.21468	30.209	-10.138	-20.967	-20.967	-36.379				
32.911	3000.0	3.0003	0.72300	4149.8	7879.6	0.038200	0.30100	1.0000	3.0000	179.00	7807.6	-0.21681	30.363	-9.9849	-45.694	-45.694	-51.359				
33.065	3000.0	3.0003	0.72110	4160.7	7777.8	0.038700	0.30100	1.0000	3.0000	180.00	7813.7	-0.21620	30.517	-9.8313	-73.977	-73.977	-62.046				
33.218	3000.0	3.0007	0.72350	4147.5	8005.3	0.037500	0.30020	1.0000	3.0000	181.00	7787.5	-0.21882	30.670	-9.6778	-92.437	-92.437	-62.729				
33.372	3000.0	3.0001	0.72340	4147.2	7508.8	0.039900	0.29960	1.0000	3.0000	182.00	7782.1	-0.21937	30.824	-9.5241	-77.157	-77.157	-62.752				
33.525	3000.0	3.0008	0.72240	4153.9	7835.5	0.038300	0.30010	1.0000	3.0000	183.00	7752.4	-0.22234	30.977	-9.3706	-24.378	-24.378	-56.667				
33.679	3000.0	2.9996	0.72190	4155.1	7353.8	0.040700	0.29930	1.0000	3.0000	184.00	7772.0	-0.22038	31.131	-9.2171	-45.813	-45.813	-58.552				
33.832	3000.0	2.9995	0.72370	4144.7	7899.7	0.037900	0.29940	1.0000	3.0000	185.00	7773.8	-0.22019	31.284	-9.0636	-43.550	-43.550	-63.992				
33.986	3000.0	2.9989	0.72420	4141.0	7856.4	0.038300	0.30090	1.0000	3.0000	186.00	7736.2	-0.22397	31.438	-8.9101	-101.86	-101.86	-73.793				
34.140	3000.0	2.9986	0.72260	4149.7	7440.3	0.040200	0.29910	1.0000	3.0000	187.00	7736.8	-0.22390	31.592	-8.7559	-104.36	-104.36	-76.555				
34.294	3000.0	3.0000	0.72390	4144.2	8107.8	0.037100	0.30080	1.0000	3.0000	188.00	7712.1	-0.22638	31.746	-8.6023	-73.381	-73.381	-79.780				
34.447	3000.0	3.0003	0.72190	4156.1	7657.3	0.039100	0.29940	1.0000	3.0000	189.00	7705.6	-0.22704	31.899	-8.4487	-59.623	-59.623	-73.810				
34.601	3000.0	2.9995	0.72530	4135.5	7795.3	0.038600	0.30090	1.0000	3.0000	190.00	7695.4	-0.22806	32.053	-8.2951	-59.677	-59.677	-63.832				
34.755	3000.0	2.9990	0.72470	4138.3	7412.3	0.040500	0.30020	1.0000	3.0000	191.00	7699.4	-0.22766	32.206	-8.1414	-72.008	-72.008	-56.511				
34.908	3000.0	3.0007	0.72610	4132.6	7686.2	0.039200	0.30130	1.0000	3.0000	192.00	7669.4	-0.23067	32.360	-7.9878	-54.473	-54.473	-44.993				
35.062	3000.0	2.9994	0.72730	4124.0	7535.2	0.039800	0.29990	1.0000	3.0000	193.00	7663.3	-0.23128	32.514	-7.8343	-36.774	-36.774	-42.547				
35.215	3000.0	2.9999	0.72830	4119.0	8135.5	0.036900	0.30020	1.0000	3.0000	194.00	7671.6	-0.23044	32.667	-7.6809	-2.0343	-2.0343	-41.472				
35.369	3000.0	3.0002	0.72680	4128.0	7840.3	0.038200	0.29950	1.0000	3.0000	195.00	7670.0	-0.23060	32.821	-7.5273	-47.446	-47.446	-49.287				
35.522	3000.0	3.0001	0.72840	4118.8	7495.0	0.040000	0.29980	1.0000	3.0000	196.00	7664.5	-0.23116	32.974	-7.3739	-66.630	-66.630	-58.564				
35.676	3000.0	3.0009	0.72890	4117.0	7371.0	0.040700	0.30000	1.0000	3.0000	197.00	7630.5	-0.23457	33.128	-7.2204	-93.549	-93.549	-69.225				
35.829	3000.0	2.9989	0.73070	4104.1	7661.6	0.039300	0.30110	1.0000	3.0000	198.00	7640.3	-0.23359	33.281	-7.0669	-83.162	-83.162	-67.288				
35.983	3000.0	3.0000	0.72700	4126.5	7562.8	0.039800	0.30100	1.0000	3.0000	199.00	7610.3	-0.23659	33.435	-6.9134	-55.336	-55.336	-54.204				
36.136	3000.0	2.9998	0.73080	4104.8	7665.8	0.039200	0.30050	1.0000	3.0000	200.00	7610.7	-0.23656	33.588	-6.7599	-37.763	-37.763	-40.394				
36.290	3000.0	2.9994	0.72980	4109.9	7861.3	0.038200	0.30030	1.0000	3.0000	201.00	7602.8	-0.23735	33.742	-6.6064	-1.2109	-1.2109	-36.396				
36.443	3000.0	3.0004	0.73090	4105.1	7375.3	0.040500	0.29870	1.0000	3.0000	202.00	7615.1	-0.23612	33.895	-6.4529	-24.495	-24.495	-51.111				
36.597	3000.0	3.0004	0.73260	4095.6	7380.8	0.040700	0.30040	1.0000	3.0000	203.00	7607.2	-0.23690	34.049	-6.2994	-63.176	-63.176	-68.658				
36.750	3000.0	3.0006	0.73330	4091.9	8010.7	0.037400	0.29960	1.0000	3.0000	204.00	7589.7	-0.23866	34.202	-6.1459	-128.91	-128.91	-89.385				
36.904	3000.0	3.0010	0.73410	4088.0	7320.3	0.040900	0.29940	1.0000	3.0000	205.00	7567.0	-0.24094	34.356	-5.9923	-125.50	-125.50	-102.82				
37.057	3000.0	2.9996	0.73500	4081.1	7782.4	0.038600	0.30040	1.0000	3.0000	206.00	7536.2	-0.24402	34.509	-5.8388	-104.85	-104.85	-99.346				
37.211	3000.0	3.0010	0.73270	4095.8	7142.9	0.042000	0.30000	1.0000	3.0000	207.00	7537.6	-0.24389	34.663	-5.6852	-91.660	-91.660	-82.384				
37.364	3000.0	2.9992	0.73630	4073.3	7646.3	0.039300	0.30050	1.0000	3.0000	208.00	7523.9	-0.24526	34.816	-5.5316	-45.818	-45.818	-64.697				
37.518	3000.0	2.9993	0.73440	4084.0	7478.8	0.040100	0.29990	1.0000	3.0000	209.00	7502.8	-0.24738	34.970	-5.3778	-44.096	-44.096	-46.306				
37.672	3000.0	3.0004	0.73480	4083.3	7665.0	0.039100	0.29970	1.0000	3.0000	210.00	7518.5	-0.24581	35.124	-5.2241	-37.063	-37.063	-31.104				
37.826	3000.0	3.0007	0.73420	4087.0	7629.4	0.039400	0.30060	1.0000	3.0000	211.00	7506.4	-0.24701	35.278	-5.0703	-12.895	-12.895	-24.880				
37.980	3000.0	2.9994	0.73410	4085.8	7670.1	0.039100	0.29990	1.0000	3.0000	212.00	7493.6	-0.24831	35.432	-4.9163	-15.646	-15.646	-14.789				
38.134	3000.0	3.0007	0.73520	4081.5	7521.3	0.039900	0.30010	1.0000	3.0000	213.00	7505.3	-0.24713	35.586	-4.7621	-14.702	-14.702	-13.168				
38.288	3000.0	2.9999	0.73660	4072.6	7167.1	0.041900	0.30030	1.0000	3.0000	214.00	7507.0	-0.24696	35.740	-4.6082	6.3592	6.3592	-19.850				
38.442	3000.0	3.0004	0.73880	4061.2	7659.0	0.039300	0.30100	1.0000	3.0000	215.00	7488.4	-0.24882	35.894	-4.4542	-28.959	-28.959	-30.789				
38.596	3000.0	3.0001	0.73730	4069.0	7194.2	0.041700	0.30000	1.0000	3.0000	216.00	7506.9	-0.24697	36.048	-4.3004	-46.305	-46.305	-47.124				
38.749	3000.0	2.9998	0.73890	4059.8	7523.8	0.039900	0.30020	1.0000	3.0000	217.00	7483.1	-0.24936	36.201	-4.1469	-70.340	-70.340	-57.571				
38.903	3000.0	3.0004	0.73780	4066.7	7082.7	0.042300	0.29960	1.0000	3.0000	218.00	7474.0	-0.25026	36.355	-3.9931	-96.376	-96.376	-54.022				
39.056	3000.0	3.0001	0.74210	4042.7	7218.2	0.041700	0.30100	1.0000	3.0000	219.00	7450.8	-0.25260	36.508	-3.8396	-45.875	-45.875	-42.505				
39.210	3000.0	3.0013	0.73810	4066.3	7892.1	0.038000	0.29990	1.0000	3.0000	220.00	7449.0	-0.25277	36.662	-3.6860	-11.216	-11.216	-29.838				
39.364	3000.0	2.9993	0.74000	4053.1	7413.4	0.040400	0.29950	1.0000	3.0000	221.00	7460.3	-0.25164	36.816	-3.5324	11.282	11.282	-12.290				
39.517	3000.0	2.9994	0.73720	4068.6	7590.9	0.039600	0.30060	1.0000	3.0000	222.00	7460.7	-0.25161	36.969	-3.3788	-7.0082	-7.0082	-1.3258				
39.671	3000.0	3.0000	0.73930	4057.9	7621.8	0.039400	0.30030	1.0000	3.0000	223.00	7453.6	-0.25231	37.123	-3.2252	-8.6358	-8.6358	10.908				
39.824	3000.0	3.0000	0.73990	4054.6	7415.8	0.040400	0.29960	1.0000	3.0000	224.00	7447.0	-0.25298	37.276	-3.0716	8.9492	8.9492	22.140				
39.978	3000.0	2.9999	0.73780	4066.0	7620.9	0.039300	0.29950	1.0000	3.0000	225.00	7460.5	-0.25162	37.430	-2.9180	49.952	49.952	41.155				
40.132	3000.0	3.0006	0.74140	4047.2	7708.8	0.038800	0.29910	1.0000	3.0000	226.00	7464.1	-0.25126	37.583	-2.7644	67.443	67.443	71.783				
40.285	3000.0	3.0004	0.74260	4040.4	7281.6	0.041200	0.30000	1.0000	3.0000	227.00	7483.4	-0.24932	37.737	-2.6109	88.067	88.067	102.89				
40.439	3000.0	3.0003	0.74020	4053.4	6953.6	0.043100	0.29970	1.0000	3.0000	228.00	7487.3	-0.24893	37.891	-2.4574	144.50	144.50	130.31				
40.592	3000.0	3.0003	0.74090	4049.5	7157.9	0.041800	0.29920	1.0000	3.0000	229.00	7516.5	-0.24600	38.044	-2.3035	164.49	164.49	149.15				
40.746	3000.0	2.9999	0.74250	4040.3	7441.7	0.040300	0.29990	1.0000	3.0000	230.00	7558.5	-0.24179	38.198	-2.1500	187.05	187.05	151.21				
40.900	2500.0	2.4995	0.57400	4354.5	7902.6	0.038000	0.30030	1.0000	3.0000	231.00	7574.2	-0.24022	38.351	-1.9965	161.66	161.66	142.52				
41.053	2000.0	1.9993	0.42530	4700.9	7636.1	0.039300	0.30010	1.0000	3.0000	232.00	7602.1	-0.23742	38.505	-1.8430	98.328	98.328	120.05				
41.207	1500.0	1.5017	0.29520	5087.1	7522.6	0.039800	0.29940	1.0000	3.0000	233.00	7618.8	-0.23574	38.658	-1.6895	101.06	101.06	84.485				
41.360	1000.0	1.0005	0.17750	5636.6	7381.8	0.040600	0.29970	1.0000	3.0000	234.00	7611.7	-0.23646	38.812	-1.5359	52.149	52.149	51.807				
41.514	500.00	0.50000	0.078000	6410.3	7451.6	0.040300	0.30030	1.0000	3.0000	235.00	7647.0	-0.23292	38.965	-1.3825	9.2241	9.2241	33.939				
41.667	600.00	0.59890	0.093000	6439.8	7733.3	0.039000	0.30160	1.0000	3.0000	236.00	7628.1	-0.23481	39.119	-1.2290	-1.7256	-1.7256	30.008				
41.821	700.00	0.70000	0.11430	6124.2	7601.0	0.039600	0.30100	1.0000	3.0000	237.00	7617.7	-0.23585	39.272	-1.0755	8.9859	8.9859	47.217				
41.974	800.00	0.80120	0.13050	6139.5	7605.1	0.039500	0.30040	1.0000	3.0000	238.00	7625.0	-0.23512	39.426	-0.92195	81.404	81.404	63.351				
42.128	900.00	0.89860	0.15220	5904.1	7696.7	0.038900	0.29940	1.0000	3.0000	239.00	7655.4	-0.23207	39.580	-0.76837	138.20	138.20	70.407				
42.281	800.00	0.80080	0.13200	6066.7	8099.5	0.037200	0.30130	1.0000	3.0000	240.00	7671.7	-0.23044	39.733	-0.61470	89.893	89.893	68.853				
42.435	700.00	0.70000	0.11160	6272.4	8221.3	0.036600	0.30090	1.0000	3.0000	241.00	7700.5	-0.22755	39.887	-0.46119	33.554	33.554	55.669				
42.588	500.00	0.49910	0.074300	6717.4	8000.0	0.037400	0.29920	1.0000	3.0000	242.00	7671.5	-0.23046	40.040	-0.30770	1.2174	1.2174	48.054				
42.742	300.00	0.29930	0.039800	7520.1	7941.8	0.037800	0.30020	1.0000	3.0000	243.00	7681.3	-0.22947	40.194	-0.15369	15.484	15.484	55.490				
42.896	300.00	0.30050	0.036300	8278.2	7471.3	0.040100	0.29960	0.0100000	3.0000	244.00	7682.2	-0.22938	40.348	0.00030127	100.12	100.12	72.992	7682.2			
42.984	300.00	0.30030	0.039700	7564.2	8157.6	0.036800	0.30020	0.0100000	3.0000	245.00	7709.5	-0.22664	40.436	0.088211	127.07	127.07	78.452	7709.5			
43.072	300.00	0.29990	0.039900	7516.3	7223.6	0.041600	0.30050	0.0100000	3.0000	246.00	7721.6	-0.22543	40.524	0.17593	121.07	121.07	63.548	7721.6			
43.160	300.00	0.29900	0.038800	7706.2	7491.2	0.039900	0.29890	0.0100000	3.0000	247.00	7728.0	-0.22479	40.612	0.26374	28.515	28.515	22.452	7728.0			
43.247	300.00	0.29960	0.038700	7741.6	7434.2	0.040300	0.29960	0.0100000	3.0000	248.00	7726.1	-0.22498	40.699	0.35149	-59.037	-59.037	-28.599	7726.1			
43.335	300.00	0.30030	0.040800	7360.3	7592.9	0.039300	0.29840	0.0100000	3.0000	249.00	7719.8	-0.22561	40.787	0.43945	-105.36	-105.36	-78.186	7719.8			
43.423	300.00	0.30010	0.038600	7774.6	7500.0	0.040000	0.30000	0.0100000	3.0000	250.00	7699.8	-0.22762	40.875	0.52737	-128.18	-128.18	-107.02	7699.8			
43.511	300.00	0.29930	0.038000	7876.3	8045.6	0.037300	0.30010	0.0100000	3.0000	251.00	7694.9	-0.22811	40.963	0.61499	-126.87	-126.87	-108.29	7694.9			
43.599	300.00	0.29930	0.039400	7596.4	7293.7	0.041200	0.30050	0.0100000	3.0000	252.00	7682.2	-0.22938	41.051	0.70288	-115.66	-115.66	-90.936	7682.2			
43.687	300.00	0.29960	0.038800	7721.6	7842.9	0.038200	0.29960	0.0100000	3.0000	253.00	7672.8	-0.23032	41.139	0.79092	-65.396	-65.396	-61.306	7672.8			
43.775	300.00	0.29890	0.038200	7824.6	7541.6	0.039700	0.29940	0.0100000	3.0000	254.00	7660.0	-0.23161	41.227	0.87874	-18.570	-18.570	-27.300	7660.0			
43.862	300.00	0.29960	0.038400	7802.1	7954.9	0.037700	0.29990	0.0100000	3.0000	255.00	7677.3	-0.22987	41.314	0.96639	19.963	19.963	14.819	7677.3			
43.950	300.00	0.30110	0.038700	7780.4	7705.1	0.039000	0.30050	0.0100000	3.0000	256.00	7671.9	-0.23042	41.402	1.0544	43.163	43.163	72.940	7671.9			
44.038	300.00	0.30080	0.038200	7874.3	7868.8	0.038100	0.29980	0.0100000	3.0000	257.00	7675.7	-0.23004	41.490	1.1421	94.937	94.937	143.51	7675.7			
44.126	300.00	0.29940	0.035000	8554.3	7560.3	0.039800	0.30090	0.0100000	3.0000	258.00	7679.8	-0.22963	41.578	1.2298	225.21	225.21	209.43	7679.8			
44.214	300.00	0.30080	0.040600	7408.9	7472.5	0.040000	0.29890	0.0100000	3.0000	259.00	7715.0	-0.22609	41.666	1.3176	334.30	334.30	273.55	7715.0			
44.301	300.00	0.30050	0.038500	7805.2	7276.7	0.041200	0.29980	0.0100000	3.0000	260.00	7751.0	-0.22248	41.753	1.4054	349.56	349.56	320.20	7751.0			
44.389	300.00	0.29980	0.037200	8059.1	7997.3	0.037500	0.29990	0.0100000	3.0000	261.00	7786.8	-0.21889	41.841	1.4932	363.77	363.77	335.03	7786.8			
44.477	300.00	0.29970	0.038800	7724.2	7954.9	0.037700	0.29990	0.0100000	3.0000	262.00	7797.4	-0.21783	41.929	1.5810	328.14	328.14	318.12	7797.4			
44.565	300.00	0.29980	0.039900	7513.8	7802.6	0.038500	0.30040	0.0100000	3.0000	263.00	7851.5	-0.21240	42.017	1.6688	299.36	299.36	284.27	7851.5			
44.653	300.00	0.29950	0.038800	7719.1	7672.6	0.039100	0.30000	0.0100000	3.0000	264.00	7862.7	-0.21127	42.105	1.7568	249.78	249.78	256.06	7862.7			
44.740	300.00	0.30060	0.039300	7648.9	7834.6	0.038100	0.29850	0.0100000	3.0000	265.00	7885.6	-0.20898	42.192	1.8444	180.31	180.31	239.28	7885.6			
44.828	300.00	0.30030	0.038300	7840.7	8042.8	0.037400	0.30080	0.0100000	3.0000	266.00	7890.0	-0.20854	42.280	1.9324	222.72	222.72	231.87	7890.0			
44.916	300.00	0.30020	0.039100	7677.7	7304.1	0.041100	0.30020	0.0100000	3.0000	267.00	7917.1	-0.20582	42.368	2.0201	244.23	244.23	243.73	7917.1			
45.004	300.00	0.29940	0.038700	7736.4	7577.2	0.039500	0.29930	0.0100000	3.0000	268.00	7944.8	-0.20305	42.456	2.1079	262.29	262.29	280.05	7944.8			
45.092	300.00	0.30120	0.038400	7843.7	8174.4	0.036700	0.30000	0.0100000	3.0000	269.00	7965.4	-0.20097	42.544	2.1957	309.09	309.09	247.22	7965.4			
45.179	300.00	0.30060	0.039400	7629.4	8348.2	0.035900	0.29970	0.0100000	3.0000	270.00	7980.9	-0.19942	42.631	2.2834	361.89	361.89	206.35	7980.9			
45.267	300.00	0.29950	0.035900	8342.6	8252.1	0.036500	0.30120	0.0100000	3.0000	271.00	8034.6	-0.19403	42.719	2.3711	58.594	58.594	160.48	8034.6			
45.355	300.00	0.29960	0.038200	7842.9	8267.2	0.036300	0.30010	0.0100000	40.000	272.00	8068.9	-0.19059	42.807	2.4587	39.857	39.857	104.31	8068.9			
46.676	300.00	0.30070	0.037200	8083.3	8431.4	0.035700	0.30100	0.0100000	40.000	273.00	8085.8	-0.18890	44.128	3.7799	32.961	32.961	37.441	8085.8			
47.997	300.00	0.29940	0.037300	8026.8	8078.2	0.037100	0.29970	0.0100000	40.000	274.00	8132.8	-0.18418	45.449	5.1015	28.261	28.261	31.497	8132.8			
49.319	300.00	0.29960	0.036400	8230.8	8021.3	0.037600	0.30160	0.0100000	40.000	275.00	8185.5	-0.17889	46.771	6.4227	27.534	27.534	30.237	8185.5			
50.640	300.00	0.30050	0.037500	8013.3	8048.4	0.037200	0.29940	0.0100000	40.000	276.00	8205.8	-0.17686	48.092	7.7442	28.872	28.872	30.628	8205.8			
51.962	300.00	0.30000	0.038500	7792.2	8272.7	0.036300	0.30030	0.0100000	40.000	277.00	8231.2	-0.17431	49.414	9.0656	33.558	33.558	30.936	8231.2			
53.283	300.00	0.30090	0.035700	8428.6	8450.4	0.035300	0.29830	0.0100000	40.000	278.00	8300.7	-0.16734	50.735	10.387	34.917	34.917	28.781	8300.7			
54.605	300.00	0.30040	0.037400	8032.1	7994.7	0.037500	0.29980	0.0100000	40.000	279.00	8359.8	-0.16141	52.057	11.709	29.799	29.799	24.819	8359.8			
55.927	300.00	0.29900	0.035200	8494.3	7797.9	0.038600	0.30100	0.0100000	40.000	280.00	8372.2	-0.16017	53.379	13.031	16.760	16.760	18.959	8372.2			
57.248	300.00	0.29990	0.033900	8846.6	8403.4	0.035700	0.30000	0.0100000	40.000	281.00	8392.4	-0.15814	54.700	14.352	9.0631	9.0631	13.145	8392.4			
58.570	300.00	0.29890	0.034800	8589.1	8718.0	0.034400	0.29990	0.0100000	40.000	282.00	8395.2	-0.15787	56.022	15.674	4.2575	4.2575	8.9811	8395.2			
59.891	300.00	0.29930	0.033500	8934.3	8309.4	0.036200	0.30080	0.0100000	40.000	283.00	8408.2	-0.15656	57.343	16.995	5.8428	5.8428	8.4762	8408.2			
61.213	300.00	0.30010	0.034900	8598.9	8789.5	0.034200	0.30060	0.0100000	40.000	284.00	8392.4	-0.15814	58.665	18.317	8.9820	8.9820	10.793	8392.4			
62.534	300.00	0.29940	0.036800	8135.9	8780.1	0.034100	0.29940	0.0100000	40.000	285.00	8432.4	-0.15413	59.986	19.638	14.236	14.236	14.034	8432.4			
63.856	300.00	0.29990	0.037000	8105.4	8259.7	0.036200	0.29900	0.0100000	40.000	286.00	8442.4	-0.15312	61.308	20.960	20.646	20.646	17.138	8442.4			
65.178	300.00	0.29970	0.037900	7907.7	8577.6	0.034800	0.29850	0.0100000	40.000	287.00	8477.3	-0.14963	62.630	22.282	20.462	20.462	19.004	8477.3			
66.499	300.00	0.30010	0.033600	8931.5	8763.2	0.034200	0.29970	0.0100000	40.000	288.00	8506.4	-0.14671	63.951	23.603	21.363	21.363	19.871	8506.4			
67.821	300.00	0.30020	0.035900	8362.1	8818.2	0.034100	0.30070	0.0100000	40.000	289.00	8535.6	-0.14378	65.273	24.925	18.312	18.312	18.797	8535.6			
69.142	300.00	0.30000	0.035200	8522.7	8435.0	0.035400	0.29860	0.0100000	40.000	290.00	8554.4	-0.14189	66.594	26.246	18.572	18.572	17.122	8554.4			
70.464	300.00	0.29850	0.034600	8627.2	8771.9	0.034200	0.30000	0.0100000	40.000	291.00	8574.3	-0.13990	67.916	27.568	15.277	15.277	13.684	8574.3			
71.786	300.00	0.29950	0.034800	8606.3	8310.2	0.036100	0.30000	0.0100000	40.000	292.00	8609.8	-0.13634	69.238	28.890	12.086	12.086	8.9401	8609.8			
73.107	300.00	0.30030	0.033100	9072.5	8541.3	0.035100	0.29980	0.0100000	40.000	293.00	8608.9	-0.13643	70.559	30.211	4.1740	4.1740	4.2989	8608.9			
74.428	300.00	0.30040	0.034600	8682.1	8100.0	0.037000	0.29970	0.0100000	40.000	294.00	8617.0	-0.13561	71.880	31.532	-5.4085	-5.4085	0.16664	8617.0			
75.750	300.00	0.29930	0.034500	8675.4	8916.7	0.033600	0.29960	0.0100000	40.000	295.00	8598.2	-0.13749	73.202	32.854	-4.6343	-4.6343	-2.5813	8598.2			
77.071	300.00	0.30030	0.035100	8555.6	8232.9	0.036500	0.30050	0.0100000	40.000	296.00	8579.4	-0.13939	74.523	34.175	-5.3840	-5.3840	-3.7554	8579.4			
78.393	300.00	0.29860	0.033600	8886.9	8780.1	0.034100	0.29940	0.0100000	40.000	297.00	8597.1	-0.13761	75.845	35.497	-1.6539	-1.6539	-3.3353	8597.1			
79.714	300.00	0.30020	0.033200	9042.2	8884.3	0.033700	0.29940	0.0100000	40.000	298.00	8582.0	-0.13912	77.166	36.818	-1.6962	-1.6962	-1.9156	8582.0			
81.036	300.00	0.29970	0.034400	8712.2	9063.4	0.033100	0.30000	0.0100000	40.000	299.00	8586.0	-0.13872	78.488	38.140	-3.3081	-3.3081	1.0814	8586.0			
82.357	300.00	0.30030	0.033700	8911.0	8390.4	0.035600	0.29870	0.0100000	40.000	300.00	8573.7	-0.13996	79.809	39.461	2.4643	2.4643	4.4110	8573.7			
83.679	300.00	0.30030	0.034400	8729.7	8214.3	0.036400	0.29900	0.0100000	40.000	301.00	8579.4	-0.13939	81.131	40.783	9.6011	9.6011	9.6450	8579.4			
85.000	300.00	0.29960	0.034900	8584.5	9149.4	0.032800	0.30010	0.0100000	40.000	302.00	8601.6	-0.13716	82.452	42.104	14.994	14.994	15.062	8601.6			
86.321	300.00	0.29980	0.032600	9196.3	8698.6	0.034500	0.30010	0.0100000	40.000	303.00	8635.5	-0.13376	83.773	43.425	24.474	24.474	18.978	8635.5			
87.643	300.00	0.30100	0.034000	8852.9	8480.2	0.035400	0.30020	0.0100000	40.000	304.00	8644.7	-0.13283	85.095	44.747	23.779	23.779	20.793	8644.7			
88.965	300.00	0.30060	0.034000	8841.2	8395.5	0.035900	0.30140	0.0100000	40.000	305.00	8719.5	-0.12533	86.417	46.069	22.044	22.044	19.522	8719.5			
90.286	300.00	0.29940	0.032700	9156.0	8383.8	0.035700	0.29930	0.0100000	40.000	306.00	8716.7	-0.12561	87.738	47.390	18.676	18.676	16.140	8716.7			
91.608	300.00	0.29920	0.036200	8265.2	8631.1	0.034700	0.29950	0.0100000	40.000	307.00	8745.1	-0.12276	89.060	48.712	8.6354	8.6354	13.042	8745.1			
92.930	300.00	0.30000	0.034000	8823.5	8261.7	0.036300	0.29990	0.0100000	40.000	308.00	8755.3	-0.12174	90.382	50.034	7.5647	7.5647	11.144	8755.3			
94.251	300.00	0.30000	0.033900	8849.6	8846.6	0.033900	0.29990	0.0100000	40.000	309.00	8757.3	-0.12154	91.703	51.355	8.2905	8.2905	9.7670	8757.3			
95.573	300.00	0.29890	0.032700	9140.7	8560.0	0.035000	0.29960	0.0100000	40.000	310.00	8760.6	-0.12120	93.025	52.677	12.555	12.555	9.4853	8760.6			
96.894	300.00	0.29980	0.033800	8869.8	8554.0	0.035200	0.30110	0.0100000	40.000	311.00	8797.2	-0.11753	94.346	53.998	11.790	11.790	8.7495	8797.2			
98.216	300.00	0.30110	0.034700	8677.2	9239.3	0.032600	0.30120	0.0100000	40.000	312.00	8818.3	-0.11542	95.668	55.320	7.2270	7.2270	8.6175	8818.3			
