Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	N	W	Rrem-Ro/Ro	t-to	t-tor	dW/dt	dW/dt-tor	S_dW	WR	T	U	V
556.66	300.00	0.29950	0.030100	9950.2	10609	0.028400	0.30130	0.0100000	40.000	659.00	10278	0.031019	554.11	513.77	-6.6314	-6.6314	-7.4315	10278			
557.98	300.00	0.29920	0.026700	11206	10328	0.029000	0.29950	0.0100000	40.000	660.00	10286	0.031814	555.43	515.09	-13.750	-13.750	-9.8617	10286			
559.30	300.00	0.30010	0.029800	10070	10913	0.027500	0.30010	0.0100000	40.000	661.00	10244	0.027575	556.76	516.41	-10.826	-10.826	-11.871	10244			
560.63	300.00	0.29970	0.029600	10125	9960.1	0.030100	0.29980	0.0100000	40.000	662.00	10216	0.024799	558.08	517.73	-15.041	-15.041	-13.201	10216			
561.95	300.00	0.29870	0.028600	10444	10091	0.029700	0.29970	0.0100000	40.000	663.00	10242	0.027350	559.40	519.05	-13.107	-13.107	-12.271	10242			
563.27	300.00	0.29930	0.029400	10180	9456.0	0.031800	0.30070	0.0100000	40.000	664.00	10188	0.021955	560.72	520.37	-13.280	-13.280	-10.570	10188			
564.59	300.00	0.29940	0.030500	9816.4	10173	0.029400	0.29910	0.0100000	40.000	665.00	10171	0.020309	562.04	521.69	-9.1004	-9.1004	-6.7408	10171			
565.91	300.00	0.29920	0.030300	9874.6	9973.4	0.030100	0.30020	0.0100000	40.000	666.00	10163	0.019517	563.36	523.02	-2.3224	-2.3224	-3.7363	10163			
567.23	300.00	0.29940	0.029500	10149	10152	0.029600	0.30050	0.0100000	40.000	667.00	10194	0.022537	564.69	524.34	4.1059	4.1059	-0.58823	10194			
568.56	300.00	0.30020	0.030200	9940.4	10211	0.029400	0.30020	0.0100000	40.000	668.00	10161	0.019302	566.01	525.66	1.9152	1.9152	0.67783	10161			
569.88	300.00	0.30080	0.029800	10094	10121	0.029700	0.30060	0.0100000	40.000	669.00	10200	0.023138	567.33	526.98	2.4605	2.4605	-1.2470	10200			
571.20	300.00	0.30070	0.028100	10701	10682	0.028000	0.29910	0.0100000	40.000	670.00	10173	0.020486	568.65	528.30	-2.7701	-2.7701	-4.1851	10173			
572.52	300.00	0.29960	0.028000	10700	10247	0.029200	0.29920	0.0100000	40.000	671.00	10204	0.023576	569.97	529.62	-11.947	-11.947	-5.7629	10204			
573.84	300.00	0.30080	0.030200	9960.3	9943.5	0.030100	0.29930	0.0100000	40.000	672.00	10141	0.017247	571.29	530.95	-10.584	-10.584	-5.8607	10141			
575.16	300.00	0.29930	0.030300	9877.9	10638	0.028200	0.30000	0.0100000	40.000	673.00	10137	0.016839	572.62	532.27	-5.9740	-5.9740	-5.3232	10137			
576.49	300.00	0.30020	0.030600	9810.5	9740.3	0.030800	0.30000	0.0100000	40.000	674.00	10137	0.016839	573.94	533.59	1.9718	1.9718	-3.1667	10137			
577.81	300.00	0.29990	0.030800	9737.0	9609.0	0.031200	0.29980	0.0100000	40.000	675.00	10166	0.019821	575.26	534.91	-0.082813	-0.082813	-1.8271	10166			
579.13	300.00	0.29990	0.031500	9520.6	9983.4	0.030100	0.30050	0.0100000	40.000	676.00	10139	0.017063	576.58	536.23	-1.1639	-1.1639	-0.48310	10139			
580.45	300.00	0.29990	0.028900	10377	10453	0.028700	0.30000	0.0100000	40.000	677.00	10135	0.016672	577.90	537.55	-3.8868	-3.8868	-1.5730	10135			
581.77	300.00	0.30000	0.029800	10067	9910.9	0.030300	0.30030	0.0100000	40.000	678.00	10145	0.017642	579.22	538.88	0.74625	0.74625	-2.4429	10145			
583.09	300.00	0.30020	0.031800	9440.3	10996	0.027300	0.30020	0.0100000	40.000	679.00	10138	0.016955	580.54	540.20	-3.4779	-3.4779	-2.5503	10138			
584.41	300.00	0.30100	0.029800	10101	10054	0.029700	0.29860	0.0100000	40.000	680.00	10143	0.017416	581.87	541.52	-4.4319	-4.4319	-2.4557	10143			
585.74	300.00	0.29960	0.030700	9759.0	10974	0.027400	0.30070	0.0100000	40.000	681.00	10113	0.014479	583.19	542.84	-1.7013	-1.7013	-2.7513	10113			
587.06	300.00	0.30080	0.029100	10337	9587.9	0.031300	0.30010	0.0100000	40.000	682.00	10128	0.015942	584.51	544.16	-3.4138	-3.4138	-2.2893	10128			
588.38	300.00	0.30010	0.029300	10242	9874.6	0.030300	0.29920	0.0100000	40.000	683.00	10134	0.016564	585.83	545.48	-0.73173	-0.73173	-0.29244	10134			
589.70	300.00	0.30040	0.032000	9387.5	10091	0.029700	0.29970	0.0100000	40.000	684.00	10110	0.014111	587.15	546.80	-1.1680	-1.1680	2.9028	10110			
591.02	300.00	0.30020	0.030300	9907.6	10080	0.029900	0.30140	0.0100000	40.000	685.00	10118	0.014910	588.47	548.13	5.5526	5.5526	6.6972	10118			
592.35	300.00	0.30050	0.031100	9662.4	9596.2	0.031200	0.29940	0.0100000	40.000	686.00	10128	0.015995	589.80	549.45	14.275	14.275	8.4951	10128			
593.67	300.00	0.30050	0.028300	10618	9891.4	0.030400	0.30070	0.0100000	40.000	687.00	10161	0.019304	591.12	550.77	15.558	15.558	9.3076	10161			
594.99	300.00	0.30060	0.028700	10474	10355	0.029000	0.30030	0.0100000	40.000	688.00	10182	0.021378	592.44	552.09	8.2574	8.2574	7.7558	10182			
596.31	300.00	0.29970	0.028900	10370	10067	0.029800	0.30000	0.0100000	40.000	689.00	10194	0.022533	593.76	553.41	2.8948	2.8948	5.9790	10194			
597.63	300.00	0.29890	0.029100	10271	10218	0.029400	0.30040	0.0100000	40.000	690.00	10167	0.019854	595.08	554.74	-2.2066	-2.2066	4.9782	10167			
598.95	300.00	0.29950	0.027600	10851	10067	0.029700	0.29900	0.0100000	40.000	691.00	10188	0.021985	596.41	556.06	5.3909	5.3909	4.4006	10188			
600.27	300.00	0.29880	0.029800	10027	10553	0.028400	0.29970	0.0100000	40.000	692.00	10170	0.020190	597.73	557.38	10.554	10.554	4.2941	10170			
601.60	300.00	0.29980	0.030100	9960.1	10074	0.029800	0.30020	0.0100000	40.000	693.00	10227	0.025938	599.05	558.70	5.3696	5.3696	4.8397	10227			
602.92	300.00	0.30120	0.029600	10176	10125	0.029700	0.30070	0.0100000	40.000	694.00	10217	0.024873	600.37	560.02	2.3622	2.3622	6.4264	10217			
604.24	300.00	0.30110	0.028400	10602	9907.6	0.030300	0.30020	0.0100000	40.000	695.00	10200	0.023202	601.69	561.34	0.52154	0.52154	7.4936	10200			
605.56	300.00	0.29920	0.028100	10648	9836.1	0.030500	0.30000	0.0100000	40.000	696.00	10199	0.023124	603.01	562.67	13.324	13.324	9.2104	10199			
606.88	300.00	0.30060	0.029900	10054	10676	0.028100	0.30000	0.0100000	40.000	697.00	10240	0.027159	604.33	563.99	15.890	15.890	10.301	10240			
608.20	300.00	0.29990	0.029000	10341	10887	0.027500	0.29940	0.0100000	40.000	698.00	10285	0.031727	605.66	565.31	13.954	13.954	10.400	10285			
609.53	300.00	0.29990	0.028600	10486	10153	0.029500	0.29950	0.0100000	40.000	699.00	10262	0.029434	606.98	566.63	7.8145	7.8145	6.7002	10262			
610.85	300.00	0.29950	0.029000	10328	10436	0.028700	0.29950	0.0100000	40.000	700.00	10280	0.031236	608.30	567.95	1.0160	1.0160	0.70181	10280			
612.17	300.00	0.30120	0.030300	9940.6	10500	0.028600	0.30030	0.0100000	40.000	701.00	10294	0.032585	609.62	569.27	-5.1735	-5.1735	-6.2749	10294			
613.49	300.00	0.30170	0.029400	10262	10599	0.028400	0.30100	0.0100000	40.000	702.00	10276	0.030825	610.94	570.60	-14.102	-14.102	-11.348	10276			
614.81	300.00	0.29960	0.027400	10934	10791	0.027800	0.30000	0.0100000	40.000	703.00	10230	0.026210	612.26	571.92	-20.930	-20.930	-13.760	10230			
616.13	300.00	0.30030	0.029300	10249	9651.6	0.031000	0.29920	0.0100000	40.000	704.00	10219	0.025076	613.59	573.24	-17.549	-17.549	-15.508	10219			
617.46	300.00	0.30000	0.030000	10000	9741.1	0.030900	0.30100	0.0100000	40.000	705.00	10184	0.021586	614.91	574.56	-11.044	-11.044	-15.987	10184			
618.78	300.00	0.30010	0.029600	10139	10064	0.029800	0.29990	0.0100000	40.000	706.00	10183	0.021505	616.23	575.88	-13.914	-13.914	-15.236	10183			
620.10	300.00	0.30030	0.029000	10355	10441	0.028800	0.30070	0.0100000	40.000	707.00	10175	0.020675	617.55	577.20	-16.497	-16.497	-14.442	10175			
621.42	300.00	0.29960	0.028000	10700	10848	0.027600	0.29940	0.0100000	40.000	708.00	10131	0.016310	618.87	578.52	-17.177	-17.177	-15.029	10131			
622.74	300.00	0.29900	0.025700	11634	9875.0	0.030400	0.30020	0.0100000	40.000	709.00	10101	0.013249	620.19	579.85	-13.582	-13.582	-15.218	10101			
624.06	300.00	0.29870	0.027900	10706	10444	0.028800	0.30080	0.0100000	40.000	710.00	10107	0.013834	621.52	581.17	-13.977	-13.977	-15.835	10107			
625.39	300.00	0.30070	0.030300	9924.1	10500	0.028600	0.30030	0.0100000	40.000	711.00	10098	0.012911	622.84	582.49	-14.858	-14.858	-14.661	10098			
626.71	300.00	0.30040	0.030900	9721.7	9699.0	0.030900	0.29970	0.0100000	40.000	712.00	10041	0.0072143	624.16	583.81	-19.581	-19.581	-11.840	10041			
628.03	300.00	0.29940	0.030500	9816.4	9586.5	0.031200	0.29910	0.0100000	40.000	713.00	10036	0.0067099	625.48	585.13	-11.308	-11.308	-8.1043	10036			
629.35	300.00	0.29990	0.028400	10560	9836.6	0.030600	0.30100	0.0100000	40.000	714.00	10008	0.0039533	626.80	586.45	0.52220	0.52220	-5.0523	10008			
630.67	300.00	0.30000	0.029300	10239	9393.8	0.032000	0.30060	0.0100000	40.000	715.00	10039	0.0070456	628.12	587.78	4.7027	4.7027	-3.5502	10039			
631.99	300.00	0.30020	0.027200	11037	9890.7	0.030200	0.29870	0.0100000	40.000	716.00	10043	0.0073925	629.45	589.10	0.40269	0.40269	-3.9034	10043			
633.32	300.00	0.30040	0.029700	10114	9662.4	0.031100	0.30050	0.0100000	40.000	717.00	10050	0.0081081	630.77	590.42	-12.071	-12.071	-6.2103	10050			
634.64	300.00	0.30070	0.029400	10228	9762.2	0.030700	0.29970	0.0100000	40.000	718.00	10006	0.0036889	632.09	591.74	-13.074	-13.074	-8.0074	10006			
635.96	300.00	0.29930	0.031400	9531.8	10247	0.029200	0.29920	0.0100000	40.000	719.00	9977.8	0.00089432	633.41	593.06	-11.012	-11.012	-7.2897	9977.8			
637.28	300.00	0.30010	0.031200	9618.6	10275	0.029100	0.29900	0.0100000	40.000	720.00	9992.2	0.0023334	634.73	594.38	-4.2828	-4.2828	-2.7011	9992.2			
638.60	300.00	0.29930	0.029700	10077	10242	0.029300	0.30010	0.0100000	40.000	721.00	9983.7	0.0014864	636.05	595.71	3.9915	3.9915	3.3703	9983.7			
639.92	300.00	0.30000	0.031000	9677.4	9307.5	0.032200	0.29970	0.0100000	40.000	722.00	9974.4	0.00055391	637.38	597.03	10.872	10.872	10.580	9974.4			
641.25	300.00	0.29980	0.028300	10594	10493	0.028600	0.30010	0.0100000	40.000	723.00	10013	0.0044300	638.70	598.35	17.283	17.283	15.181	10013			
642.57	300.00	0.29980	0.030600	9797.4	10214	0.029400	0.30030	0.0100000	40.000	724.00	10049	0.0080687	640.02	599.67	25.038	25.038	17.963	10049			
643.89	300.00	0.30040	0.031100	9659.2	10299	0.029100	0.29970	0.0100000	40.000	725.00	10060	0.0091858	641.34	600.99	18.722	18.722	19.324	10060			
645.21	300.00	0.30030	0.030800	9750.0	9813.7	0.030600	0.30030	0.0100000	40.000	726.00	10116	0.014773	642.66	602.31	17.899	17.899	17.430	10116			
646.53	300.00	0.30020	0.029300	10246	10214	0.029500	0.30130	0.0100000	40.000	727.00	10103	0.013488	643.98	603.64	17.679	17.679	12.587	10103			
647.85	300.00	0.30070	0.030200	9957.0	9515.8	0.031600	0.30070	0.0100000	40.000	728.00	10146	0.017783	645.31	604.96	7.8134	7.8134	7.0752	10146			
649.17	300.00	0.29920	0.028500	10498	10263	0.029300	0.30070	0.0100000	40.000	729.00	10162	0.019399	646.63	606.28	0.82310	0.82310	2.9732	10162			
650.50	300.00	0.29940	0.028100	10655	10176	0.029500	0.30020	0.0100000	40.000	730.00	10138	0.016996	647.95	607.60	-8.8387	-8.8387	-0.32444	10138			
651.82	300.00	0.29990	0.028800	10413	10267	0.029200	0.29980	0.0100000	40.000	731.00	10113	0.014427	649.27	608.92	-2.6105	-2.6105	-0.83904	10113			
653.14	300.00	0.30010	0.030100	9970.1	10305	0.029200	0.30090	0.0100000	40.000	732.00	10113	0.014411	650.59	610.24	1.1905	1.1905	-0.0056873	10113			
654.46	300.00	0.29940	0.029000	10324	10510	0.028600	0.30060	0.0100000	40.000	733.00	10158	0.018962	651.91	611.56	5.2404	5.2404	2.4988	10158			
655.78	300.00	0.30100	0.029000	10379	10348	0.029000	0.30010	0.0100000	40.000	734.00	10124	0.015518	653.23	612.89	4.9899	4.9899	4.9759	10124			
657.10	300.00	0.29960	0.027300	10974	10070	0.029800	0.30010	0.0100000	40.000	735.00	10142	0.017347	654.56	614.21	3.6835	3.6835	7.2718	10142			
658.43	300.00	0.30000	0.031300	9584.7	10563	0.028400	0.30000	0.0100000	40.000	736.00	10154	0.018526	655.88	615.53	9.7752	9.7752	9.3540	10154			
659.75	300.00	0.29890	0.029200	10236	9621.8	0.031200	0.30020	0.0100000	40.000	737.00	10167	0.019900	657.20	616.85	12.670	12.670	11.186	10167			
661.07	300.00	0.30030	0.028900	10391	10561	0.028500	0.30100	0.0100000	40.000	738.00	10175	0.020721	658.52	618.17	15.651	15.651	12.207	10175			
662.39	300.00	0.29990	0.030000	9996.7	10101	0.029800	0.30100	0.0100000	40.000	739.00	10215	0.024648	659.84	619.49	14.152	14.152	10.789	10215			
663.71	300.00	0.29960	0.028700	10439	9743.5	0.030800	0.30010	0.0100000	40.000	740.00	10233	0.026526	661.16	620.82	8.7887	8.7887	8.2564	10233			
665.03	300.00	0.30070	0.031600	9515.8	9737.0	0.030800	0.29990	0.0100000	40.000	741.00	10232	0.026378	662.49	622.14	2.6836	2.6836	5.5269	10232			
666.35	300.00	0.30050	0.029100	10326	10239	0.029300	0.30000	0.0100000	40.000	742.00	10225	0.025681	663.81	623.46	0.0063635	0.0063635	3.3366	10225			
667.68	300.00	0.29980	0.030800	9733.8	10260	0.029200	0.29960	0.0100000	40.000	743.00	10237	0.026849	665.13	624.78	2.0037	2.0037	1.9594	10237			
669.00	300.00	0.29920	0.028700	10425	9772.0	0.030700	0.30000	0.0100000	40.000	744.00	10231	0.026295	666.45	626.10	3.2007	3.2007	2.6077	10231			
670.32	300.00	0.30100	0.027800	10827	10597	0.028300	0.29990	0.0100000	40.000	745.00	10242	0.027399	667.77	627.42	1.9028	1.9028	4.2206	10242			
671.64	300.00	0.29950	0.030700	9755.7	10546	0.028400	0.29950	0.0100000	40.000	746.00	10243	0.027527	669.09	628.75	5.9252	5.9252	6.3301	10243			
672.96	300.00	0.29970	0.029100	10299	10101	0.029600	0.29900	0.0100000	40.000	747.00	10243	0.027494	670.41	630.07	8.0707	8.0707	9.3502	10243			
674.28	300.00	0.30040	0.030300	9914.2	10385	0.028800	0.29910	0.0100000	40.000	748.00	10270	0.030175	671.74	631.39	12.551	12.551	12.441	10270			
675.61	300.00	0.29950	0.028400	10546	10338	0.029000	0.29980	0.0100000	40.000	749.00	10282	0.031425	673.06	632.71	18.301	18.301	13.903	10282			
676.93	300.00	0.30020	0.029700	10108	10656	0.028200	0.30050	0.0100000	40.000	750.00	10307	0.033881	674.38	634.03	17.358	17.358	12.817	10307			
678.25	300.00	0.30000	0.031700	9463.7	10145	0.029600	0.30030	0.0100000	40.000	751.00	10345	0.037771	675.70	635.35	13.232	13.232	10.009	10345			
679.57	300.00	0.30100	0.027800	10827	10121	0.029700	0.30060	0.0100000	40.000	752.00	10353	0.038507	677.02	636.67	2.6433	2.6433	6.4737	10353			
680.89	300.00	0.30100	0.028000	10750	10549	0.028400	0.29960	0.0100000	40.000	753.00	10347	0.037882	678.34	638.00	-1.4904	-1.4904	3.3335	10347			
682.21	300.00	0.30030	0.029900	10043	10394	0.028900	0.30040	0.0100000	40.000	754.00	10324	0.035577	679.67	639.32	0.62601	0.62601	1.5364	10324			
683.54	300.00	0.30000	0.031200	9615.4	10580	0.028300	0.29940	0.0100000	40.000	755.00	10350	0.038248	680.99	640.64	1.6566	1.6566	2.0291	10350			
684.86	300.00	0.30060	0.029500	10190	10097	0.029800	0.30090	0.0100000	40.000	756.00	10355	0.038739	682.31	641.96	4.2463	4.2463	3.8397	10355			
686.18	300.00	0.29960	0.029100	10296	10556	0.028400	0.29980	0.0100000	40.000	757.00	10342	0.037399	683.63	643.28	5.1071	5.1071	4.3955	10342			
687.50	300.00	0.29950	0.030100	9950.2	10183	0.029500	0.30040	0.0100000	40.000	758.00	10356	0.038816	684.95	644.60	7.5627	7.5627	3.7670	10356			
688.82	300.00	0.30020	0.029800	10074	10823	0.027700	0.29980	0.0100000	40.000	759.00	10384	0.041594	686.27	645.93	3.4046	3.4046	1.5678	10384			
690.14	300.00	0.30020	0.029900	10040	10615	0.028300	0.30040	0.0100000	40.000	760.00	10384	0.041654	687.59	647.25	-1.4857	-1.4857	-0.063340	10384			
691.46	300.00	0.29970	0.030100	9956.8	10558	0.028500	0.30090	0.0100000	40.000	761.00	10350	0.038237	688.92	648.57	-6.7495	-6.7495	-0.66866	10350			
692.79	300.00	0.29990	0.028500	10523	9891.1	0.030300	0.29970	0.0100000	40.000	762.00	10363	0.039510	690.24	649.89	-3.0487	-3.0487	0.25999	10363			
694.11	300.00	0.30020	0.029700	10108	10108	0.029600	0.29920	0.0100000	40.000	763.00	10350	0.038192	691.56	651.21	4.5361	4.5361	2.5760	10350			
695.43	300.00	0.29980	0.026100	11487	9777.8	0.030600	0.29920	0.0100000	40.000	764.00	10364	0.039655	692.88	652.53	8.0479	8.0479	4.7343	10364			
696.75	300.00	0.30050	0.027200	11048	10331	0.029000	0.29960	0.0100000	40.000	765.00	10379	0.041171	694.20	653.85	10.095	10.095	5.2100	10379			
698.07	300.00	0.30020	0.027800	10799	10700	0.028000	0.29960	0.0100000	40.000	766.00	10401	0.043355	695.52	655.18	4.0418	4.0418	2.6466	10401			
699.39	300.00	0.29970	0.030300	9891.1	10265	0.029400	0.30180	0.0100000	40.000	767.00	10398	0.043034	696.85	656.50	-0.67048	-0.67048	-0.39712	10398			
700.72	300.00	0.29930	0.027900	10728	10398	0.028900	0.30050	0.0100000	40.000	768.00	10382	0.041403	698.17	657.82	-8.2807	-8.2807	-4.3208	10382			
702.04	300.00	0.29990	0.030600	9800.7	10967	0.027300	0.29940	0.0100000	40.000	769.00	10385	0.041703	699.49	659.14	-7.1708	-7.1708	-5.7986	10385			
703.36	300.00	0.30050	0.030700	9788.3	10351	0.029100	0.30120	0.0100000	40.000	770.00	10353	0.038532	700.81	660.46	-9.5239	-9.5239	-4.7356	10353			
704.68	300.00	0.29970	0.030600	9794.1	9940.6	0.030300	0.30120	0.0100000	40.000	771.00	10365	0.039716	702.13	661.78	-3.3472	-3.3472	-1.9607	10365			
706.00	300.00	0.29920	0.027900	10724	10412	0.028900	0.30090	0.0100000	40.000	772.00	10329	0.036084	703.45	663.11	4.6448	4.6448	0.79119	10329			
707.32	300.00	0.30040	0.028300	10615	9845.4	0.030400	0.29930	0.0100000	40.000	773.00	10375	0.040708	704.77	664.43	5.5934	5.5934	1.2333	10375			
708.64	300.00	0.29880	0.029100	10268	10856	0.027700	0.30070	0.0100000	40.000	774.00	10379	0.041115	706.10	665.75	6.5889	6.5889	-0.61987	10379			
709.97	300.00	0.30000	0.031800	9434.0	10712	0.028100	0.30100	0.0100000	40.000	775.00	10377	0.040909	707.42	667.07	-7.3133	-7.3133	-5.0063	10377			
711.29	300.00	0.30000	0.028300	10601	11037	0.027200	0.30020	0.0100000	40.000	776.00	10371	0.040351	708.74	668.39	-12.613	-12.613	-10.357	10371			
712.61	300.00	0.30060	0.028300	10622	10030	0.030000	0.30090	0.0100000	40.000	777.00	10330	0.036242	710.06	669.71	-17.287	-17.287	-15.134	10330			
713.93	300.00	0.29950	0.029200	10257	10215	0.029300	0.29930	0.0100000	40.000	778.00	10319	0.035087	711.38	671.04	-21.162	-21.162	-15.612	10319			
715.25	300.00	0.30030	0.028600	10500	10246	0.029300	0.30020	0.0100000	40.000	779.00	10289	0.032081	712.70	672.36	-17.294	-17.294	-12.612	10289			
716.57	300.00	0.29990	0.029200	10271	10159	0.029500	0.29970	0.0100000	40.000	780.00	10252	0.028404	714.03	673.68	-9.7042	-9.7042	-7.0669	10252			
717.90	300.00	0.30040	0.030900	9721.7	10863	0.027700	0.30090	0.0100000	40.000	781.00	10249	0.028121	715.35	675.00	2.3862	2.3862	-1.6914	10249			
719.22	300.00	0.29980	0.030300	9894.4	9797.4	0.030600	0.29980	0.0100000	40.000	782.00	10274	0.030635	716.67	676.32	10.439	10.439	0.67485	10274			
720.54	300.00	0.29940	0.028700	10432	10859	0.027700	0.30080	0.0100000	40.000	783.00	10293	0.032548	717.99	677.64	5.7154	5.7154	-0.17273	10293			
721.86	300.00	0.30080	0.028700	10481	10193	0.029500	0.30070	0.0100000	40.000	784.00	10299	0.033111	719.31	678.96	-5.4626	-5.4626	-3.6335	10299			
723.18	300.00	0.29940	0.029900	10013	9734.6	0.030900	0.30080	0.0100000	40.000	785.00	10275	0.030671	720.63	680.29	-13.942	-13.942	-7.7685	10275			
724.50	300.00	0.30000	0.029700	10101	10214	0.029400	0.30030	0.0100000	40.000	786.00	10248	0.027952	721.96	681.61	-14.918	-14.918	-9.4532	10248			
725.83	300.00	0.29950	0.028100	10658	9839.9	0.030600	0.30110	0.0100000	40.000	787.00	10227	0.025886	723.28	682.93	-10.236	-10.236	-6.5896	10227			
727.15	300.00	0.30040	0.030300	9914.2	10023	0.029900	0.29970	0.0100000	40.000	788.00	10224	0.025615	724.60	684.25	-2.7079	-2.7079	-1.8420	10224			
728.47	300.00	0.30070	0.031500	9546.0	9768.7	0.030700	0.29990	0.0100000	40.000	789.00	10219	0.025055	725.92	685.57	8.8556	8.8556	3.1636	10219			
729.79	300.00	0.29950	0.029000	10328	10197	0.029400	0.29980	0.0100000	40.000	790.00	10234	0.026572	727.24	686.89	9.7956	9.7956	6.4908	10234			
731.11	300.00	0.30080	0.028700	10481	10291	0.029200	0.30050	0.0100000	40.000	791.00	10281	0.031278	728.56	688.22	10.110	10.110	7.7050	10281			
732.43	300.00	0.30040	0.030200	9947.0	10467	0.028700	0.30040	0.0100000	40.000	792.00	10258	0.028997	729.89	689.54	6.4005	6.4005	7.1927	10258			
733.76	300.00	0.30030	0.030300	9910.9	10812	0.027700	0.29950	0.0100000	40.000	793.00	10273	0.030544	731.21	690.86	3.3629	3.3629	6.0292	10273			
735.08	300.00	0.29940	0.027900	10731	9963.3	0.030000	0.29890	0.0100000	40.000	794.00	10280	0.031181	732.53	692.18	6.2939	6.2939	5.7570	10280			
736.40	300.00	0.29940	0.031200	9596.2	10345	0.029000	0.30000	0.0100000	40.000	795.00	10292	0.032415	733.85	693.50	3.9782	3.9782	7.5125	10292			
737.72	300.00	0.30010	0.029100	10313	10142	0.029500	0.29920	0.0100000	40.000	796.00	10290	0.032234	735.17	694.82	8.7496	8.7496	10.476	10290			
739.04	300.00	0.29990	0.027800	10788	10604	0.028300	0.30010	0.0100000	40.000	797.00	10294	0.032655	736.49	696.15	15.178	15.178	12.102	10294			
740.36	300.00	0.30030	0.030400	9878.3	9973.4	0.030100	0.30020	0.0100000	40.000	798.00	10336	0.036861	737.82	697.47	18.179	18.179	12.182	10336			
741.68	300.00	0.30080	0.032000	9400.0	10098	0.029700	0.29990	0.0100000	40.000	799.00	10369	0.040161	739.14	698.79	14.424	14.424	9.6575	10369			
743.01	300.00	0.29890	0.030500	9800.0	10563	0.028400	0.30000	0.0100000	40.000	800.00	10373	0.040530	740.46	700.11	4.3768	4.3768	4.9972	10373			
744.33	300.00	0.29970	0.028900	10370	11144	0.027000	0.30090	0.0100000	40.000	801.00	10371	0.040381	741.78	701.43	-3.8702	-3.8702	-0.21235	10371			
745.65	300.00	0.30040	0.029800	10081	10385	0.028800	0.29910	0.0100000	40.000	802.00	10364	0.039652	743.10	702.75	-8.1235	-8.1235	-4.8210	10364			
746.97	300.00	0.29950	0.029700	10084	10121	0.029700	0.30060	0.0100000	40.000	803.00	10348	0.038035	744.42	704.07	-7.8692	-7.8692	-6.6889	10348			
748.29	300.00	0.29940	0.027600	10848	10993	0.027200	0.29900	0.0100000	40.000	804.00	10331	0.036319	745.74	705.40	-8.6192	-8.6192	-7.0367	10331			
749.61	300.00	0.30020	0.028600	10497	10451	0.028800	0.30100	0.0100000	40.000	805.00	10336	0.036831	747.07	706.72	-4.9625	-4.9625	-6.8665	10336			
750.94	300.00	0.29970	0.029400	10194	9696.8	0.031000	0.30060	0.0100000	40.000	806.00	10313	0.034540	748.39	708.04	-5.6091	-5.6091	-6.8281	10313			
752.26	300.00	0.29960	0.029500	10156	10302	0.029100	0.29980	0.0100000	40.000	807.00	10324	0.035635	749.71	709.36	-7.2725	-7.2725	-6.9962	10324			
753.58	300.00	0.30030	0.027000	11122	10720	0.027900	0.29910	0.0100000	40.000	808.00	10300	0.033199	751.03	710.68	-7.6774	-7.6774	-8.6267	10300			
754.90	300.00	0.30030	0.027400	10960	10714	0.028000	0.30000	0.0100000	40.000	809.00	10295	0.032681	752.35	712.00	-9.4593	-9.4593	-8.8211	10295			
756.22	300.00	0.30000	0.027500	10909	9845.9	0.030500	0.30030	0.0100000	40.000	810.00	10277	0.030928	753.67	713.33	-13.115	-13.115	-6.8725	10277			
757.54	300.00	0.29890	0.028400	10525	10166	0.029500	0.29990	0.0100000	40.000	811.00	10273	0.030500	755.00	714.65	-6.5813	-6.5813	-5.6228	10273			
758.86	300.00	0.30030	0.031400	9563.7	10139	0.029600	0.30010	0.0100000	40.000	812.00	10224	0.025597	756.32	715.97	2.4705	2.4705	-3.5684	10224			
760.19	300.00	0.30000	0.030400	9868.4	10128	0.029600	0.29980	0.0100000	40.000	813.00	10278	0.030985	757.64	717.29	-1.4287	-1.4287	-1.0028	10278			
761.51	300.00	0.29990	0.030500	9832.8	10453	0.028700	0.30000	0.0100000	40.000	814.00	10291	0.032323	758.96	718.61	0.81292	0.81292	1.7118	10291			
762.83	300.00	0.30060	0.029200	10295	10071	0.029700	0.29910	0.0100000	40.000	815.00	10230	0.026190	760.28	719.93	-0.28765	-0.28765	3.1001	10230			
764.15	300.00	0.30070	0.029300	10263	9865.1	0.030400	0.29990	0.0100000	40.000	816.00	10253	0.028533	761.60	721.26	6.9920	6.9920	4.7818	10253			
765.47	300.00	0.29950	0.028900	10363	10372	0.028800	0.29870	0.0100000	40.000	817.00	10295	0.032689	762.92	722.58	9.4120	9.4120	4.4750	10295			
766.79	300.00	0.29960	0.029200	10260	10094	0.029700	0.29980	0.0100000	40.000	818.00	10305	0.033708	764.25	723.90	6.9797	6.9797	4.2103	10305			
768.12	300.00	0.29960	0.028500	10512	9865.1	0.030400	0.29990	0.0100000	40.000	819.00	10266	0.029841	765.57	725.22	-0.72099	-0.72099	3.2034	10266			
769.44	300.00	0.30050	0.030700	9788.3	9730.5	0.030800	0.29970	0.0100000	40.000	820.00	10314	0.034583	766.89	726.54	-1.6113	-1.6113	1.7740	10314			
