Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	2W 1?	N	W	(Rrem-Ro)/Ro	t-tor	WR	S	T	U	V	W	X	Y
87.624	2860.0	2.8595	0.55390	5162.5	10644	0.028100	0.29910	0.10000	10.000	100.00	10.000	1.0000	553.00	9798.1	-0.18062	-75.316								
87.950	2860.0	2.8603	0.55290	5173.3	9525.5	0.031400	0.29910	0.10000	10.000	100.00	10.000	1.0000	554.00	9790.5	-0.18126	-74.990								
88.277	2860.0	2.8595	0.55300	5170.9	9284.8	0.032300	0.29990	0.10000	10.000	100.00	10.000	1.0000	555.00	9816.5	-0.17909	-74.663								
88.603	2860.0	2.8590	0.55230	5176.5	9404.4	0.031900	0.30000	0.10000	10.000	100.00	10.000	1.0000	556.00	9821.1	-0.17870	-74.337								
88.930	2860.0	2.8610	0.55570	5148.5	10040	0.029800	0.29920	0.10000	10.000	100.00	10.000	1.0000	557.00	9830.1	-0.17795	-74.010								
89.256	2860.0	2.8611	0.55590	5146.8	9243.8	0.032400	0.29950	0.10000	10.000	100.00	10.000	1.0000	558.00	9824.0	-0.17846	-73.684								
89.582	2860.0	2.8596	0.55460	5156.1	9565.5	0.031300	0.29940	0.10000	10.000	100.00	10.000	1.0000	559.00	9839.8	-0.17713	-73.358								
89.909	2860.0	2.8603	0.55410	5162.1	9800.0	0.030500	0.29890	0.10000	10.000	100.00	10.000	1.0000	560.00	9821.5	-0.17866	-73.031								
90.235	2860.0	2.8612	0.55390	5165.6	9842.6	0.030500	0.30020	0.10000	10.000	100.00	10.000	1.0000	561.00	9819.5	-0.17883	-72.705								
90.562	2860.0	2.8601	0.55390	5163.6	9309.6	0.032300	0.30070	0.10000	10.000	100.00	10.000	1.0000	562.00	9812.2	-0.17944	-72.378								
90.855	2860.0	2.8594	0.55290	5171.6	9501.6	0.031500	0.29930	0.10000	8.0000	100.00	10.000	1.0000	563.00	9809.8	-0.17964	-72.085								
91.115	2860.0	2.8595	0.55290	5171.8	9641.0	0.031200	0.30080	0.10000	8.0000	100.00	10.000	1.0000	564.00	9788.4	-0.18144	-71.825								
91.374	2860.0	2.8593	0.55030	5195.9	10739	0.028000	0.30070	0.10000	8.0000	100.00	10.000	1.0000	565.00	9843.5	-0.17683	-71.566								
91.634	2860.0	2.8582	0.55180	5179.8	9271.6	0.032400	0.30040	0.10000	8.0000	100.00	10.000	1.0000	566.00	9876.8	-0.17405	-71.306								
91.894	2860.0	2.8598	0.55390	5163.0	9990.0	0.030100	0.30070	0.10000	8.0000	100.00	10.000	1.0000	567.00	9876.4	-0.17408	-71.046								
92.154	2860.0	2.8596	0.55120	5188.0	9474.7	0.031600	0.29940	0.10000	8.0000	100.00	10.000	1.0000	568.00	9841.2	-0.17702	-70.786								
92.413	2860.0	2.8603	0.55060	5194.9	9923.8	0.030200	0.29970	0.10000	8.0000	100.00	10.000	1.0000	569.00	9863.8	-0.17513	-70.527								
92.673	2860.0	2.8609	0.55000	5201.6	9910.6	0.030200	0.29930	0.10000	8.0000	100.00	10.000	1.0000	570.00	9867.9	-0.17478	-70.267								
92.933	2860.0	2.8595	0.55070	5192.5	10679	0.028000	0.29900	0.10000	8.0000	100.00	10.000	1.0000	571.00	9866.6	-0.17489	-70.007								
93.192	2860.0	2.8601	0.55140	5187.0	10238	0.029400	0.30100	0.10000	8.0000	100.00	10.000	1.0000	572.00	9893.1	-0.17268	-69.748								
93.452	2860.0	2.8597	0.55230	5177.8	9976.7	0.030100	0.30030	0.10000	8.0000	100.00	10.000	1.0000	573.00	9926.1	-0.16992	-69.488								
93.712	2860.0	2.8599	0.55080	5192.3	10193	0.029500	0.30070	0.10000	8.0000	100.00	10.000	1.0000	574.00	9952.7	-0.16769	-69.228								
93.972	2860.0	2.8594	0.55000	5198.9	10683	0.028100	0.30020	0.10000	8.0000	100.00	10.000	1.0000	575.00	9979.5	-0.16545	-68.968								
94.232	2860.0	2.8595	0.55380	5163.4	9983.3	0.030000	0.29950	0.10000	8.0000	100.00	10.000	1.0000	576.00	9940.4	-0.16873	-68.708								
94.492	2860.0	2.8602	0.55120	5189.0	9396.9	0.032000	0.30070	0.10000	8.0000	100.00	10.000	1.0000	577.00	10014	-0.16260	-68.448								
94.751	2860.0	2.8590	0.55200	5179.3	9300.3	0.032300	0.30040	0.10000	8.0000	100.00	10.000	1.0000	578.00	9996.4	-0.16404	-68.189								
95.011	2860.0	2.8601	0.55280	5173.8	9718.4	0.030900	0.30030	0.10000	8.0000	100.00	10.000	1.0000	579.00	9997.6	-0.16394	-67.929								
95.271	2860.0	2.8598	0.55280	5173.3	9652.7	0.031100	0.30020	0.10000	8.0000	100.00	10.000	1.0000	580.00	10027	-0.16152	-67.669								
95.531	2860.0	2.8603	0.55100	5191.1	9772.7	0.030800	0.30100	0.10000	8.0000	100.00	10.000	1.0000	581.00	10044	-0.16004	-67.409								
95.824	2860.0	2.8607	0.55000	5201.3	10398	0.028900	0.30050	0.10000	10.000	100.00	10.000	1.0000	582.00	10004	-0.16337	-67.116								
96.150	2860.0	2.8600	0.54830	5216.1	10003	0.029900	0.29910	0.10000	10.000	100.00	10.000	1.0000	583.00	10009	-0.16295	-66.790								
96.476	2860.0	2.8599	0.55220	5179.1	10061	0.029700	0.29880	0.10000	10.000	100.00	10.000	1.0000	584.00	10005	-0.16336	-66.464								
96.803	2860.0	2.8602	0.55000	5200.4	10203	0.029500	0.30100	0.10000	10.000	100.00	10.000	1.0000	585.00	9996.5	-0.16403	-66.137								
97.129	2860.0	2.8601	0.55200	5181.3	9917.5	0.030300	0.30050	0.10000	10.000	100.00	10.000	1.0000	586.00	9969.4	-0.16630	-65.811								
97.456	2860.0	2.8601	0.54940	5205.9	10809	0.027800	0.30050	0.10000	10.000	100.00	10.000	1.0000	587.00	9945.7	-0.16828	-65.484								
97.782	2860.0	2.8600	0.55090	5191.5	9628.2	0.031200	0.30040	0.11000	10.000	100.00	10.000	1.0000	588.00	9991.3	-0.16447	-65.158								
98.109	2860.0	2.8595	0.55140	5185.9	9500.0	0.031600	0.30020	0.11000	10.000	100.00	10.000	1.0000	589.00	10036	-0.16076	-64.831								
98.436	2860.0	2.8602	0.55010	5199.4	10533	0.028500	0.30020	0.11000	10.000	100.00	10.000	1.0000	590.00	10037	-0.16068	-64.504								
98.763	2860.0	2.8581	0.55140	5183.4	10280	0.029300	0.30120	0.11000	10.000	100.00	10.000	1.0000	591.00	10026	-0.16153	-64.177								
99.090	2860.0	2.8597	0.55440	5158.2	9842.6	0.030500	0.30020	0.11000	10.000	100.00	10.000	1.0000	592.00	10024	-0.16177	-63.850								
99.417	2860.0	2.8594	0.55180	5182.0	10345	0.029000	0.30000	0.11000	10.000	100.00	10.000	1.0000	593.00	10014	-0.16260	-63.523								
99.744	2860.0	2.8601	0.54910	5208.7	9874.6	0.030300	0.29920	0.11000	10.000	100.00	10.000	1.0000	594.00	10024	-0.16174	-63.196								
100.07	2861.0	2.8607	0.55020	5199.4	10023	0.029900	0.29970	0.11000	10.000	100.00	10.000	1.0000	595.00	10024	-0.16173	-62.869								
100.40	2862.0	2.8615	0.54800	5221.7	10114	0.029700	0.30040	0.11000	10.000	100.00	10.000	1.0000	596.00	10041	-0.16033	-62.542								
100.73	2863.0	2.8631	0.55100	5196.2	9484.2	0.031600	0.29970	0.11000	10.000	100.00	10.000	1.0000	597.00	10068	-0.15801	-62.215								
101.05	2863.0	2.8629	0.54850	5219.5	10355	0.029000	0.30030	0.11000	10.000	100.00	10.000	1.0000	598.00	10047	-0.15979	-61.888								
101.38	2863.0	2.8620	0.54810	5221.7	10232	0.029300	0.29980	0.11000	10.000	100.00	10.000	1.0000	599.00	10058	-0.15886	-61.560								
101.71	2863.0	2.8626	0.54970	5207.6	9737.9	0.030900	0.30090	0.11000	10.000	100.00	10.000	1.0000	600.00	10064	-0.15840	-61.233								
102.03	2863.0	2.8631	0.55140	5192.4	9438.5	0.031700	0.29920	0.11000	10.000	100.00	10.000	1.0000	601.00	10055	-0.15918	-60.906								
102.36	2863.0	2.8630	0.54990	5206.4	9714.3	0.030800	0.29920	0.11000	10.000	100.00	10.000	1.0000	602.00	10023	-0.16181	-60.579								
102.69	2863.0	2.8627	0.54910	5213.4	10190	0.029500	0.30060	0.11000	10.000	100.00	10.000	1.0000	603.00	10007	-0.16313	-60.252								
103.01	2863.0	2.8622	0.54600	5242.1	10218	0.029300	0.29940	0.11000	10.000	100.00	10.000	1.0000	604.00	9974.1	-0.16591	-59.925								
103.34	2863.0	2.8628	0.54830	5221.2	10064	0.029700	0.29890	0.11000	10.000	100.00	10.000	1.0000	605.00	9963.7	-0.16678	-59.598								
103.67	2863.0	2.8615	0.54680	5233.2	10553	0.028400	0.29970	0.11000	10.000	100.00	10.000	1.0000	606.00	9981.2	-0.16531	-59.271								
104.00	2863.0	2.8635	0.54560	5248.4	10500	0.028600	0.30030	0.11000	10.000	100.00	10.000	1.0000	607.00	9959.3	-0.16714	-58.944								
104.32	2864.0	2.8643	0.54820	5224.9	10363	0.028900	0.29950	0.11000	10.000	100.00	10.000	1.0000	608.00	10018	-0.16223	-58.617								
104.65	2864.0	2.8636	0.54860	5219.8	9861.4	0.030300	0.29880	0.11000	10.000	100.00	10.000	1.0000	609.00	9987.7	-0.16477	-58.290								
104.98	2864.0	2.8635	0.54740	5231.1	9615.4	0.031200	0.30000	0.11000	10.000	100.00	10.000	1.0000	610.00	9985.8	-0.16492	-57.962								
105.30	2864.0	2.8645	0.54610	5245.4	10338	0.029000	0.29980	0.11000	10.000	100.00	10.000	1.0000	611.00	9980.6	-0.16537	-57.636								
105.63	2864.0	2.8638	0.55040	5203.1	9620.6	0.031100	0.29920	0.11000	10.000	100.00	10.000	1.0000	612.00	10006	-0.16325	-57.308								
105.96	2864.0	2.8632	0.54750	5229.6	9511.1	0.031500	0.29960	0.11000	10.000	100.00	10.000	1.0000	613.00	9983.1	-0.16515	-56.981								
106.29	2864.0	2.8634	0.54540	5250.1	9646.3	0.031100	0.30000	0.11000	10.000	100.00	10.000	1.0000	614.00	9978.9	-0.16550	-56.654								
106.61	2864.0	2.8639	0.54780	5228.0	9655.9	0.031100	0.30030	0.10000	10.000	100.00	10.000	1.0000	615.00	9988.6	-0.16469	-56.327								
106.94	2864.0	2.8643	0.54810	5225.9	10392	0.028800	0.29930	0.10000	10.000	100.00	10.000	1.0000	616.00	9971.8	-0.16610	-56.000								
107.27	2864.0	2.8639	0.54780	5228.0	9653.8	0.031200	0.30120	0.10000	10.000	100.00	10.000	1.0000	617.00	9983.1	-0.16515	-55.674								
107.59	2864.0	2.8652	0.54950	5214.2	10718	0.028000	0.30010	0.10000	10.000	100.00	10.000	1.0000	618.00	9958.5	-0.16721	-55.347								
107.92	2864.0	2.8630	0.54740	5230.2	9717.5	0.030800	0.29930	0.10000	10.000	100.00	10.000	1.0000	619.00	9954.1	-0.16758	-55.021								
108.25	2864.0	2.8638	0.54830	5223.1	10193	0.029500	0.30070	0.10000	10.000	100.00	10.000	1.0000	620.00	9953.7	-0.16761	-54.694								
108.57	2864.0	2.8643	0.54750	5231.6	9627.0	0.031100	0.29940	0.10000	10.000	100.00	10.000	1.0000	621.00	9971.2	-0.16615	-54.368								
108.90	2864.0	2.8622	0.54680	5234.5	9970.1	0.030100	0.30010	0.10000	10.000	100.00	10.000	1.0000	622.00	9975.1	-0.16582	-54.042								
109.22	2864.0	2.8642	0.54780	5228.6	9236.9	0.032500	0.30020	0.10000	10.000	100.00	10.000	1.0000	623.00	9991.9	-0.16441	-53.715								
109.55	2864.0	2.8647	0.54880	5219.9	10101	0.029700	0.30000	0.10000	10.000	100.00	10.000	1.0000	624.00	9997.8	-0.16393	-53.389								
109.88	2864.0	2.8647	0.54780	5229.5	10422	0.028700	0.29910	0.10000	10.000	100.00	10.000	1.0000	625.00	10061	-0.15865	-53.062								
110.20	2864.0	2.8649	0.54800	5227.9	9711.0	0.030800	0.29910	0.10000	10.000	100.00	10.000	1.0000	626.00	10101	-0.15528	-52.736								
110.53	2864.0	2.8637	0.54730	5232.4	10791	0.027800	0.30000	0.10000	10.000	100.00	10.000	1.0000	627.00	10084	-0.15670	-52.409								
110.86	2864.0	2.8638	0.54510	5253.7	9983.3	0.030000	0.29950	0.10000	10.000	100.00	10.000	1.0000	628.00	10120	-0.15367	-52.083								
111.18	2864.0	2.8642	0.54670	5239.1	10271	0.029200	0.29990	0.10000	10.000	100.00	10.000	1.0000	629.00	10046	-0.15988	-51.757								
111.51	2864.0	2.8643	0.54810	5225.9	9852.5	0.030500	0.30050	0.10000	10.000	100.00	10.000	1.0000	630.00	10049	-0.15965	-51.430								
111.84	2864.0	2.8637	0.54730	5232.4	9983.5	0.030300	0.30250	0.10000	10.000	100.00	10.000	1.0000	631.00	10043	-0.16016	-51.104								
112.08	2864.0	2.8650	0.54980	5211.0	10420	0.028800	0.30010	0.10000	5.0000	100.00	10.000	1.0000	632.00	10061	-0.15865	-50.861								
112.24	2864.0	2.8643	0.54650	5241.2	9973.4	0.030100	0.30020	0.10000	5.0000	100.00	10.000	1.0000	633.00	10031	-0.16117	-50.701								
112.40	2864.0	2.8643	0.54850	5222.1	9633.4	0.031100	0.29960	0.10000	5.0000	100.00	10.000	1.0000	634.00	10074	-0.15753	-50.541								
112.56	2864.0	2.8628	0.54770	5226.9	10971	0.027300	0.29950	0.10000	5.0000	100.00	10.000	1.0000	635.00	10060	-0.15872	-50.381								
112.72	2864.0	2.8638	0.54850	5221.1	10502	0.028500	0.29930	0.10000	5.0000	100.00	10.000	1.0000	636.00	10038	-0.16054	-50.222								
112.88	2864.0	2.8633	0.54870	5218.3	10037	0.029900	0.30010	0.10000	5.0000	100.00	10.000	1.0000	637.00	10074	-0.15759	-50.062								
113.04	2864.0	2.8634	0.54950	5210.9	10415	0.028900	0.30100	0.10000	5.0000	100.00	10.000	1.0000	638.00	10012	-0.16276	-49.902								
113.20	2864.0	2.8632	0.54850	5220.1	9159.0	0.032700	0.29950	0.10000	5.0000	100.00	10.000	1.0000	639.00	10014	-0.16259	-49.742								
113.36	2864.0	2.8639	0.54950	5211.8	9775.2	0.030700	0.30010	0.10000	5.0000	100.00	10.000	1.0000	640.00	10012	-0.16277	-49.583								
113.52	2864.0	2.8644	0.54550	5251.0	10064	0.029800	0.29990	0.10000	5.0000	100.00	10.000	1.0000	641.00	10017	-0.16230	-49.423								
113.68	2864.0	2.8636	0.54940	5212.2	10007	0.029900	0.29920	0.10000	5.0000	100.00	10.000	1.0000	642.00	9994.7	-0.16419	-49.263								
113.84	2864.0	2.8643	0.54830	5224.0	9338.5	0.032200	0.30070	0.10000	5.0000	100.00	10.000	1.0000	643.00	9957.1	-0.16733	-49.104								
114.00	2864.0	2.8637	0.54790	5226.7	10149	0.029500	0.29940	0.10000	5.0000	100.00	10.000	1.0000	644.00	9940.6	-0.16871	-48.944								
114.16	2864.0	2.8646	0.54720	5235.0	9803.9	0.030600	0.30000	0.10000	5.0000	100.00	10.000	1.0000	645.00	9933.7	-0.16928	-48.784								
114.32	2864.0	2.8653	0.54960	5213.4	9963.6	0.030200	0.30090	0.10000	5.0000	100.00	10.000	1.0000	646.00	9888.1	-0.17309	-48.624								
114.48	2864.0	2.8642	0.54890	5218.1	10451	0.028800	0.30100	0.10000	5.0000	100.00	10.000	1.0000	647.00	9807.3	-0.17986	-48.465								
114.64	2864.0	2.8647	0.54800	5227.6	9493.7	0.031600	0.30000	0.10000	5.0000	100.00	10.000	1.0000	648.00	9799.9	-0.18048	-48.305								
114.79	2864.0	2.8634	0.54880	5217.6	10027	0.029900	0.29980	0.10000	5.0000	100.00	10.000	1.0000	649.00	9741.8	-0.18533	-48.145								
114.95	2864.0	2.8628	0.54910	5213.6	10225	0.029300	0.29960	0.11000	5.0000	100.00	10.000	1.0000	650.00	9759.1	-0.18389	-47.985								
115.11	2864.0	2.8650	0.55070	5202.5	9970.0	0.030000	0.29910	0.11000	5.0000	100.00	10.000	1.0000	651.00	9742.2	-0.18530	-47.825								
115.28	2864.0	2.8639	0.55120	5195.8	9509.5	0.031600	0.30050	0.11000	5.0000	100.00	10.000	1.0000	652.00	9726.0	-0.18665	-47.665								
115.44	2864.0	2.8638	0.55130	5194.6	9631.4	0.031200	0.30050	0.11000	5.0000	100.00	10.000	1.0000	653.00	9718.0	-0.18732	-47.504								
115.60	2864.0	2.8643	0.55210	5188.0	9627.0	0.031100	0.29940	0.11000	5.0000	100.00	10.000	1.0000	654.00	9720.5	-0.18711	-47.344								
115.76	2864.0	2.8654	0.55080	5202.3	9489.0	0.031700	0.30080	0.11000	5.0000	100.00	10.000	1.0000	655.00	9749.1	-0.18472	-47.184								
115.92	2864.0	2.8638	0.54880	5218.3	10013	0.030000	0.30040	0.11000	5.0000	100.00	10.000	1.0000	656.00	9750.2	-0.18463	-47.023								
116.08	2864.0	2.8638	0.55060	5201.2	8803.5	0.034100	0.30020	0.11000	5.0000	100.00	10.000	1.0000	657.00	9772.6	-0.18276	-46.863								
116.24	2864.0	2.8643	0.55190	5189.9	9881.2	0.030300	0.29940	0.11000	5.0000	100.00	10.000	1.0000	658.00	9737.2	-0.18572	-46.703								
116.40	2864.0	2.8631	0.54910	5214.2	9196.9	0.032500	0.29890	0.11000	5.0000	100.00	10.000	1.0000	659.00	9777.7	-0.18233	-46.542								
116.56	2864.0	2.8636	0.54880	5217.9	9520.6	0.031500	0.29990	0.11000	5.0000	100.00	10.000	1.0000	660.00	9803.5	-0.18017	-46.382								
116.72	2864.0	2.8640	0.55090	5198.8	9420.1	0.031900	0.30050	0.10000	5.0000	100.00	10.000	1.0000	661.00	9777.9	-0.18232	-46.221								
116.88	2864.0	2.8647	0.55060	5202.9	9724.9	0.030900	0.30050	0.10000	5.0000	100.00	10.000	1.0000	662.00	9802.3	-0.18027	-46.061								
117.04	2864.0	2.8637	0.55140	5193.5	9839.3	0.030500	0.30010	0.10000	5.0000	100.00	10.000	1.0000	663.00	9824.4	-0.17843	-45.901								
117.20	2864.0	2.8641	0.54800	5226.5	9390.6	0.032000	0.30050	0.10000	5.0000	100.00	10.000	1.0000	664.00	9863.6	-0.17515	-45.741								
117.36	2864.0	2.8653	0.54930	5216.3	10749	0.027900	0.29990	0.10000	5.0000	100.00	10.000	1.0000	665.00	9866.3	-0.17492	-45.582								
117.52	2864.0	2.8635	0.54900	5215.8	9826.2	0.030500	0.29970	0.10000	5.0000	100.00	10.000	1.0000	666.00	9888.8	-0.17304	-45.422								
117.68	2864.0	2.8635	0.55160	5191.3	10434	0.028800	0.30050	0.10000	5.0000	100.00	10.000	1.0000	667.00	9867.8	-0.17479	-45.262								
117.84	2865.0	2.8656	0.54830	5226.3	9708.7	0.030900	0.30000	0.10000	5.0000	100.00	10.000	1.0000	668.00	9906.1	-0.17159	-45.103								
118.00	2865.0	2.8652	0.55110	5199.1	10345	0.029000	0.30000	0.10000	5.0000	100.00	10.000	1.0000	669.00	9943.1	-0.16849	-44.943								
118.16	2865.0	2.8641	0.55130	5195.2	10569	0.028300	0.29910	0.10000	5.0000	100.00	10.000	1.0000	670.00	10015	-0.16250	-44.783								
118.32	2865.0	2.8652	0.54890	5219.9	9686.1	0.030900	0.29930	0.10000	5.0000	100.00	10.000	1.0000	671.00	10067	-0.15816	-44.623								
118.56	2865.0	2.8645	0.55070	5201.6	10483	0.028600	0.29980	0.10000	10.000	100.00	10.000	1.0000	672.00	10089	-0.15634	-44.380								
118.89	2865.0	2.8644	0.54840	5223.2	9973.4	0.030100	0.30020	0.10000	10.000	100.00	10.000	1.0000	673.00	10095	-0.15578	-44.054								
119.21	2865.0	2.8652	0.54770	5231.3	10455	0.028800	0.30110	0.10000	10.000	100.00	10.000	1.0000	674.00	10071	-0.15777	-43.727								
119.54	2865.0	2.8651	0.54830	5225.4	9684.9	0.031100	0.30120	0.10000	10.000	100.00	10.000	1.0000	675.00	10134	-0.15257	-43.401								
119.87	2865.0	2.8657	0.55100	5200.9	9960.1	0.030100	0.29980	0.10000	10.000	100.00	10.000	1.0000	676.00	10070	-0.15789	-43.075								
120.19	2865.0	2.8650	0.54470	5259.8	9573.7	0.031200	0.29870	0.10000	10.000	100.00	10.000	1.0000	677.00	10072	-0.15769	-42.748								
120.52	2865.0	2.8643	0.54660	5240.2	9607.7	0.031100	0.29880	0.10000	10.000	100.00	10.000	1.0000	678.00	10024	-0.16176	-42.422								
120.84	2865.0	2.8644	0.54840	5223.2	10658	0.028100	0.29950	0.10000	10.000	100.00	10.000	1.0000	679.00	10030	-0.16125	-42.095								
121.17	2865.0	2.8643	0.54660	5240.2	10701	0.028100	0.30070	0.10000	10.000	100.00	10.000	1.0000	680.00	9993.8	-0.16425	-41.769								
121.50	2865.0	2.8665	0.55020	5209.9	10611	0.028300	0.30030	0.10000	10.000	100.00	10.000	1.0000	681.00	9965.5	-0.16663	-41.443								
121.82	2865.0	2.8654	0.55080	5202.3	9878.3	0.030400	0.30030	0.10000	10.000	100.00	10.000	1.0000	682.00	9970.9	-0.16617	-41.116								
122.15	2865.0	2.8660	0.54670	5242.4	9864.7	0.030300	0.29890	0.10000	10.000	100.00	10.000	1.0000	683.00	9934.2	-0.16924	-40.790								
122.48	2865.0	2.8647	0.54380	5267.9	9338.5	0.032200	0.30070	0.10000	10.000	100.00	10.000	1.0000	684.00	9934.4	-0.16923	-40.463								
122.80	2865.0	2.8641	0.54690	5237.0	10696	0.028000	0.29950	0.10000	10.000	100.00	10.000	1.0000	685.00	9921.9	-0.17027	-40.137								
123.13	2865.0	2.8650	0.54720	5235.7	9415.1	0.031800	0.29940	0.10000	10.000	100.00	10.000	1.0000	686.00	9970.8	-0.16618	-39.811								
123.46	2865.0	2.8645	0.54600	5246.3	9875.0	0.030400	0.30020	0.10000	10.000	100.00	10.000	1.0000	687.00	9977.3	-0.16564	-39.484								
123.78	2865.0	2.8651	0.54690	5238.8	9412.5	0.032000	0.30120	0.10000	10.000	100.00	10.000	1.0000	688.00	9991.0	-0.16449	-39.158								
124.11	2865.0	2.8643	0.54510	5254.6	9836.1	0.030500	0.30000	0.10000	10.000	100.00	10.000	1.0000	689.00	10050	-0.15958	-38.831								
124.44	2865.0	2.8660	0.54560	5252.9	9591.1	0.031300	0.30020	0.10000	10.000	100.00	10.000	1.0000	690.00	9999.0	-0.16382	-38.505								
124.76	2865.0	2.8644	0.54470	5258.7	9973.4	0.030100	0.30020	0.10000	10.000	100.00	10.000	1.0000	691.00	9963.3	-0.16681	-38.178								
125.09	2865.0	2.8643	0.54240	5280.8	9800.0	0.030500	0.29890	0.10000	10.000	100.00	10.000	1.0000	692.00	9923.3	-0.17015	-37.852								
125.41	2855.0	2.8550	0.54010	5286.1	9712.0	0.030900	0.30010	0.10000	10.000	100.00	10.000	1.0000	693.00	9914.0	-0.17093	-37.526								
125.74	2845.0	2.8456	0.53920	5277.4	9976.7	0.030100	0.30030	0.10000	10.000	100.00	10.000	1.0000	694.00	9942.5	-0.16855	-37.199								
126.07	2835.0	2.8348	0.53670	5281.9	10193	0.029500	0.30070	0.10000	10.000	100.00	10.000	1.0000	695.00	10006	-0.16327	-36.873								
126.39	2830.0	2.8299	0.53700	5269.8	10711	0.028000	0.29990	0.10000	10.000	100.00	10.000	1.0000	696.00	9970.2	-0.16623	-36.546								
126.72	2830.0	2.8306	0.53290	5311.7	10098	0.029700	0.29990	0.10000	10.000	100.00	10.000	1.0000	697.00	10051	-0.15946	-36.220								
127.05	2830.0	2.8295	0.53650	5274.0	9861.4	0.030300	0.29880	0.10000	10.000	100.00	10.000	1.0000	698.00	10064	-0.15836	-35.893								
127.37	2830.0	2.8300	0.53770	5263.2	10841	0.027700	0.30030	0.10000	10.000	100.00	10.000	1.0000	699.00	10102	-0.15520	-35.567								
127.70	2830.0	2.8292	0.53290	5309.1	9592.9	0.031200	0.29930	0.10000	10.000	100.00	10.000	1.0000	700.00	10088	-0.15639	-35.241								
128.03	2830.0	2.8294	0.53410	5297.5	9950.2	0.030100	0.29950	0.10000	10.000	100.00	10.000	1.0000	701.00	10106	-0.15488	-34.914								
128.35	2830.0	2.8311	0.53350	5306.7	9772.7	0.030800	0.30100	0.10000	10.000	100.00	10.000	1.0000	702.00	10128	-0.15305	-34.588								
128.68	2830.0	2.8301	0.53410	5298.8	9682.8	0.030900	0.29920	0.10000	10.000	100.00	10.000	1.0000	703.00	10159	-0.15042	-34.262								
129.00	2830.0	2.8296	0.53380	5300.9	10463	0.028700	0.30030	0.10000	10.000	100.00	10.000	1.0000	704.00	10173	-0.14931	-33.935								
129.33	2830.0	2.8312	0.53300	5311.8	10663	0.028200	0.30070	0.10000	10.000	100.00	10.000	1.0000	705.00	10199	-0.14711	-33.609								
129.66	2830.0	2.8290	0.53340	5303.7	9953.5	0.030100	0.29960	0.10000	10.000	100.00	10.000	1.0000	706.00	10186	-0.14821	-33.282								
129.98	2830.0	2.8304	0.53290	5311.3	11115	0.027000	0.30010	0.10000	10.000	100.00	10.000	1.0000	707.00	10137	-0.15229	-32.955								
130.31	2830.0	2.8302	0.53670	5273.3	10153	0.029500	0.29950	0.10000	10.000	100.00	10.000	1.0000	708.00	10117	-0.15400	-32.629								
130.64	2830.0	2.8307	0.53440	5297.0	10204	0.029400	0.30000	0.10000	10.000	100.00	10.000	1.0000	709.00	10163	-0.15008	-32.303								
130.96	2830.0	2.8300	0.53450	5294.7	9538.2	0.031400	0.29950	0.10000	10.000	100.00	10.000	1.0000	710.00	10142	-0.15183	-31.976								
131.29	2830.0	2.8301	0.53550	5285.0	9970.0	0.030000	0.29910	0.10000	10.000	100.00	10.000	1.0000	711.00	10151	-0.15114	-31.650								
131.62	2830.0	2.8304	0.53580	5282.6	10432	0.028700	0.29940	0.10000	10.000	100.00	10.000	1.0000	712.00	10163	-0.15007	-31.323								
131.94	2830.0	2.8298	0.53480	5291.3	10462	0.028800	0.30130	0.10000	10.000	100.00	10.000	1.0000	713.00	10192	-0.14767	-30.997								
132.27	2830.0	2.8296	0.53480	5291.0	9990.0	0.030000	0.29970	0.10000	10.000	100.00	10.000	1.0000	714.00	10220	-0.14530	-30.670								
132.60	2830.0	2.8304	0.53140	5326.3	10530	0.028500	0.30010	0.10000	10.000	100.00	10.000	1.0000	715.00	10236	-0.14401	-30.344								
132.92	2830.0	2.8300	0.53620	5277.9	9917.5	0.030300	0.30050	0.10000	10.000	100.00	10.000	1.0000	716.00	10200	-0.14703	-30.018								
133.25	2830.0	2.8292	0.53480	5290.2	9686.1	0.030900	0.29930	0.10000	10.000	100.00	10.000	1.0000	717.00	10224	-0.14503	-29.691								
133.58	2830.0	2.8290	0.53620	5276.0	9668.8	0.031100	0.30070	0.10000	10.000	100.00	10.000	1.0000	718.00	10182	-0.14856	-29.364								
133.90	2830.0	2.8296	0.53490	5290.0	10845	0.027700	0.30040	0.10000	10.000	100.00	10.000	1.0000	719.00	10206	-0.14647	-29.038								
134.23	2830.0	2.8315	0.53230	5319.4	10403	0.028800	0.29960	0.10000	10.000	100.00	10.000	1.0000	720.00	10194	-0.14748	-28.712								
