Tiempo (min)	I pulso(mA)	Vinst 1 (V)	Iinst 1 (mA)	Rinst 1(Ohm)	Rrem 1 (Ohm)	Ibias 1 (mA)	Vbias 1 (V)	Ancho pulso (s)	Periodo (s)	Icc 1 (mA)	Vcc 1 (V)	2W 1?	N	W	(Rrem-Ro)/Ro	t-tor	WR	S	T	U	V	W	X	Y
309.24	300.00	0.30020	0.029600	10142	10271	0.029200	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1107.0	10588	-0.11459	146.30	10588							
311.23	300.00	0.30000	0.028300	10601	10135	0.029700	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1108.0	10632	-0.11090	148.29	10632							
313.21	300.00	0.29950	0.029200	10257	10862	0.027600	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1109.0	10652	-0.10920	150.27	10652							
315.20	300.00	0.30050	0.026800	11213	11205	0.026800	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1110.0	10679	-0.10693	152.26	10679							
317.19	300.00	0.30100	0.029400	10238	11312	0.026600	0.30090	0.0100000	60.000	100.00	10.000	1.0000	1111.0	10685	-0.10645	154.25	10685							
319.18	300.00	0.29970	0.028700	10443	10707	0.028000	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1112.0	10719	-0.10359	156.24	10719							
321.16	300.00	0.29990	0.028000	10711	10488	0.028700	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1113.0	10716	-0.10386	158.22	10716							
323.15	300.00	0.30040	0.026700	11251	11085	0.027100	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1114.0	10724	-0.10324	160.21	10724							
325.14	300.00	0.29890	0.027100	11030	10159	0.029500	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1115.0	10747	-0.10123	162.20	10747							
327.13	300.00	0.29830	0.026700	11172	10898	0.027500	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1116.0	10775	-0.098955	164.19	10775							
329.11	300.00	0.30080	0.028000	10743	11380	0.026300	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1117.0	10789	-0.097756	166.17	10789							
331.10	300.00	0.29890	0.027200	10989	11048	0.027200	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1118.0	10806	-0.096329	168.16	10806							
333.09	300.00	0.29980	0.027800	10784	10923	0.027400	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1119.0	10847	-0.092941	170.15	10847							
335.08	300.00	0.29920	0.026500	11291	9937.1	0.030200	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1120.0	10829	-0.094412	172.14	10829							
337.06	300.00	0.29990	0.028000	10711	10394	0.028900	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1121.0	10830	-0.094308	174.12	10830							
339.05	300.00	0.29950	0.026800	11175	11063	0.027100	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1122.0	10817	-0.095403	176.11	10817							
341.04	300.00	0.30100	0.027300	11026	10410	0.028800	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1123.0	10854	-0.092361	178.10	10854							
343.03	300.00	0.30040	0.027900	10767	10784	0.027800	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1124.0	10886	-0.089640	180.09	10886							
345.01	300.00	0.30060	0.026600	11301	11500	0.026000	0.29900	0.0100000	60.000	100.00	10.000	1.0000	1125.0	10923	-0.086531	182.07	10923							
347.00	300.00	0.30010	0.026300	11411	10856	0.027700	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1126.0	10908	-0.087831	184.06	10908							
348.99	300.00	0.30000	0.029500	10169	11152	0.026900	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1127.0	10874	-0.090679	186.05	10874							
350.98	300.00	0.30080	0.028300	10629	10629	0.028300	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1128.0	10860	-0.091854	188.04	10860							
352.96	300.00	0.29920	0.029200	10247	10985	0.027300	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1129.0	10863	-0.091585	190.02	10863							
354.95	300.00	0.30070	0.026300	11433	10493	0.028600	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1130.0	10899	-0.088553	192.01	10899							
356.94	300.00	0.30000	0.026400	11364	11231	0.026800	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1131.0	10946	-0.084611	194.00	10946							
358.93	300.00	0.29930	0.027200	11004	11037	0.027100	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1132.0	10972	-0.082418	195.99	10972							
360.91	300.00	0.29970	0.026700	11225	11471	0.026100	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1133.0	10932	-0.085821	197.97	10932							
362.90	300.00	0.30100	0.027800	10827	11171	0.026900	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1134.0	10945	-0.084722	199.96	10945							
364.89	300.00	0.29980	0.027100	11063	11866	0.025300	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1135.0	10929	-0.086020	201.95	10929							
366.88	300.00	0.30020	0.027600	10877	9832.8	0.030500	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1136.0	10923	-0.086584	203.94	10923							
368.86	300.00	0.29990	0.026600	11274	10183	0.029500	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1137.0	10904	-0.088159	205.92	10904							
370.85	300.00	0.30060	0.029600	10155	11085	0.027000	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1138.0	10909	-0.087733	207.91	10909							
372.84	300.00	0.30010	0.027900	10756	11115	0.026900	0.29900	0.0100000	60.000	100.00	10.000	1.0000	1139.0	10926	-0.086271	209.90	10926							
374.83	300.00	0.29970	0.027200	11018	11685	0.025700	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1140.0	10930	-0.086007	211.89	10930							
376.81	300.00	0.29960	0.027000	11096	10927	0.027400	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1141.0	10977	-0.082035	213.87	10977							
378.80	300.00	0.30050	0.027000	11130	10945	0.027400	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1142.0	10959	-0.083563	215.86	10959							
380.79	300.00	0.29970	0.026100	11483	10208	0.029300	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1143.0	10947	-0.084540	217.85	10947							
382.78	300.00	0.30010	0.027800	10795	10686	0.028000	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1144.0	10967	-0.082861	219.84	10967							
384.76	300.00	0.29950	0.024300	12325	10458	0.028600	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1145.0	10961	-0.083411	221.82	10961							
386.75	300.00	0.30080	0.029300	10266	11358	0.026500	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1146.0	10903	-0.088227	223.81	10903							
388.74	300.00	0.29970	0.027700	10819	10460	0.028700	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1147.0	10914	-0.087334	225.80	10914							
390.73	300.00	0.29910	0.026200	11416	11259	0.026600	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1148.0	10968	-0.082794	227.79	10968							
392.72	300.00	0.30080	0.028400	10592	10996	0.027200	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1149.0	10943	-0.084850	229.78	10943							
394.70	300.00	0.29940	0.027500	10887	11051	0.027200	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1150.0	10927	-0.086211	231.76	10927							
396.69	300.00	0.30010	0.026300	11411	11490	0.026100	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1151.0	10866	-0.091330	233.75	10866							
398.68	300.00	0.30160	0.028600	10545	10848	0.027600	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1152.0	10847	-0.092926	235.74	10847							
400.67	300.00	0.30070	0.026200	11477	10791	0.027800	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1153.0	10844	-0.093169	237.73	10844							
402.65	300.00	0.29910	0.027600	10837	11893	0.025200	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1154.0	10898	-0.088629	239.71	10898							
404.64	300.00	0.30010	0.027400	10953	11033	0.027200	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1155.0	10934	-0.085599	241.70	10934							
406.63	300.00	0.30030	0.027800	10802	10656	0.028200	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1156.0	10980	-0.081760	243.69	10980							
408.62	300.00	0.29930	0.027500	10884	10057	0.029800	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1157.0	11008	-0.079443	245.68	11008							
410.60	300.00	0.29910	0.027300	10956	11323	0.026600	0.30120	0.0100000	60.000	100.00	10.000	1.0000	1158.0	11029	-0.077711	247.66	11029							
412.59	300.00	0.30020	0.028400	10570	10569	0.028300	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1159.0	11008	-0.079422	249.65	11008							
414.58	300.00	0.29940	0.028500	10505	10773	0.027800	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1160.0	11005	-0.079710	251.64	11005							
416.57	300.00	0.29950	0.025900	11564	10399	0.028800	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1161.0	10994	-0.080649	253.63	10994							
418.55	300.00	0.29890	0.028000	10675	10526	0.028500	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1162.0	10982	-0.081617	255.61	10982							
420.54	300.00	0.29940	0.027800	10770	10884	0.027600	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1163.0	10968	-0.082800	257.60	10968							
422.53	300.00	0.30010	0.029900	10037	11348	0.026400	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1164.0	10973	-0.082402	259.59	10973							
424.52	300.00	0.30040	0.026800	11209	11447	0.026200	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1165.0	10931	-0.085913	261.58	10931							
426.50	300.00	0.30040	0.030100	9980.1	11422	0.026300	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1166.0	10925	-0.086365	263.56	10925							
428.49	300.00	0.29950	0.026500	11302	11940	0.025100	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1167.0	10956	-0.083812	265.55	10956							
430.48	300.00	0.30050	0.026700	11255	10895	0.027600	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1168.0	11035	-0.077226	267.54	11035							
432.47	300.00	0.30020	0.026900	11160	10830	0.027600	0.29890	0.0100000	60.000	100.00	10.000	1.0000	1169.0	10976	-0.082094	269.53	10976							
434.45	300.00	0.30060	0.027100	11092	10924	0.027600	0.30150	0.0100000	60.000	100.00	10.000	1.0000	1170.0	10990	-0.080956	271.51	10990							
436.44	300.00	0.29950	0.026900	11134	10816	0.027700	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1171.0	10982	-0.081658	273.50	10982							
438.43	300.00	0.30070	0.027300	11015	11247	0.026700	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1172.0	11037	-0.077006	275.49	11037							
440.42	300.00	0.29950	0.027100	11052	10551	0.028500	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1173.0	11041	-0.076681	277.48	11041							
442.40	300.00	0.29970	0.025900	11571	10891	0.027600	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1174.0	11059	-0.075142	279.46	11059							
444.39	300.00	0.29980	0.027700	10823	11011	0.027200	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1175.0	11080	-0.073394	281.45	11080							
446.38	300.00	0.29950	0.027500	10891	10920	0.027400	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1176.0	11103	-0.071522	283.44	11103							
448.37	300.00	0.29990	0.025300	11854	11297	0.026600	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1177.0	11084	-0.073056	285.43	11084							
450.35	300.00	0.30000	0.026400	11364	11711	0.025600	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1178.0	11058	-0.075241	287.41	11058							
452.34	300.00	0.30010	0.028600	10493	10101	0.029700	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1179.0	11069	-0.074306	289.40	11069							
454.33	300.00	0.29940	0.028700	10432	10855	0.027500	0.29850	0.0100000	60.000	100.00	10.000	1.0000	1180.0	11074	-0.073961	291.39	11074							
456.32	300.00	0.30070	0.028500	10551	10597	0.028300	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1181.0	11101	-0.071644	293.38	11101							
458.30	300.00	0.29870	0.026800	11146	11568	0.025900	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1182.0	11102	-0.071618	295.36	11102							
460.29	300.00	0.30010	0.025800	11632	10608	0.028300	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1183.0	11108	-0.071094	297.35	11108							
462.28	300.00	0.29990	0.027900	10749	11271	0.026600	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1184.0	11145	-0.067998	299.34	11145							
464.27	300.00	0.30090	0.025700	11708	11787	0.025400	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1185.0	11163	-0.066491	301.33	11163							
466.25	300.00	0.30010	0.027600	10873	11917	0.025200	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1186.0	11206	-0.062919	303.31	11206							
468.24	300.00	0.29950	0.027700	10812	11037	0.027200	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1187.0	11205	-0.062962	305.30	11205							
470.23	300.00	0.30050	0.026600	11297	11392	0.026300	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1188.0	11176	-0.065377	307.29	11176							
472.22	300.00	0.30000	0.027600	10870	11130	0.027000	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1189.0	11149	-0.067616	309.28	11149							
474.20	300.00	0.30000	0.029200	10274	10916	0.027500	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1190.0	11223	-0.061505	311.26	11223							
476.19	300.00	0.30000	0.027000	11111	11506	0.026100	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1191.0	11228	-0.061013	313.25	11228							
478.18	300.00	0.30000	0.028100	10676	10822	0.027600	0.29870	0.0100000	60.000	100.00	10.000	1.0000	1192.0	11269	-0.057585	315.24	11269							
480.17	300.00	0.29960	0.026500	11306	11379	0.026400	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1193.0	11228	-0.061082	317.23	11228							
482.15	300.00	0.30000	0.027800	10791	11328	0.026500	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1194.0	11275	-0.057144	319.21	11275							
484.14	300.00	0.29990	0.028000	10711	11270	0.026700	0.30090	0.0100000	60.000	100.00	10.000	1.0000	1195.0	11241	-0.059960	321.20	11241							
486.13	300.00	0.29970	0.027300	10978	11908	0.025000	0.29770	0.0100000	60.000	100.00	10.000	1.0000	1196.0	11187	-0.064465	323.19	11187							
488.12	300.00	0.29940	0.024600	12171	10909	0.027500	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1197.0	11132	-0.069050	325.18	11132							
490.10	300.00	0.30070	0.026000	11565	10690	0.028100	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1198.0	11116	-0.070373	327.16	11116							
492.09	300.00	0.30070	0.027400	10974	11149	0.026900	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1199.0	11099	-0.071845	329.15	11099							
494.08	300.00	0.29900	0.028100	10641	11636	0.025800	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1200.0	11109	-0.070964	331.14	11109							
496.07	300.00	0.30030	0.028500	10537	10978	0.027400	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1201.0	11183	-0.064773	333.13	11183							
498.05	300.00	0.30110	0.027600	10909	11458	0.026200	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1202.0	11169	-0.066015	335.11	11169							
500.04	300.00	0.30120	0.025400	11858	10689	0.028000	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1203.0	11207	-0.062817	337.10	11207							
502.03	300.00	0.29910	0.026000	11504	11597	0.025800	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1204.0	11228	-0.061049	339.09	11228							
504.02	300.00	0.30000	0.028000	10714	10563	0.028400	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1205.0	11240	-0.060065	341.08	11240							
506.00	300.00	0.30080	0.031500	9549.2	10656	0.028200	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1206.0	11226	-0.061227	343.06	11226							
507.99	300.00	0.30020	0.026600	11286	10765	0.027700	0.29820	0.0100000	60.000	100.00	10.000	1.0000	1207.0	11185	-0.064623	345.05	11185							
509.98	300.00	0.29880	0.027500	10865	10705	0.028100	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1208.0	11157	-0.067016	347.04	11157							
511.97	300.00	0.30090	0.029300	10270	11022	0.027300	0.30090	0.0100000	60.000	100.00	10.000	1.0000	1209.0	11189	-0.064350	349.03	11189							
513.95	300.00	0.29860	0.025700	11619	11351	0.026500	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1210.0	11175	-0.065503	351.01	11175							
515.94	300.00	0.30080	0.025600	11750	12471	0.024000	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1211.0	11173	-0.065657	353.00	11173							
517.93	300.00	0.30060	0.026700	11258	11194	0.026800	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1212.0	11137	-0.068625	354.99	11137							
519.92	300.00	0.29950	0.027700	10812	11625	0.025900	0.30110	0.0100000	60.000	100.00	10.000	1.0000	1213.0	11102	-0.071615	356.98	11102							
521.90	300.00	0.30010	0.026000	11542	11823	0.025400	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1214.0	11156	-0.067054	358.96	11156							
523.89	300.00	0.29980	0.027400	10942	11575	0.025900	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1215.0	11129	-0.069299	360.95	11129							
525.88	300.00	0.29950	0.026100	11475	10978	0.027200	0.29860	0.0100000	60.000	100.00	10.000	1.0000	1216.0	11216	-0.062015	362.94	11216							
527.87	300.00	0.29980	0.026000	11531	11055	0.027200	0.30070	0.0100000	60.000	100.00	10.000	1.0000	1217.0	11238	-0.060219	364.93	11238							
529.85	300.00	0.30030	0.026000	11550	10308	0.029200	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1218.0	11241	-0.059977	366.91	11241							
531.84	300.00	0.30150	0.027000	11167	11360	0.026400	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1219.0	11271	-0.057448	368.90	11271							
533.83	300.00	0.30080	0.028100	10705	10859	0.027700	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1220.0	11282	-0.056540	370.89	11282							
535.82	300.00	0.30070	0.026300	11433	11597	0.025800	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1221.0	11256	-0.058728	372.88	11256							
537.80	300.00	0.30090	0.025600	11754	10233	0.029200	0.29880	0.0100000	60.000	100.00	10.000	1.0000	1222.0	11189	-0.064321	374.86	11189							
539.79	300.00	0.29940	0.026200	11427	10707	0.028000	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1223.0	11187	-0.064500	376.85	11187							
541.78	300.00	0.29960	0.028500	10512	11835	0.025400	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1224.0	11164	-0.066366	378.84	11164							
543.77	300.00	0.30090	0.028200	10670	11033	0.027200	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1225.0	11151	-0.067483	380.83	11151							
545.76	300.00	0.30130	0.028300	10647	12393	0.024200	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1226.0	11145	-0.068026	382.82	11145							
547.74	300.00	0.29980	0.025300	11850	11107	0.027100	0.30100	0.0100000	60.000	100.00	10.000	1.0000	1227.0	11158	-0.066939	384.80	11158							
549.73	300.00	0.30070	0.028100	10701	10826	0.027600	0.29880	0.0100000	60.000	100.00	10.000	1.0000	1228.0	11139	-0.068448	386.79	11139							
551.72	300.00	0.29890	0.026000	11496	11340	0.026500	0.30050	0.0100000	60.000	100.00	10.000	1.0000	1229.0	11173	-0.065679	388.78	11173							
553.71	300.00	0.29830	0.025000	11932	11250	0.026800	0.30150	0.0100000	60.000	100.00	10.000	1.0000	1230.0	11188	-0.064385	390.77	11188							
555.69	300.00	0.29880	0.029000	10303	10801	0.027700	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1231.0	11172	-0.065738	392.75	11172							
557.68	300.00	0.29950	0.027200	11011	11066	0.027100	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1232.0	11164	-0.066368	394.74	11164							
559.67	300.00	0.29990	0.026900	11149	11149	0.026800	0.29880	0.0100000	60.000	100.00	10.000	1.0000	1233.0	11231	-0.060756	396.73	11231							
561.66	300.00	0.29940	0.027000	11089	11157	0.026800	0.29900	0.0100000	60.000	100.00	10.000	1.0000	1234.0	11210	-0.062577	398.72	11210							
563.64	300.00	0.29870	0.027600	10822	11542	0.026000	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1235.0	11167	-0.066147	400.70	11167							
565.63	300.00	0.29980	0.025800	11620	11439	0.026200	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1236.0	11170	-0.065910	402.69	11170							
567.62	300.00	0.29910	0.026300	11373	11251	0.026700	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1237.0	11107	-0.071177	404.68	11107							
569.61	300.00	0.30050	0.029700	10118	10676	0.028100	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1238.0	11081	-0.073333	406.67	11081							
571.59	300.00	0.30060	0.023800	12630	11004	0.027300	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1239.0	11112	-0.070734	408.65	11112							
573.58	300.00	0.30070	0.025200	11933	11685	0.025700	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1240.0	11111	-0.070824	410.64	11111							
575.57	300.00	0.30020	0.028100	10683	10519	0.028500	0.29980	0.0100000	60.000	100.00	10.000	1.0000	1241.0	11158	-0.066911	412.63	11158							
577.56	300.00	0.29950	0.027600	10851	11439	0.026200	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1242.0	11230	-0.060860	414.62	11230							
579.54	300.00	0.30060	0.028000	10736	11642	0.025700	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1243.0	11253	-0.058972	416.60	11253							
581.53	300.00	0.29950	0.029000	10328	10250	0.029200	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1244.0	11261	-0.058254	418.59	11261							
583.52	300.00	0.30010	0.029700	10104	10938	0.027400	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1245.0	11240	-0.060072	420.58	11240							
585.51	300.00	0.30080	0.027500	10938	11093	0.027000	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1246.0	11203	-0.063174	422.57	11203							
587.49	300.00	0.30080	0.027700	10859	11070	0.027100	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1247.0	11185	-0.064643	424.55	11185							
589.48	300.00	0.29960	0.025500	11749	10565	0.028300	0.29900	0.0100000	60.000	100.00	10.000	1.0000	1248.0	11167	-0.066161	426.54	11167							
591.47	300.00	0.30040	0.028600	10504	11479	0.026100	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1249.0	11188	-0.064369	428.53	11188							
593.46	300.00	0.30060	0.025700	11697	11317	0.026500	0.29990	0.0100000	60.000	100.00	10.000	1.0000	1250.0	11223	-0.061463	430.52	11223							
595.44	300.00	0.30130	0.026400	11413	12233	0.024500	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1251.0	11222	-0.061587	432.50	11222							
597.43	300.00	0.29990	0.024400	12291	12321	0.024300	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1252.0	11254	-0.058885	434.49	11254							
599.42	300.00	0.30070	0.028700	10477	11541	0.025900	0.29890	0.0100000	60.000	100.00	10.000	1.0000	1253.0	11219	-0.061813	436.48	11219							
601.41	300.00	0.30100	0.026800	11231	11330	0.026400	0.29910	0.0100000	60.000	100.00	10.000	1.0000	1254.0	11203	-0.063168	438.47	11203							
603.39	300.00	0.30010	0.026400	11367	10700	0.028000	0.29960	0.0100000	60.000	100.00	10.000	1.0000	1255.0	11248	-0.059349	440.45	11248							
605.38	300.00	0.29990	0.027100	11066	10763	0.027900	0.30030	0.0100000	60.000	100.00	10.000	1.0000	1256.0	11250	-0.059233	442.44	11250							
607.37	300.00	0.30000	0.027000	11111	11070	0.027100	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1257.0	11277	-0.056978	444.43	11277							
609.36	300.00	0.29970	0.027100	11059	10870	0.027600	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1258.0	11300	-0.055021	446.42	11300							
611.34	300.00	0.29980	0.025800	11620	11126	0.026900	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1259.0	11327	-0.052759	448.40	11327							
613.33	300.00	0.30020	0.026500	11328	11733	0.025500	0.29920	0.0100000	60.000	100.00	10.000	1.0000	1260.0	11337	-0.051913	450.39	11337							
615.32	300.00	0.30050	0.030000	10017	11654	0.025700	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1261.0	11361	-0.049949	452.38	11361							
617.31	300.00	0.29920	0.026500	11291	11198	0.026800	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1262.0	11275	-0.057078	454.37	11275							
619.29	300.00	0.29940	0.026100	11471	10704	0.028000	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1263.0	11197	-0.063628	456.35	11197							
621.28	300.00	0.30040	0.027900	10767	11302	0.026500	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1264.0	11204	-0.063068	458.34	11204							
623.27	300.00	0.30110	0.029600	10172	11209	0.026800	0.30040	0.0100000	60.000	100.00	10.000	1.0000	1265.0	11215	-0.062145	460.33	11215							
625.26	300.00	0.29880	0.027700	10787	10967	0.027300	0.29940	0.0100000	60.000	100.00	10.000	1.0000	1266.0	11245	-0.059658	462.32	11245							
627.24	300.00	0.30040	0.027100	11085	11659	0.025800	0.30080	0.0100000	60.000	100.00	10.000	1.0000	1267.0	11252	-0.059047	464.30	11252							
629.23	300.00	0.29930	0.026000	11512	11562	0.026000	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1268.0	11263	-0.058104	466.29	11263							
631.22	300.00	0.30080	0.027300	11018	11133	0.027000	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1269.0	11298	-0.055232	468.28	11298							
633.21	300.00	0.29910	0.027100	11037	11691	0.025600	0.29930	0.0100000	60.000	100.00	10.000	1.0000	1270.0	11292	-0.055691	470.27	11292							
635.19	300.00	0.30080	0.028400	10592	11810	0.025300	0.29880	0.0100000	60.000	100.00	10.000	1.0000	1271.0	11210	-0.062541	472.25	11210							
637.18	300.00	0.30030	0.025600	11730	10443	0.028700	0.29970	0.0100000	60.000	100.00	10.000	1.0000	1272.0	11202	-0.063259	474.24	11202							
639.17	300.00	0.29970	0.027000	11100	10676	0.028100	0.30000	0.0100000	60.000	100.00	10.000	1.0000	1273.0	11200	-0.063348	476.23	11200							
641.16	300.00	0.29960	0.028000	10700	11681	0.025700	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1274.0	11204	-0.063042	478.22	11204							
643.15	300.00	0.29930	0.027600	10844	11562	0.026000	0.30060	0.0100000	60.000	100.00	10.000	1.0000	1275.0	11204	-0.063072	480.21	11204							
645.13	300.00	0.29990	0.027900	10749	11325	0.026500	0.30010	0.0100000	60.000	100.00	10.000	1.0000	1276.0	11180	-0.065084	482.19	11180							
647.12	300.00	0.30040	0.027900	10767	10917	0.027600	0.30130	0.0100000	60.000	100.00	10.000	1.0000	1277.0	11168	-0.066052	484.18	11168							
649.11	300.00	0.29980	0.025900	11575	11307	0.026700	0.30190	0.0100000	60.000	100.00	10.000	1.0000	1278.0	11156	-0.067056	486.17	11156							
651.09	300.00	0.30060	0.026800	11216	11591	0.025900	0.30020	0.0100000	60.000	100.00	10.000	1.0000	1279.0	11128	-0.069409	488.15	11128							
653.08	300.00	0.29970	0.026000	11527	11011	0.027200	0.29950	0.0100000	60.000	100.00	10.000	1.0000	1280.0	11166	-0.066210	490.14	11166							
