Model,DPO3034
Firmware Version,2.16

Point Format,Y,,
8.4840000e-07,0.214,0.162,0.088
8.4880000e-07,0.212,0.162,0.088
8.4920000e-07,0.212,0.162,0.086
8.4960000e-07,0.212,0.16,0.086
8.5000000e-07,0.21,0.154,0.086
8.5040000e-07,0.21,0.158,0.086
8.5080000e-07,0.208,0.16,0.084
8.5120000e-07,0.208,0.156,0.086
8.5160000e-07,0.206,0.154,0.086
8.5200000e-07,0.206,0.154,0.084
8.5240000e-07,0.202,0.154,0.084
8.5280000e-07,0.208,0.148,0.084
8.5320000e-07,0.206,0.15,0.086
8.5360000e-07,0.202,0.15,0.084
8.5400000e-07,0.202,0.148,0.088
8.5440000e-07,0.206,0.146,0.086
8.5480000e-07,0.206,0.15,0.086
8.5520000e-07,0.206,0.152,0.084
8.5560000e-07,0.208,0.154,0.088
8.5600000e-07,0.208,0.158,0.088
8.5640000e-07,0.212,0.156,0.088
8.5680000e-07,0.214,0.156,0.09
8.5720000e-07,0.214,0.156,0.09
8.5760000e-07,0.212,0.158,0.088
8.5800000e-07,0.212,0.156,0.088
8.5840000e-07,0.214,0.16,0.084
8.5880000e-07,0.212,0.16,0.088
8.5920000e-07,0.214,0.162,0.086
8.5960000e-07,0.212,0.16,0.086
8.6000000e-07,0.208,0.16,0.084
8.6040000e-07,0.208,0.158,0.084
8.6080000e-07,0.21,0.16,0.084
8.6120000e-07,0.204,0.158,0.082
8.6160000e-07,0.202,0.152,0.08
8.6200000e-07,0.202,0.148,0.084
8.6240000e-07,0.204,0.148,0.086
8.6280000e-07,0.206,0.148,0.088
8.6320000e-07,0.206,0.15,0.088
8.6360000e-07,0.206,0.144,0.088
8.6400000e-07,0.206,0.144,0.086
8.6440000e-07,0.206,0.148,0.084
8.6480000e-07,0.206,0.152,0.086
8.6520000e-07,0.21,0.154,0.088
8.6560000e-07,0.212,0.154,0.088
8.6600000e-07,0.214,0.156,0.086
8.6640000e-07,0.214,0.158,0.088
8.6680000e-07,0.216,0.16,0.088
8.6720000e-07,0.214,0.162,0.088
8.6760000e-07,0.216,0.158,0.086
8.6800000e-07,0.216,0.158,0.086
8.6840000e-07,0.212,0.16,0.086
8.6880000e-07,0.21,0.16,0.09
8.6920000e-07,0.212,0.16,0.088
8.6960000e-07,0.208,0.158,0.09
8.7000000e-07,0.212,0.158,0.086
8.7040000e-07,0.208,0.158,0.086
8.7080000e-07,0.204,0.158,0.086
8.7120000e-07,0.204,0.158,0.084
8.7160000e-07,0.204,0.152,0.088
8.7200000e-07,0.202,0.152,0.088
8.7240000e-07,0.206,0.154,0.086
8.7280000e-07,0.204,0.152,0.084
8.7320000e-07,0.202,0.148,0.086
8.7360000e-07,0.202,0.148,0.086
8.7400000e-07,0.202,0.15,0.088
8.7440000e-07,0.206,0.154,0.084
8.7480000e-07,0.21,0.154,0.086
8.7520000e-07,0.212,0.154,0.09
8.7560000e-07,0.214,0.156,0.09
8.7600000e-07,0.212,0.156,0.09
8.7640000e-07,0.216,0.154,0.09
8.7680000e-07,0.218,0.152,0.086
8.7720000e-07,0.218,0.158,0.086
8.7760000e-07,0.214,0.158,0.086
8.7800000e-07,0.216,0.16,0.088
8.7840000e-07,0.212,0.16,0.09
8.7880000e-07,0.212,0.164,0.09
8.7920000e-07,0.214,0.162,0.088
8.7960000e-07,0.208,0.16,0.088
8.8000000e-07,0.208,0.158,0.086
8.8040000e-07,0.21,0.158,0.088
8.8080000e-07,0.208,0.154,0.086
8.8120000e-07,0.206,0.152,0.086
8.8160000e-07,0.202,0.154,0.086
8.8200000e-07,0.202,0.15,0.086
8.8240000e-07,0.204,0.152,0.088
8.8280000e-07,0.202,0.15,0.09
8.8320000e-07,0.208,0.148,0.086
8.8360000e-07,0.204,0.15,0.088
8.8400000e-07,0.208,0.152,0.084
8.8440000e-07,0.214,0.152,0.084
8.8480000e-07,0.212,0.154,0.084
8.8520000e-07,0.21,0.156,0.088
8.8560000e-07,0.214,0.156,0.09
8.8600000e-07,0.214,0.154,0.09
8.8640000e-07,0.216,0.156,0.09
8.8680000e-07,0.218,0.16,0.09
8.8720000e-07,0.218,0.158,0.09
8.8760000e-07,0.216,0.158,0.088
8.8800000e-07,0.216,0.158,0.09
8.8840000e-07,0.214,0.16,0.086
8.8880000e-07,0.212,0.162,0.088
8.8920000e-07,0.214,0.158,0.09
8.8960000e-07,0.21,0.156,0.088
8.9000000e-07,0.208,0.156,0.086
8.9040000e-07,0.208,0.154,0.088
8.9080000e-07,0.206,0.154,0.088
8.9120000e-07,0.204,0.152,0.086
8.9160000e-07,0.202,0.148,0.086
8.9200000e-07,0.206,0.15,0.086
8.9240000e-07,0.202,0.15,0.088
8.9280000e-07,0.204,0.152,0.088
8.9320000e-07,0.204,0.152,0.088
8.9360000e-07,0.208,0.152,0.084
8.9400000e-07,0.208,0.156,0.082
8.9440000e-07,0.208,0.158,0.082
8.9480000e-07,0.208,0.156,0.088
8.9520000e-07,0.212,0.156,0.088
8.9560000e-07,0.214,0.156,0.086
8.9600000e-07,0.216,0.158,0.086
8.9640000e-07,0.216,0.16,0.09
8.9680000e-07,0.218,0.156,0.086
8.9720000e-07,0.218,0.16,0.086
8.9760000e-07,0.214,0.158,0.086
8.9800000e-07,0.214,0.16,0.09
8.9840000e-07,0.214,0.16,0.088
8.9880000e-07,0.212,0.158,0.088
8.9920000e-07,0.21,0.158,0.09
8.9960000e-07,0.21,0.158,0.088
9.0000000e-07,0.21,0.156,0.09
9.0040000e-07,0.204,0.152,0.09
9.0080000e-07,0.202,0.152,0.09
9.0120000e-07,0.202,0.152,0.086
9.0160000e-07,0.202,0.148,0.088
9.0200000e-07,0.2,0.152,0.088
9.0240000e-07,0.2,0.15,0.086
9.0280000e-07,0.202,0.15,0.086
9.0320000e-07,0.198,0.154,0.088
9.0360000e-07,0.208,0.158,0.086
9.0400000e-07,0.204,0.156,0.09
9.0440000e-07,0.208,0.156,0.09
9.0480000e-07,0.208,0.158,0.086
9.0520000e-07,0.21,0.162,0.086
9.0560000e-07,0.212,0.162,0.088
9.0600000e-07,0.212,0.162,0.088
9.0640000e-07,0.216,0.162,0.086
9.0680000e-07,0.216,0.162,0.086
9.0720000e-07,0.216,0.16,0.088
9.0760000e-07,0.216,0.162,0.086
9.0800000e-07,0.216,0.164,0.088
9.0840000e-07,0.212,0.16,0.09
9.0880000e-07,0.212,0.158,0.094
9.0920000e-07,0.212,0.156,0.088
9.0960000e-07,0.208,0.154,0.088
9.1000000e-07,0.206,0.15,0.09
9.1040000e-07,0.206,0.152,0.086
9.1080000e-07,0.204,0.152,0.084
9.1120000e-07,0.202,0.152,0.088
9.1160000e-07,0.202,0.15,0.084
9.1200000e-07,0.198,0.15,0.084
9.1240000e-07,0.204,0.15,0.084
9.1280000e-07,0.206,0.15,0.084
9.1320000e-07,0.206,0.152,0.086
9.1360000e-07,0.21,0.152,0.086
9.1400000e-07,0.212,0.154,0.084
9.1440000e-07,0.212,0.156,0.09
9.1480000e-07,0.212,0.156,0.088
9.1520000e-07,0.212,0.162,0.088
9.1560000e-07,0.214,0.162,0.084
9.1600000e-07,0.216,0.162,0.09
9.1640000e-07,0.216,0.166,0.09
9.1680000e-07,0.218,0.164,0.088
9.1720000e-07,0.218,0.164,0.088
9.1760000e-07,0.218,0.16,0.086
9.1800000e-07,0.212,0.16,0.086
9.1840000e-07,0.212,0.16,0.09
9.1880000e-07,0.214,0.16,0.09
9.1920000e-07,0.212,0.158,0.09
9.1960000e-07,0.208,0.156,0.09
9.2000000e-07,0.208,0.15,0.09
9.2040000e-07,0.204,0.152,0.088
9.2080000e-07,0.206,0.15,0.088
9.2120000e-07,0.206,0.148,0.09
9.2160000e-07,0.204,0.148,0.086
9.2200000e-07,0.202,0.148,0.088
9.2240000e-07,0.206,0.154,0.086
9.2280000e-07,0.208,0.152,0.086
9.2320000e-07,0.21,0.152,0.086
9.2360000e-07,0.208,0.152,0.084
9.2400000e-07,0.208,0.152,0.082
9.2440000e-07,0.208,0.156,0.084
9.2480000e-07,0.206,0.156,0.09
9.2520000e-07,0.212,0.156,0.096
9.2560000e-07,0.214,0.16,0.092
9.2600000e-07,0.212,0.162,0.09
9.2640000e-07,0.214,0.164,0.086
9.2680000e-07,0.214,0.16,0.088
9.2720000e-07,0.216,0.166,0.09
9.2760000e-07,0.206,0.162,0.088
9.2800000e-07,0.214,0.16,0.088
9.2840000e-07,0.212,0.16,0.092
9.2880000e-07,0.212,0.16,0.09
9.2920000e-07,0.21,0.156,0.09
9.2960000e-07,0.212,0.154,0.09
9.3000000e-07,0.208,0.154,0.088
9.3040000e-07,0.206,0.152,0.09
9.3080000e-07,0.204,0.15,0.086
9.3120000e-07,0.206,0.15,0.09
9.3160000e-07,0.204,0.15,0.09
9.3200000e-07,0.206,0.152,0.086
9.3240000e-07,0.208,0.146,0.084
9.3280000e-07,0.21,0.148,0.086
9.3320000e-07,0.208,0.154,0.086
9.3360000e-07,0.21,0.152,0.086
9.3400000e-07,0.208,0.154,0.088
9.3440000e-07,0.21,0.158,0.09
9.3480000e-07,0.212,0.158,0.084
9.3520000e-07,0.21,0.158,0.088
9.3560000e-07,0.212,0.162,0.084
9.3600000e-07,0.212,0.162,0.086
9.3640000e-07,0.21,0.162,0.088
9.3680000e-07,0.214,0.162,0.088
9.3720000e-07,0.212,0.16,0.088
9.3760000e-07,0.214,0.164,0.086
9.3800000e-07,0.214,0.16,0.09
9.3840000e-07,0.212,0.158,0.09
9.3880000e-07,0.212,0.158,0.092
9.3920000e-07,0.212,0.156,0.09
9.3960000e-07,0.208,0.154,0.088
9.4000000e-07,0.206,0.152,0.088
9.4040000e-07,0.208,0.152,0.09
9.4080000e-07,0.208,0.152,0.088
9.4120000e-07,0.206,0.152,0.088
9.4160000e-07,0.21,0.15,0.09
9.4200000e-07,0.21,0.152,0.09
9.4240000e-07,0.208,0.152,0.086
9.4280000e-07,0.21,0.152,0.086
9.4320000e-07,0.206,0.154,0.09
9.4360000e-07,0.204,0.154,0.09
9.4400000e-07,0.208,0.154,0.088
9.4440000e-07,0.21,0.158,0.09
9.4480000e-07,0.21,0.158,0.088
9.4520000e-07,0.21,0.16,0.088
9.4560000e-07,0.21,0.162,0.088
9.4600000e-07,0.208,0.16,0.086
9.4640000e-07,0.212,0.164,0.086
9.4680000e-07,0.212,0.16,0.088
9.4720000e-07,0.212,0.158,0.09
9.4760000e-07,0.212,0.16,0.088
9.4800000e-07,0.21,0.16,0.088
9.4840000e-07,0.212,0.158,0.088
9.4880000e-07,0.214,0.16,0.09
9.4920000e-07,0.212,0.156,0.092
9.4960000e-07,0.208,0.156,0.088
9.5000000e-07,0.206,0.154,0.088
9.5040000e-07,0.208,0.156,0.09
9.5080000e-07,0.208,0.156,0.088
9.5120000e-07,0.21,0.154,0.086
9.5160000e-07,0.208,0.154,0.09
9.5200000e-07,0.208,0.154,0.09
9.5240000e-07,0.206,0.154,0.092
9.5280000e-07,0.208,0.154,0.086
9.5320000e-07,0.208,0.152,0.086
9.5360000e-07,0.208,0.152,0.09
9.5400000e-07,0.208,0.154,0.09
9.5440000e-07,0.206,0.16,0.088
9.5480000e-07,0.208,0.162,0.09
9.5520000e-07,0.212,0.162,0.088
9.5560000e-07,0.212,0.16,0.09
9.5600000e-07,0.216,0.158,0.09
9.5640000e-07,0.216,0.156,0.086
9.5680000e-07,0.212,0.158,0.09
9.5720000e-07,0.21,0.158,0.092
9.5760000e-07,0.212,0.156,0.094
9.5800000e-07,0.214,0.154,0.09
9.5840000e-07,0.218,0.154,0.088
9.5880000e-07,0.212,0.156,0.092
9.5920000e-07,0.212,0.154,0.09
9.5960000e-07,0.208,0.156,0.092
9.6000000e-07,0.208,0.156,0.092
9.6040000e-07,0.212,0.158,0.09
9.6080000e-07,0.208,0.154,0.09
9.6120000e-07,0.208,0.154,0.088
9.6160000e-07,0.208,0.156,0.088
9.6200000e-07,0.21,0.156,0.09
9.6240000e-07,0.208,0.154,0.088
9.6280000e-07,0.208,0.156,0.09
9.6320000e-07,0.208,0.156,0.092
9.6360000e-07,0.208,0.158,0.09
9.6400000e-07,0.208,0.16,0.09
9.6440000e-07,0.206,0.16,0.09
9.6480000e-07,0.206,0.16,0.088
9.6520000e-07,0.21,0.158,0.09
9.6560000e-07,0.21,0.16,0.088
9.6600000e-07,0.208,0.158,0.088
9.6640000e-07,0.208,0.158,0.09
9.6680000e-07,0.212,0.156,0.092
9.6720000e-07,0.21,0.158,0.09
9.6760000e-07,0.21,0.156,0.09
9.6800000e-07,0.21,0.154,0.088
9.6840000e-07,0.21,0.154,0.09
9.6880000e-07,0.208,0.152,0.09
9.6920000e-07,0.212,0.154,0.092
9.6960000e-07,0.206,0.152,0.09
9.7000000e-07,0.208,0.154,0.09
9.7040000e-07,0.208,0.154,0.088
9.7080000e-07,0.21,0.152,0.088
9.7120000e-07,0.208,0.154,0.09
9.7160000e-07,0.21,0.154,0.09
9.7200000e-07,0.21,0.156,0.088
9.7240000e-07,0.21,0.156,0.088
9.7280000e-07,0.206,0.158,0.09
9.7320000e-07,0.206,0.158,0.09
9.7360000e-07,0.206,0.158,0.092
9.7400000e-07,0.206,0.16,0.088
9.7440000e-07,0.204,0.16,0.09
9.7480000e-07,0.206,0.158,0.09
9.7520000e-07,0.208,0.16,0.09
9.7560000e-07,0.208,0.16,0.09
9.7600000e-07,0.208,0.16,0.092
9.7640000e-07,0.208,0.156,0.09
9.7680000e-07,0.21,0.16,0.09
9.7720000e-07,0.21,0.158,0.09
9.7760000e-07,0.212,0.154,0.088
9.7800000e-07,0.212,0.156,0.094
9.7840000e-07,0.21,0.158,0.09
9.7880000e-07,0.216,0.158,0.086
9.7920000e-07,0.216,0.156,0.092
9.7960000e-07,0.21,0.154,0.094
9.8000000e-07,0.214,0.154,0.092
9.8040000e-07,0.212,0.152,0.09
9.8080000e-07,0.21,0.154,0.09
9.8120000e-07,0.212,0.152,0.09
9.8160000e-07,0.21,0.154,0.09
9.8200000e-07,0.208,0.154,0.088
9.8240000e-07,0.21,0.156,0.092
9.8280000e-07,0.208,0.154,0.092
9.8320000e-07,0.206,0.158,0.09
9.8360000e-07,0.208,0.16,0.09
9.8400000e-07,0.208,0.162,0.092
9.8440000e-07,0.208,0.162,0.092
9.8480000e-07,0.208,0.158,0.09
9.8520000e-07,0.206,0.16,0.086
9.8560000e-07,0.208,0.16,0.09
9.8600000e-07,0.208,0.156,0.09
9.8640000e-07,0.206,0.158,0.09
9.8680000e-07,0.21,0.158,0.086
9.8720000e-07,0.212,0.16,0.09
9.8760000e-07,0.206,0.158,0.092
9.8800000e-07,0.212,0.154,0.094
9.8840000e-07,0.21,0.158,0.092
9.8880000e-07,0.214,0.156,0.092
9.8920000e-07,0.212,0.154,0.092
9.8960000e-07,0.214,0.154,0.09
9.9000000e-07,0.214,0.152,0.09
9.9040000e-07,0.214,0.154,0.09
9.9080000e-07,0.214,0.154,0.09
9.9120000e-07,0.214,0.154,0.09
9.9160000e-07,0.212,0.152,0.092
9.9200000e-07,0.212,0.156,0.092
9.9240000e-07,0.206,0.156,0.092
9.9280000e-07,0.206,0.154,0.09
9.9320000e-07,0.208,0.152,0.09
9.9360000e-07,0.204,0.156,0.092
9.9400000e-07,0.202,0.16,0.09
9.9440000e-07,0.208,0.156,0.09
9.9480000e-07,0.204,0.156,0.088
9.9520000e-07,0.208,0.158,0.092
9.9560000e-07,0.206,0.16,0.09
9.9600000e-07,0.206,0.156,0.094
9.9640000e-07,0.208,0.158,0.09
9.9680000e-07,0.208,0.156,0.09
9.9720000e-07,0.212,0.156,0.09
9.9760000e-07,0.214,0.16,0.09
9.9800000e-07,0.214,0.158,0.09
9.9840000e-07,0.214,0.158,0.088
9.9880000e-07,0.212,0.154,0.088
9.9920000e-07,0.212,0.156,0.09
9.9960000e-07,0.212,0.154,0.09
1.0000000e-06,0.212,0.152,0.088
1.0004000e-06,0.212,0.15,0.088
1.0008000e-06,0.214,0.154,0.084
1.0012000e-06,0.212,0.154,0.088
1.0016000e-06,0.21,0.156,0.088
1.0020000e-06,0.208,0.154,0.084
1.0024000e-06,0.208,0.154,0.084
1.0028000e-06,0.208,0.154,0.09
1.0032000e-06,0.206,0.154,0.092
1.0036000e-06,0.204,0.156,0.09
1.0040000e-06,0.204,0.158,0.086
1.0044000e-06,0.204,0.156,0.09
1.0048000e-06,0.206,0.158,0.09
1.0052000e-06,0.206,0.158,0.09
1.0056000e-06,0.206,0.162,0.084
1.0060000e-06,0.204,0.162,0.084
1.0064000e-06,0.206,0.158,0.088
1.0068000e-06,0.206,0.158,0.088
1.0072000e-06,0.208,0.156,0.088
1.0076000e-06,0.208,0.158,0.086
1.0080000e-06,0.212,0.156,0.086
1.0084000e-06,0.216,0.154,0.09
1.0088000e-06,0.218,0.156,0.086
1.0092000e-06,0.214,0.158,0.086
1.0096000e-06,0.214,0.154,0.086
1.0100000e-06,0.214,0.15,0.086
1.0104000e-06,0.214,0.152,0.088
1.0108000e-06,0.212,0.156,0.088
1.0112000e-06,0.212,0.156,0.09
1.0116000e-06,0.21,0.156,0.09
1.0120000e-06,0.21,0.154,0.09
1.0124000e-06,0.21,0.152,0.09
1.0128000e-06,0.208,0.152,0.088
1.0132000e-06,0.206,0.156,0.088
1.0136000e-06,0.208,0.154,0.09
1.0140000e-06,0.208,0.156,0.088
1.0144000e-06,0.204,0.158,0.088
1.0148000e-06,0.206,0.158,0.088
1.0152000e-06,0.206,0.158,0.086
1.0156000e-06,0.206,0.158,0.086
1.0160000e-06,0.206,0.156,0.088
1.0164000e-06,0.21,0.156,0.09
1.0168000e-06,0.206,0.158,0.088
1.0172000e-06,0.206,0.158,0.086
1.0176000e-06,0.208,0.154,0.084
1.0180000e-06,0.21,0.154,0.086
1.0184000e-06,0.214,0.154,0.084
1.0188000e-06,0.212,0.154,0.086
1.0192000e-06,0.212,0.154,0.086
1.0196000e-06,0.212,0.152,0.088
1.0200000e-06,0.214,0.152,0.088
1.0204000e-06,0.214,0.154,0.084
1.0208000e-06,0.214,0.156,0.088
1.0212000e-06,0.212,0.154,0.084
1.0216000e-06,0.21,0.154,0.086
1.0220000e-06,0.21,0.154,0.086
1.0224000e-06,0.208,0.154,0.088
1.0228000e-06,0.208,0.156,0.092
1.0232000e-06,0.208,0.158,0.09
1.0236000e-06,0.21,0.156,0.09
1.0240000e-06,0.208,0.154,0.09
1.0244000e-06,0.206,0.154,0.084
1.0248000e-06,0.206,0.156,0.084
1.0252000e-06,0.204,0.156,0.084
1.0256000e-06,0.208,0.158,0.086
1.0260000e-06,0.204,0.16,0.084
1.0264000e-06,0.208,0.156,0.09
1.0268000e-06,0.208,0.156,0.088
1.0272000e-06,0.21,0.156,0.086
1.0276000e-06,0.212,0.158,0.088
1.0280000e-06,0.212,0.156,0.086
1.0284000e-06,0.21,0.154,0.086
1.0288000e-06,0.21,0.156,0.088
1.0292000e-06,0.212,0.156,0.084
1.0296000e-06,0.212,0.156,0.086
1.0300000e-06,0.21,0.156,0.082
1.0304000e-06,0.212,0.154,0.086
1.0308000e-06,0.208,0.156,0.086
1.0312000e-06,0.21,0.156,0.086
1.0316000e-06,0.208,0.152,0.088
1.0320000e-06,0.21,0.152,0.084
1.0324000e-06,0.208,0.152,0.086
1.0328000e-06,0.208,0.152,0.084
1.0332000e-06,0.208,0.15,0.088
1.0336000e-06,0.206,0.152,0.086
1.0340000e-06,0.206,0.154,0.084
1.0344000e-06,0.208,0.154,0.086
1.0348000e-06,0.208,0.154,0.086
1.0352000e-06,0.208,0.154,0.086
1.0356000e-06,0.208,0.154,0.084
1.0360000e-06,0.206,0.158,0.086
1.0364000e-06,0.208,0.156,0.088
1.0368000e-06,0.208,0.156,0.088
1.0372000e-06,0.208,0.154,0.088
1.0376000e-06,0.212,0.152,0.086
1.0380000e-06,0.21,0.152,0.084
1.0384000e-06,0.21,0.156,0.084
1.0388000e-06,0.212,0.156,0.086
1.0392000e-06,0.208,0.154,0.082
1.0396000e-06,0.21,0.156,0.082
1.0400000e-06,0.21,0.158,0.084
1.0404000e-06,0.21,0.158,0.084
1.0408000e-06,0.212,0.154,0.086
1.0412000e-06,0.21,0.152,0.086
1.0416000e-06,0.21,0.154,0.084
1.0420000e-06,0.206,0.15,0.086
1.0424000e-06,0.208,0.154,0.086
1.0428000e-06,0.21,0.152,0.086
1.0432000e-06,0.21,0.152,0.084
1.0436000e-06,0.206,0.154,0.086
1.0440000e-06,0.208,0.154,0.088
1.0444000e-06,0.208,0.156,0.09
1.0448000e-06,0.21,0.156,0.086
1.0452000e-06,0.21,0.156,0.086
1.0456000e-06,0.206,0.154,0.088
1.0460000e-06,0.21,0.156,0.086
1.0464000e-06,0.21,0.156,0.084
1.0468000e-06,0.21,0.154,0.088
1.0472000e-06,0.208,0.156,0.088
1.0476000e-06,0.212,0.154,0.086
1.0480000e-06,0.212,0.152,0.084
1.0484000e-06,0.214,0.154,0.086
1.0488000e-06,0.214,0.156,0.086
1.0492000e-06,0.212,0.152,0.084
1.0496000e-06,0.208,0.154,0.084
1.0500000e-06,0.21,0.152,0.084
1.0504000e-06,0.208,0.152,0.082
1.0508000e-06,0.212,0.154,0.082
1.0512000e-06,0.21,0.152,0.082
1.0516000e-06,0.206,0.152,0.086
1.0520000e-06,0.206,0.152,0.084
1.0524000e-06,0.206,0.152,0.086
1.0528000e-06,0.206,0.154,0.084
1.0532000e-06,0.206,0.154,0.086
1.0536000e-06,0.206,0.154,0.09
1.0540000e-06,0.204,0.152,0.088
1.0544000e-06,0.204,0.152,0.084
1.0548000e-06,0.21,0.158,0.088
1.0552000e-06,0.212,0.16,0.088
1.0556000e-06,0.214,0.156,0.086
1.0560000e-06,0.214,0.156,0.084
1.0564000e-06,0.212,0.158,0.088
1.0568000e-06,0.216,0.156,0.09
1.0572000e-06,0.214,0.154,0.084
1.0576000e-06,0.21,0.154,0.084
1.0580000e-06,0.21,0.154,0.088
1.0584000e-06,0.21,0.154,0.088
1.0588000e-06,0.21,0.15,0.086
1.0592000e-06,0.208,0.152,0.088
1.0596000e-06,0.21,0.15,0.082
1.0600000e-06,0.208,0.154,0.086
1.0604000e-06,0.208,0.154,0.086
1.0608000e-06,0.208,0.152,0.082
1.0612000e-06,0.208,0.152,0.086
1.0616000e-06,0.206,0.152,0.084
1.0620000e-06,0.204,0.152,0.084
1.0624000e-06,0.206,0.152,0.082
1.0628000e-06,0.206,0.154,0.084
1.0632000e-06,0.202,0.156,0.086
1.0636000e-06,0.204,0.156,0.086
1.0640000e-06,0.208,0.158,0.088
1.0644000e-06,0.208,0.158,0.086
1.0648000e-06,0.208,0.156,0.086
1.0652000e-06,0.208,0.158,0.088
1.0656000e-06,0.214,0.158,0.086
1.0660000e-06,0.212,0.154,0.086
1.0664000e-06,0.212,0.156,0.088
1.0668000e-06,0.216,0.158,0.088
1.0672000e-06,0.212,0.158,0.086
1.0676000e-06,0.21,0.158,0.088
1.0680000e-06,0.212,0.154,0.088
1.0684000e-06,0.214,0.152,0.09
1.0688000e-06,0.214,0.152,0.09
1.0692000e-06,0.208,0.154,0.088
1.0696000e-06,0.208,0.152,0.084
1.0700000e-06,0.208,0.152,0.086
1.0704000e-06,0.208,0.152,0.086
1.0708000e-06,0.206,0.152,0.082
1.0712000e-06,0.206,0.15,0.082
1.0716000e-06,0.206,0.15,0.082
1.0720000e-06,0.204,0.15,0.082
1.0724000e-06,0.206,0.152,0.082
1.0728000e-06,0.208,0.156,0.082
1.0732000e-06,0.204,0.156,0.086
1.0736000e-06,0.206,0.158,0.086
1.0740000e-06,0.206,0.158,0.086
1.0744000e-06,0.208,0.156,0.086
1.0748000e-06,0.212,0.16,0.084
1.0752000e-06,0.212,0.16,0.088
1.0756000e-06,0.21,0.16,0.09
1.0760000e-06,0.208,0.158,0.084
1.0764000e-06,0.21,0.156,0.084
1.0768000e-06,0.214,0.158,0.09
1.0772000e-06,0.212,0.156,0.09
1.0776000e-06,0.212,0.156,0.088
1.0780000e-06,0.214,0.156,0.086
1.0784000e-06,0.21,0.154,0.088
1.0788000e-06,0.21,0.154,0.086
1.0792000e-06,0.21,0.152,0.086
1.0796000e-06,0.206,0.154,0.088
1.0800000e-06,0.208,0.152,0.086
1.0804000e-06,0.21,0.152,0.086
1.0808000e-06,0.208,0.144,0.086
1.0812000e-06,0.206,0.146,0.084
1.0816000e-06,0.206,0.148,0.084
1.0820000e-06,0.206,0.152,0.086
1.0824000e-06,0.202,0.152,0.09
1.0828000e-06,0.206,0.152,0.088
1.0832000e-06,0.206,0.156,0.084
1.0836000e-06,0.208,0.156,0.084
1.0840000e-06,0.21,0.158,0.09
1.0844000e-06,0.208,0.158,0.088
1.0848000e-06,0.21,0.16,0.084
1.0852000e-06,0.212,0.16,0.088
1.0856000e-06,0.212,0.16,0.088
1.0860000e-06,0.208,0.156,0.088
1.0864000e-06,0.21,0.16,0.09
1.0868000e-06,0.21,0.156,0.086
1.0872000e-06,0.212,0.158,0.092
1.0876000e-06,0.212,0.158,0.088
1.0880000e-06,0.21,0.156,0.088
1.0884000e-06,0.21,0.154,0.09
1.0888000e-06,0.21,0.156,0.088
1.0892000e-06,0.208,0.152,0.09
1.0896000e-06,0.206,0.156,0.086
1.0900000e-06,0.208,0.154,0.09
1.0904000e-06,0.208,0.15,0.09
1.0908000e-06,0.204,0.15,0.084
1.0912000e-06,0.206,0.152,0.088
1.0916000e-06,0.206,0.152,0.088
1.0920000e-06,0.204,0.15,0.088
1.0924000e-06,0.204,0.154,0.086
1.0928000e-06,0.208,0.152,0.086
1.0932000e-06,0.206,0.154,0.086
1.0936000e-06,0.208,0.154,0.09
1.0940000e-06,0.208,0.154,0.088
1.0944000e-06,0.208,0.16,0.088
1.0948000e-06,0.21,0.158,0.086
1.0952000e-06,0.214,0.16,0.086
1.0956000e-06,0.21,0.162,0.086
1.0960000e-06,0.21,0.164,0.086
1.0964000e-06,0.208,0.162,0.084
1.0968000e-06,0.21,0.16,0.088
1.0972000e-06,0.21,0.16,0.09
1.0976000e-06,0.212,0.158,0.092
1.0980000e-06,0.214,0.156,0.088
1.0984000e-06,0.21,0.156,0.09
1.0988000e-06,0.21,0.154,0.092
1.0992000e-06,0.21,0.152,0.09
1.0996000e-06,0.208,0.152,0.088
1.1000000e-06,0.206,0.152,0.088
1.1004000e-06,0.204,0.154,0.084
1.1008000e-06,0.204,0.148,0.084
1.1012000e-06,0.204,0.15,0.086
1.1016000e-06,0.204,0.152,0.086
1.1020000e-06,0.204,0.156,0.086
1.1024000e-06,0.208,0.158,0.086
1.1028000e-06,0.212,0.158,0.09
1.1032000e-06,0.212,0.156,0.09
1.1036000e-06,0.212,0.16,0.088
1.1040000e-06,0.214,0.16,0.084
1.1044000e-06,0.214,0.158,0.084
1.1048000e-06,0.214,0.158,0.086
1.1052000e-06,0.214,0.156,0.088
1.1056000e-06,0.214,0.158,0.088
1.1060000e-06,0.21,0.16,0.09
1.1064000e-06,0.21,0.158,0.09
1.1068000e-06,0.208,0.158,0.088
1.1072000e-06,0.212,0.156,0.092
1.1076000e-06,0.21,0.158,0.09
1.1080000e-06,0.208,0.158,0.092
1.1084000e-06,0.208,0.156,0.09
1.1088000e-06,0.206,0.154,0.088
1.1092000e-06,0.208,0.154,0.09
1.1096000e-06,0.208,0.154,0.088
1.1100000e-06,0.21,0.158,0.088
1.1104000e-06,0.204,0.154,0.086
1.1108000e-06,0.208,0.154,0.088
1.1112000e-06,0.208,0.154,0.09
1.1116000e-06,0.21,0.154,0.086
1.1120000e-06,0.208,0.158,0.086
1.1124000e-06,0.21,0.16,0.084
1.1128000e-06,0.212,0.16,0.09
1.1132000e-06,0.214,0.158,0.088
1.1136000e-06,0.212,0.162,0.082
1.1140000e-06,0.212,0.16,0.084
