Model,DPO3034
Firmware Version,2.16

Point Format,Y,,
5.0400000e-08,0.216,0.172,0.072
5.0800000e-08,0.218,0.178,0.074
5.1200000e-08,0.22,0.182,0.074
5.1600000e-08,0.218,0.184,0.074
5.2000000e-08,0.218,0.184,0.076
5.2400000e-08,0.216,0.182,0.076
5.2800000e-08,0.216,0.182,0.074
5.3200000e-08,0.212,0.178,0.076
5.3600000e-08,0.212,0.178,0.076
5.4000000e-08,0.208,0.176,0.076
5.4400000e-08,0.208,0.176,0.076
5.4800000e-08,0.204,0.174,0.08
5.5200000e-08,0.202,0.172,0.078
5.5600000e-08,0.206,0.17,0.08
5.6000000e-08,0.202,0.168,0.08
5.6400000e-08,0.2,0.164,0.078
5.6800000e-08,0.202,0.164,0.08
5.7200000e-08,0.206,0.16,0.078
5.7600000e-08,0.204,0.16,0.078
5.8000000e-08,0.208,0.162,0.08
5.8400000e-08,0.21,0.162,0.08
5.8800000e-08,0.21,0.162,0.08
5.9200000e-08,0.212,0.164,0.08
5.9600000e-08,0.214,0.164,0.078
6.0000000e-08,0.216,0.168,0.08
6.0400000e-08,0.216,0.168,0.08
6.0800000e-08,0.22,0.176,0.08
6.1200000e-08,0.218,0.174,0.084
6.1600000e-08,0.22,0.176,0.082
6.2000000e-08,0.22,0.174,0.082
6.2400000e-08,0.22,0.174,0.084
6.2800000e-08,0.218,0.172,0.082
6.3200000e-08,0.218,0.172,0.084
6.3600000e-08,0.214,0.17,0.086
6.4000000e-08,0.21,0.172,0.09
6.4400000e-08,0.206,0.172,0.088
6.4800000e-08,0.204,0.164,0.086
6.5200000e-08,0.204,0.162,0.086
6.5600000e-08,0.202,0.16,0.086
6.6000000e-08,0.202,0.158,0.088
6.6400000e-08,0.204,0.156,0.088
6.6800000e-08,0.202,0.152,0.088
6.7200000e-08,0.204,0.152,0.088
6.7600000e-08,0.208,0.154,0.086
6.8000000e-08,0.208,0.152,0.082
6.8400000e-08,0.208,0.152,0.088
6.8800000e-08,0.212,0.158,0.086
6.9200000e-08,0.218,0.158,0.084
6.9600000e-08,0.214,0.16,0.088
7.0000000e-08,0.214,0.164,0.088
7.0400000e-08,0.218,0.162,0.088
7.0800000e-08,0.22,0.166,0.09
7.1200000e-08,0.22,0.164,0.092
7.1600000e-08,0.22,0.164,0.088
7.2000000e-08,0.22,0.164,0.092
7.2400000e-08,0.218,0.168,0.09
7.2800000e-08,0.218,0.164,0.09
7.3200000e-08,0.214,0.164,0.092
7.3600000e-08,0.208,0.162,0.092
7.4000000e-08,0.212,0.162,0.092
7.4400000e-08,0.208,0.158,0.094
7.4800000e-08,0.206,0.156,0.094
7.5200000e-08,0.2,0.154,0.094
7.5600000e-08,0.2,0.152,0.096
7.6000000e-08,0.2,0.15,0.096
7.6400000e-08,0.2,0.15,0.096
7.6800000e-08,0.204,0.144,0.096
7.7200000e-08,0.204,0.148,0.094
7.7600000e-08,0.204,0.146,0.092
7.8000000e-08,0.206,0.146,0.094
7.8400000e-08,0.206,0.15,0.096
7.8800000e-08,0.212,0.152,0.096
7.9200000e-08,0.212,0.154,0.096
7.9600000e-08,0.216,0.156,0.096
8.0000000e-08,0.218,0.158,0.098
8.0400000e-08,0.22,0.16,0.098
8.0800000e-08,0.224,0.156,0.098
8.1200000e-08,0.222,0.16,0.1
8.1600000e-08,0.222,0.162,0.102
8.2000000e-08,0.218,0.162,0.102
8.2400000e-08,0.216,0.16,0.106
8.2800000e-08,0.214,0.16,0.104
8.3200000e-08,0.212,0.16,0.106
8.3600000e-08,0.208,0.158,0.106
8.4000000e-08,0.212,0.156,0.106
8.4400000e-08,0.204,0.152,0.108
8.4800000e-08,0.206,0.15,0.106
8.5200000e-08,0.2,0.152,0.104
8.5600000e-08,0.2,0.152,0.108
8.6000000e-08,0.202,0.152,0.106
8.6400000e-08,0.204,0.146,0.106
8.6800000e-08,0.202,0.146,0.104
8.7200000e-08,0.204,0.146,0.104
8.7600000e-08,0.204,0.146,0.106
8.8000000e-08,0.204,0.15,0.108
8.8400000e-08,0.208,0.152,0.106
8.8800000e-08,0.21,0.154,0.106
8.9200000e-08,0.214,0.156,0.106
8.9600000e-08,0.214,0.156,0.104
9.0000000e-08,0.216,0.158,0.106
9.0400000e-08,0.218,0.16,0.108
9.0800000e-08,0.218,0.162,0.108
9.1200000e-08,0.216,0.162,0.106
9.1600000e-08,0.214,0.164,0.106
9.2000000e-08,0.212,0.162,0.108
9.2400000e-08,0.212,0.162,0.11
9.2800000e-08,0.21,0.162,0.112
9.3200000e-08,0.212,0.162,0.11
9.3600000e-08,0.206,0.164,0.112
9.4000000e-08,0.202,0.16,0.11
9.4400000e-08,0.204,0.16,0.108
9.4800000e-08,0.202,0.156,0.108
9.5200000e-08,0.198,0.154,0.11
9.5600000e-08,0.2,0.152,0.11
9.6000000e-08,0.202,0.154,0.112
9.6400000e-08,0.202,0.152,0.114
9.6800000e-08,0.202,0.152,0.112
9.7200000e-08,0.202,0.154,0.112
9.7600000e-08,0.206,0.156,0.11
9.8000000e-08,0.206,0.158,0.112
9.8400000e-08,0.21,0.16,0.112
9.8800000e-08,0.212,0.162,0.112
9.9200000e-08,0.212,0.164,0.114
9.9600000e-08,0.216,0.164,0.114
1.0000000e-07,0.214,0.164,0.112
1.0040000e-07,0.216,0.166,0.112
1.0080000e-07,0.218,0.168,0.114
1.0120000e-07,0.218,0.17,0.114
1.0160000e-07,0.216,0.166,0.114
1.0200000e-07,0.214,0.168,0.112
1.0240000e-07,0.212,0.168,0.114
1.0280000e-07,0.214,0.168,0.116
1.0320000e-07,0.212,0.164,0.114
1.0360000e-07,0.212,0.158,0.116
1.0400000e-07,0.21,0.158,0.116
1.0440000e-07,0.21,0.156,0.116
1.0480000e-07,0.206,0.156,0.114
1.0520000e-07,0.208,0.154,0.112
1.0560000e-07,0.21,0.154,0.112
1.0600000e-07,0.206,0.15,0.112
1.0640000e-07,0.206,0.15,0.114
1.0680000e-07,0.208,0.152,0.112
1.0720000e-07,0.208,0.156,0.112
1.0760000e-07,0.212,0.156,0.116
1.0800000e-07,0.214,0.16,0.114
1.0840000e-07,0.214,0.162,0.112
1.0880000e-07,0.218,0.166,0.112
1.0920000e-07,0.22,0.168,0.112
1.0960000e-07,0.222,0.166,0.114
1.1000000e-07,0.222,0.17,0.114
1.1040000e-07,0.224,0.172,0.114
1.1080000e-07,0.222,0.172,0.108
1.1120000e-07,0.222,0.172,0.112
1.1160000e-07,0.218,0.17,0.112
1.1200000e-07,0.218,0.168,0.112
1.1240000e-07,0.216,0.17,0.112
1.1280000e-07,0.214,0.172,0.112
1.1320000e-07,0.218,0.168,0.114
1.1360000e-07,0.214,0.168,0.112
1.1400000e-07,0.21,0.164,0.112
1.1440000e-07,0.206,0.162,0.112
1.1480000e-07,0.206,0.16,0.11
1.1520000e-07,0.206,0.16,0.11
1.1560000e-07,0.208,0.158,0.11
1.1600000e-07,0.208,0.158,0.112
1.1640000e-07,0.208,0.16,0.11
1.1680000e-07,0.21,0.158,0.11
1.1720000e-07,0.208,0.162,0.11
1.1760000e-07,0.212,0.16,0.112
1.1800000e-07,0.214,0.162,0.112
1.1840000e-07,0.214,0.164,0.108
1.1880000e-07,0.216,0.166,0.11
1.1920000e-07,0.218,0.168,0.112
1.1960000e-07,0.218,0.172,0.108
1.2000000e-07,0.218,0.174,0.108
1.2040000e-07,0.216,0.176,0.106
1.2080000e-07,0.218,0.178,0.106
1.2120000e-07,0.214,0.178,0.108
1.2160000e-07,0.214,0.178,0.108
1.2200000e-07,0.212,0.176,0.108
1.2240000e-07,0.212,0.176,0.108
1.2280000e-07,0.208,0.172,0.108
1.2320000e-07,0.208,0.168,0.108
1.2360000e-07,0.204,0.168,0.108
1.2400000e-07,0.204,0.17,0.11
1.2440000e-07,0.204,0.166,0.108
1.2480000e-07,0.204,0.162,0.106
1.2520000e-07,0.204,0.162,0.106
1.2560000e-07,0.204,0.164,0.106
1.2600000e-07,0.204,0.164,0.106
1.2640000e-07,0.208,0.162,0.104
1.2680000e-07,0.208,0.164,0.106
1.2720000e-07,0.208,0.164,0.108
1.2760000e-07,0.208,0.166,0.106
1.2800000e-07,0.214,0.168,0.104
1.2840000e-07,0.21,0.17,0.102
1.2880000e-07,0.214,0.17,0.104
1.2920000e-07,0.212,0.17,0.102
1.2960000e-07,0.21,0.176,0.102
1.3000000e-07,0.214,0.176,0.106
1.3040000e-07,0.216,0.178,0.108
1.3080000e-07,0.21,0.172,0.104
1.3120000e-07,0.21,0.176,0.102
1.3160000e-07,0.208,0.18,0.106
1.3200000e-07,0.208,0.176,0.108
1.3240000e-07,0.21,0.176,0.106
1.3280000e-07,0.21,0.174,0.104
1.3320000e-07,0.204,0.172,0.102
1.3360000e-07,0.204,0.166,0.102
1.3400000e-07,0.202,0.164,0.102
1.3440000e-07,0.206,0.164,0.104
1.3480000e-07,0.204,0.164,0.104
1.3520000e-07,0.204,0.162,0.106
1.3560000e-07,0.204,0.16,0.106
1.3600000e-07,0.206,0.16,0.106
1.3640000e-07,0.21,0.16,0.106
1.3680000e-07,0.212,0.162,0.1
1.3720000e-07,0.216,0.164,0.104
1.3760000e-07,0.214,0.166,0.106
1.3800000e-07,0.214,0.166,0.104
1.3840000e-07,0.218,0.17,0.102
1.3880000e-07,0.218,0.166,0.104
1.3920000e-07,0.218,0.166,0.106
1.3960000e-07,0.218,0.168,0.104
1.4000000e-07,0.216,0.172,0.106
1.4040000e-07,0.214,0.172,0.102
1.4080000e-07,0.212,0.17,0.102
1.4120000e-07,0.21,0.168,0.104
1.4160000e-07,0.208,0.172,0.106
1.4200000e-07,0.208,0.17,0.104
1.4240000e-07,0.208,0.17,0.102
1.4280000e-07,0.204,0.168,0.102
1.4320000e-07,0.204,0.164,0.106
1.4360000e-07,0.204,0.162,0.106
1.4400000e-07,0.206,0.162,0.104
1.4440000e-07,0.206,0.16,0.106
1.4480000e-07,0.208,0.158,0.106
1.4520000e-07,0.208,0.16,0.104
1.4560000e-07,0.212,0.162,0.102
1.4600000e-07,0.214,0.158,0.106
1.4640000e-07,0.216,0.16,0.102
1.4680000e-07,0.218,0.16,0.102
1.4720000e-07,0.218,0.16,0.104
1.4760000e-07,0.218,0.16,0.106
1.4800000e-07,0.22,0.162,0.104
1.4840000e-07,0.22,0.16,0.102
1.4880000e-07,0.224,0.164,0.106
1.4920000e-07,0.222,0.168,0.104
1.4960000e-07,0.222,0.166,0.106
1.5000000e-07,0.22,0.164,0.106
1.5040000e-07,0.216,0.164,0.104
1.5080000e-07,0.214,0.166,0.106
1.5120000e-07,0.214,0.166,0.104
1.5160000e-07,0.214,0.164,0.104
1.5200000e-07,0.212,0.164,0.104
1.5240000e-07,0.212,0.16,0.102
1.5280000e-07,0.21,0.162,0.104
1.5320000e-07,0.208,0.16,0.104
1.5360000e-07,0.208,0.162,0.104
1.5400000e-07,0.208,0.16,0.102
1.5440000e-07,0.208,0.162,0.102
1.5480000e-07,0.212,0.158,0.104
1.5520000e-07,0.212,0.158,0.1
1.5560000e-07,0.214,0.16,0.102
1.5600000e-07,0.218,0.156,0.1
1.5640000e-07,0.218,0.156,0.1
1.5680000e-07,0.222,0.158,0.104
1.5720000e-07,0.224,0.16,0.104
1.5760000e-07,0.224,0.166,0.106
1.5800000e-07,0.224,0.168,0.102
1.5840000e-07,0.222,0.166,0.102
1.5880000e-07,0.224,0.164,0.104
1.5920000e-07,0.224,0.168,0.104
1.5960000e-07,0.22,0.17,0.102
1.6000000e-07,0.22,0.166,0.102
1.6040000e-07,0.216,0.168,0.102
1.6080000e-07,0.214,0.168,0.104
1.6120000e-07,0.214,0.164,0.102
1.6160000e-07,0.212,0.164,0.102
1.6200000e-07,0.21,0.164,0.1
1.6240000e-07,0.21,0.162,0.102
1.6280000e-07,0.208,0.162,0.1
1.6320000e-07,0.206,0.158,0.1
1.6360000e-07,0.206,0.158,0.102
1.6400000e-07,0.212,0.158,0.1
1.6440000e-07,0.21,0.162,0.1
1.6480000e-07,0.21,0.162,0.102
1.6520000e-07,0.212,0.164,0.1
1.6560000e-07,0.212,0.164,0.1
1.6600000e-07,0.216,0.162,0.102
1.6640000e-07,0.22,0.164,0.102
1.6680000e-07,0.22,0.164,0.102
1.6720000e-07,0.222,0.168,0.1
1.6760000e-07,0.226,0.168,0.102
1.6800000e-07,0.222,0.168,0.1
1.6840000e-07,0.222,0.17,0.102
1.6880000e-07,0.222,0.17,0.104
1.6920000e-07,0.22,0.17,0.104
1.6960000e-07,0.22,0.17,0.1
1.7000000e-07,0.218,0.17,0.1
1.7040000e-07,0.216,0.172,0.1
1.7080000e-07,0.216,0.168,0.102
1.7120000e-07,0.212,0.168,0.102
1.7160000e-07,0.208,0.164,0.1
1.7200000e-07,0.208,0.162,0.098
1.7240000e-07,0.204,0.162,0.096
1.7280000e-07,0.208,0.166,0.096
1.7320000e-07,0.206,0.166,0.1
1.7360000e-07,0.206,0.166,0.098
1.7400000e-07,0.208,0.164,0.1
1.7440000e-07,0.208,0.162,0.096
1.7480000e-07,0.206,0.164,0.096
1.7520000e-07,0.212,0.166,0.096
1.7560000e-07,0.214,0.166,0.098
1.7600000e-07,0.216,0.172,0.098
1.7640000e-07,0.216,0.17,0.096
1.7680000e-07,0.216,0.172,0.1
1.7720000e-07,0.218,0.172,0.1
1.7760000e-07,0.22,0.174,0.096
1.7800000e-07,0.216,0.178,0.094
1.7840000e-07,0.216,0.178,0.098
1.7880000e-07,0.216,0.174,0.1
1.7920000e-07,0.214,0.178,0.098
1.7960000e-07,0.218,0.174,0.098
1.8000000e-07,0.212,0.17,0.1
1.8040000e-07,0.21,0.17,0.098
1.8080000e-07,0.212,0.17,0.096
1.8120000e-07,0.21,0.17,0.096
1.8160000e-07,0.208,0.17,0.096
1.8200000e-07,0.206,0.168,0.094
1.8240000e-07,0.208,0.168,0.094
1.8280000e-07,0.208,0.164,0.096
1.8320000e-07,0.204,0.166,0.092
1.8360000e-07,0.204,0.164,0.096
1.8400000e-07,0.208,0.166,0.094
1.8440000e-07,0.212,0.164,0.094
1.8480000e-07,0.216,0.164,0.096
1.8520000e-07,0.214,0.164,0.096
1.8560000e-07,0.216,0.166,0.096
1.8600000e-07,0.214,0.166,0.094
1.8640000e-07,0.218,0.17,0.094
1.8680000e-07,0.22,0.172,0.092
1.8720000e-07,0.222,0.17,0.094
1.8760000e-07,0.218,0.17,0.096
1.8800000e-07,0.218,0.17,0.096
1.8840000e-07,0.22,0.172,0.096
1.8880000e-07,0.222,0.176,0.096
1.8920000e-07,0.218,0.178,0.096
1.8960000e-07,0.216,0.174,0.096
1.9000000e-07,0.218,0.17,0.094
1.9040000e-07,0.216,0.168,0.092
1.9080000e-07,0.214,0.17,0.096
1.9120000e-07,0.212,0.168,0.094
1.9160000e-07,0.21,0.168,0.094
1.9200000e-07,0.21,0.166,0.096
1.9240000e-07,0.208,0.164,0.094
1.9280000e-07,0.208,0.162,0.094
1.9320000e-07,0.208,0.16,0.092
1.9360000e-07,0.208,0.16,0.092
1.9400000e-07,0.212,0.16,0.092
1.9440000e-07,0.21,0.158,0.09
1.9480000e-07,0.214,0.16,0.09
1.9520000e-07,0.216,0.158,0.092
1.9560000e-07,0.218,0.158,0.094
1.9600000e-07,0.22,0.16,0.092
1.9640000e-07,0.22,0.16,0.094
1.9680000e-07,0.22,0.162,0.094
1.9720000e-07,0.22,0.166,0.096
1.9760000e-07,0.222,0.168,0.092
1.9800000e-07,0.218,0.17,0.092
1.9840000e-07,0.218,0.168,0.094
1.9880000e-07,0.218,0.17,0.094
1.9920000e-07,0.218,0.164,0.092
1.9960000e-07,0.216,0.166,0.092
2.0000000e-07,0.214,0.166,0.094
2.0040000e-07,0.212,0.164,0.096
2.0080000e-07,0.208,0.162,0.094
2.0120000e-07,0.208,0.16,0.092
2.0160000e-07,0.206,0.16,0.092
2.0200000e-07,0.206,0.16,0.094
2.0240000e-07,0.202,0.162,0.096
2.0280000e-07,0.21,0.16,0.094
2.0320000e-07,0.212,0.158,0.096
2.0360000e-07,0.208,0.156,0.092
2.0400000e-07,0.208,0.154,0.094
2.0440000e-07,0.212,0.154,0.094
2.0480000e-07,0.214,0.152,0.092
2.0520000e-07,0.216,0.152,0.092
2.0560000e-07,0.218,0.154,0.09
2.0600000e-07,0.22,0.154,0.092
2.0640000e-07,0.22,0.158,0.092
2.0680000e-07,0.22,0.158,0.096
2.0720000e-07,0.218,0.16,0.096
2.0760000e-07,0.214,0.16,0.094
2.0800000e-07,0.216,0.158,0.096
2.0840000e-07,0.218,0.156,0.094
2.0880000e-07,0.214,0.158,0.094
2.0920000e-07,0.208,0.16,0.092
2.0960000e-07,0.206,0.16,0.092
2.1000000e-07,0.208,0.16,0.094
2.1040000e-07,0.208,0.162,0.092
2.1080000e-07,0.206,0.16,0.094
2.1120000e-07,0.206,0.16,0.092
2.1160000e-07,0.204,0.158,0.096
2.1200000e-07,0.202,0.158,0.092
2.1240000e-07,0.202,0.162,0.092
2.1280000e-07,0.206,0.158,0.092
2.1320000e-07,0.208,0.156,0.096
2.1360000e-07,0.21,0.154,0.094
2.1400000e-07,0.21,0.152,0.094
2.1440000e-07,0.212,0.15,0.09
2.1480000e-07,0.212,0.152,0.088
2.1520000e-07,0.214,0.152,0.09
2.1560000e-07,0.218,0.152,0.094
2.1600000e-07,0.218,0.156,0.09
2.1640000e-07,0.224,0.156,0.094
2.1680000e-07,0.222,0.156,0.09
2.1720000e-07,0.22,0.158,0.094
2.1760000e-07,0.218,0.158,0.092
2.1800000e-07,0.218,0.158,0.092
2.1840000e-07,0.216,0.158,0.094
2.1880000e-07,0.216,0.156,0.092
2.1920000e-07,0.212,0.156,0.09
2.1960000e-07,0.212,0.156,0.09
2.2000000e-07,0.212,0.156,0.09
2.2040000e-07,0.208,0.156,0.092
2.2080000e-07,0.208,0.154,0.09
2.2120000e-07,0.208,0.156,0.09
2.2160000e-07,0.206,0.156,0.09
2.2200000e-07,0.206,0.156,0.09
2.2240000e-07,0.208,0.156,0.09
2.2280000e-07,0.21,0.156,0.09
2.2320000e-07,0.21,0.156,0.086
2.2360000e-07,0.212,0.156,0.088
2.2400000e-07,0.21,0.154,0.09
2.2440000e-07,0.216,0.154,0.09
2.2480000e-07,0.216,0.154,0.09
2.2520000e-07,0.216,0.152,0.088
2.2560000e-07,0.218,0.154,0.086
2.2600000e-07,0.22,0.152,0.086
2.2640000e-07,0.222,0.154,0.09
2.2680000e-07,0.222,0.154,0.088
2.2720000e-07,0.22,0.15,0.092
2.2760000e-07,0.222,0.152,0.086
2.2800000e-07,0.22,0.152,0.086
2.2840000e-07,0.218,0.154,0.086
2.2880000e-07,0.216,0.154,0.09
2.2920000e-07,0.218,0.154,0.088
2.2960000e-07,0.214,0.154,0.084
2.3000000e-07,0.208,0.152,0.088
2.3040000e-07,0.214,0.154,0.088
2.3080000e-07,0.212,0.154,0.086
2.3120000e-07,0.206,0.154,0.086
2.3160000e-07,0.208,0.154,0.086
2.3200000e-07,0.208,0.154,0.086
2.3240000e-07,0.208,0.156,0.086
2.3280000e-07,0.21,0.156,0.088
2.3320000e-07,0.21,0.154,0.086
2.3360000e-07,0.212,0.156,0.084
2.3400000e-07,0.214,0.15,0.084
2.3440000e-07,0.216,0.152,0.084
2.3480000e-07,0.216,0.154,0.082
2.3520000e-07,0.222,0.152,0.078
2.3560000e-07,0.218,0.152,0.082
2.3600000e-07,0.222,0.154,0.084
2.3640000e-07,0.218,0.152,0.084
2.3680000e-07,0.218,0.154,0.08
2.3720000e-07,0.218,0.15,0.084
2.3760000e-07,0.218,0.152,0.084
2.3800000e-07,0.216,0.154,0.082
2.3840000e-07,0.214,0.154,0.082
2.3880000e-07,0.212,0.152,0.082
2.3920000e-07,0.212,0.148,0.084
2.3960000e-07,0.208,0.15,0.084
2.4000000e-07,0.208,0.15,0.084
2.4040000e-07,0.208,0.152,0.082
2.4080000e-07,0.208,0.152,0.084
2.4120000e-07,0.204,0.152,0.08
2.4160000e-07,0.204,0.152,0.08
2.4200000e-07,0.208,0.148,0.082
2.4240000e-07,0.206,0.15,0.084
2.4280000e-07,0.208,0.152,0.082
2.4320000e-07,0.208,0.154,0.08
2.4360000e-07,0.21,0.15,0.08
2.4400000e-07,0.212,0.154,0.082
2.4440000e-07,0.214,0.152,0.082
2.4480000e-07,0.214,0.154,0.08
2.4520000e-07,0.214,0.152,0.08
2.4560000e-07,0.214,0.154,0.08
2.4600000e-07,0.214,0.154,0.078
2.4640000e-07,0.218,0.154,0.08
2.4680000e-07,0.214,0.154,0.08
2.4720000e-07,0.218,0.152,0.08
2.4760000e-07,0.214,0.152,0.076
2.4800000e-07,0.21,0.154,0.08
2.4840000e-07,0.208,0.156,0.082
2.4880000e-07,0.204,0.156,0.08
2.4920000e-07,0.202,0.154,0.076
2.4960000e-07,0.206,0.15,0.08
2.5000000e-07,0.206,0.152,0.08
2.5040000e-07,0.204,0.154,0.08
2.5080000e-07,0.202,0.152,0.08
2.5120000e-07,0.202,0.15,0.08
2.5160000e-07,0.202,0.148,0.08
2.5200000e-07,0.2,0.148,0.08
2.5240000e-07,0.206,0.146,0.084
2.5280000e-07,0.204,0.148,0.084
2.5320000e-07,0.204,0.152,0.082
2.5360000e-07,0.206,0.154,0.084
2.5400000e-07,0.206,0.15,0.08
2.5440000e-07,0.208,0.154,0.076
2.5480000e-07,0.212,0.154,0.08
2.5520000e-07,0.21,0.154,0.078
2.5560000e-07,0.21,0.152,0.082
2.5600000e-07,0.21,0.152,0.078
2.5640000e-07,0.208,0.152,0.08
2.5680000e-07,0.21,0.154,0.082
2.5720000e-07,0.21,0.152,0.08
2.5760000e-07,0.206,0.154,0.08
2.5800000e-07,0.206,0.154,0.08
2.5840000e-07,0.204,0.152,0.08
2.5880000e-07,0.206,0.154,0.084
2.5920000e-07,0.204,0.154,0.082
2.5960000e-07,0.204,0.152,0.082
2.6000000e-07,0.2,0.154,0.084
2.6040000e-07,0.202,0.154,0.08
2.6080000e-07,0.2,0.154,0.082
2.6120000e-07,0.2,0.152,0.08
2.6160000e-07,0.202,0.15,0.08
2.6200000e-07,0.202,0.15,0.082
2.6240000e-07,0.206,0.15,0.084
2.6280000e-07,0.204,0.15,0.084
2.6320000e-07,0.21,0.148,0.082
2.6360000e-07,0.21,0.146,0.078
2.6400000e-07,0.212,0.146,0.082
2.6440000e-07,0.212,0.148,0.082
2.6480000e-07,0.214,0.152,0.08
2.6520000e-07,0.214,0.15,0.08
2.6560000e-07,0.214,0.15,0.082
2.6600000e-07,0.214,0.152,0.08
2.6640000e-07,0.212,0.15,0.08
2.6680000e-07,0.214,0.152,0.082
2.6720000e-07,0.216,0.15,0.082
2.6760000e-07,0.214,0.154,0.082
2.6800000e-07,0.21,0.152,0.078
2.6840000e-07,0.21,0.152,0.084
2.6880000e-07,0.21,0.154,0.08
2.6920000e-07,0.208,0.154,0.08
2.6960000e-07,0.206,0.152,0.084
2.7000000e-07,0.212,0.154,0.082
2.7040000e-07,0.206,0.152,0.084
2.7080000e-07,0.208,0.152,0.086
2.7120000e-07,0.208,0.15,0.086
2.7160000e-07,0.212,0.152,0.082
2.7200000e-07,0.212,0.154,0.084
2.7240000e-07,0.21,0.15,0.084
2.7280000e-07,0.212,0.15,0.08
2.7320000e-07,0.212,0.15,0.082
2.7360000e-07,0.214,0.148,0.08
2.7400000e-07,0.216,0.152,0.082
2.7440000e-07,0.218,0.15,0.084
2.7480000e-07,0.22,0.152,0.082
2.7520000e-07,0.22,0.152,0.082
2.7560000e-07,0.216,0.15,0.082
2.7600000e-07,0.218,0.152,0.082
2.7640000e-07,0.22,0.152,0.082
2.7680000e-07,0.218,0.154,0.082
2.7720000e-07,0.216,0.154,0.084
2.7760000e-07,0.214,0.154,0.082
2.7800000e-07,0.212,0.154,0.082
2.7840000e-07,0.21,0.154,0.08
2.7880000e-07,0.206,0.158,0.08
2.7920000e-07,0.206,0.158,0.08
2.7960000e-07,0.2,0.156,0.08
2.8000000e-07,0.2,0.156,0.082
2.8040000e-07,0.206,0.154,0.084
2.8080000e-07,0.206,0.154,0.084
2.8120000e-07,0.204,0.156,0.082
2.8160000e-07,0.206,0.154,0.08
2.8200000e-07,0.204,0.152,0.08
2.8240000e-07,0.206,0.152,0.08
2.8280000e-07,0.206,0.152,0.082
2.8320000e-07,0.208,0.156,0.084
2.8360000e-07,0.212,0.156,0.08
2.8400000e-07,0.212,0.154,0.084
2.8440000e-07,0.214,0.152,0.082
2.8480000e-07,0.214,0.152,0.078
2.8520000e-07,0.212,0.15,0.078
2.8560000e-07,0.216,0.152,0.078
2.8600000e-07,0.212,0.154,0.078
2.8640000e-07,0.212,0.152,0.078
2.8680000e-07,0.212,0.152,0.08
2.8720000e-07,0.212,0.152,0.082
2.8760000e-07,0.212,0.152,0.082
2.8800000e-07,0.208,0.152,0.08
2.8840000e-07,0.204,0.154,0.08
2.8880000e-07,0.202,0.154,0.082
2.8920000e-07,0.202,0.154,0.078
2.8960000e-07,0.2,0.154,0.08
2.9000000e-07,0.2,0.158,0.08
2.9040000e-07,0.202,0.158,0.084
2.9080000e-07,0.2,0.158,0.08
2.9120000e-07,0.202,0.158,0.08
2.9160000e-07,0.202,0.16,0.08
2.9200000e-07,0.204,0.162,0.078
2.9240000e-07,0.204,0.16,0.08
2.9280000e-07,0.206,0.164,0.08
2.9320000e-07,0.208,0.156,0.08
2.9360000e-07,0.208,0.154,0.08
2.9400000e-07,0.212,0.156,0.076
2.9440000e-07,0.212,0.16,0.078
2.9480000e-07,0.212,0.154,0.082
2.9520000e-07,0.216,0.156,0.08
2.9560000e-07,0.216,0.154,0.08
2.9600000e-07,0.214,0.158,0.08
2.9640000e-07,0.214,0.158,0.08
2.9680000e-07,0.21,0.154,0.082
2.9720000e-07,0.21,0.15,0.082
2.9760000e-07,0.212,0.154,0.082
2.9800000e-07,0.212,0.154,0.08
2.9840000e-07,0.212,0.156,0.08
2.9880000e-07,0.204,0.154,0.076
2.9920000e-07,0.206,0.15,0.078
2.9960000e-07,0.204,0.154,0.082
3.0000000e-07,0.202,0.154,0.082
3.0040000e-07,0.2,0.152,0.08
3.0080000e-07,0.2,0.152,0.08
3.0120000e-07,0.202,0.156,0.082
3.0160000e-07,0.202,0.16,0.08
3.0200000e-07,0.202,0.16,0.082
3.0240000e-07,0.202,0.158,0.082
3.0280000e-07,0.204,0.158,0.082
3.0320000e-07,0.206,0.156,0.082
3.0360000e-07,0.208,0.158,0.08
3.0400000e-07,0.21,0.158,0.08
3.0440000e-07,0.212,0.158,0.082
3.0480000e-07,0.214,0.156,0.084
3.0520000e-07,0.218,0.156,0.08
3.0560000e-07,0.218,0.156,0.08
3.0600000e-07,0.218,0.154,0.082
3.0640000e-07,0.214,0.158,0.084
3.0680000e-07,0.214,0.154,0.078
3.0720000e-07,0.214,0.15,0.08
3.0760000e-07,0.214,0.15,0.08
3.0800000e-07,0.212,0.152,0.084
3.0840000e-07,0.212,0.15,0.082
3.0880000e-07,0.206,0.146,0.084
3.0920000e-07,0.206,0.146,0.082
3.0960000e-07,0.202,0.148,0.08
3.1000000e-07,0.2,0.148,0.08
3.1040000e-07,0.2,0.15,0.082
3.1080000e-07,0.2,0.148,0.082
3.1120000e-07,0.202,0.152,0.08
3.1160000e-07,0.204,0.15,0.08
3.1200000e-07,0.204,0.154,0.08
3.1240000e-07,0.2,0.152,0.084
3.1280000e-07,0.204,0.156,0.084
3.1320000e-07,0.21,0.156,0.084
3.1360000e-07,0.21,0.154,0.082
3.1400000e-07,0.21,0.156,0.08
3.1440000e-07,0.212,0.16,0.082
3.1480000e-07,0.214,0.158,0.082
3.1520000e-07,0.214,0.158,0.084
3.1560000e-07,0.214,0.156,0.084
3.1600000e-07,0.212,0.152,0.086
