Tiempo (s),Setpoint (K),Sensor 1 (K),Sensor 2 (K),dT/dt 1 (K/min),dT/dt 2 (K/Min),Potencia (W),Voltaje A (V),Voltaje B (V),Corriente (A),Resistencia A (Ohm),Resistencia B (Ohm)
219.9453125,299.7731226,305.4210000,26.8170000,-0.7708908,-0.4368381,0.0000000,0.1001010,0.0000954,NaN,1049.0227209,NaN
221.1054687,299.7828475,305.4120000,26.8240000,0.0000000,-0.4364730,0.0000000,0.1001000,0.0000954,NaN,1048.9023201,NaN
222.2675781,299.7925968,305.4070000,26.8340000,-1.1587594,-0.4377536,0.0000000,0.1001010,0.0000953,NaN,1050.7162328,NaN
223.4580078,299.8022648,305.3950000,26.7430000,0.4392262,-0.3617157,0.0000000,0.1000810,0.0000953,NaN,1049.7052715,NaN
224.6250000,299.8119491,305.3900000,26.7210000,-2.0658531,-0.4335741,0.0000000,0.1000960,0.0000953,NaN,1050.2734912,NaN
225.7841797,299.8218693,305.3820000,26.6770000,-2.8760232,-0.4326761,0.0000000,0.1000890,0.0000954,NaN,1049.6691763,NaN
226.9560547,299.8315942,305.3740000,26.7980000,-1.7023678,-0.3353149,0.0000000,0.1000950,0.0000953,NaN,1050.8506962,NaN
228.1152344,299.8412541,305.3650000,26.6900000,1.9819355,-0.4118307,0.0000000,0.1000710,0.0000953,NaN,1049.5585542,NaN
229.2783203,299.8510197,305.3590000,26.5110000,0.3346125,-0.4375702,0.0000000,0.1001030,0.0000954,NaN,1049.2141087,NaN
230.4560547,299.8606795,305.3510000,26.7270000,-7.4151724,-0.3875526,0.0000000,0.1000980,0.0000953,NaN,1050.2338679,NaN
231.6259766,299.8703719,305.3430000,26.7660000,0.9483855,-0.3588486,0.0000000,0.1000980,0.0000953,NaN,1050.8347532,NaN
232.7900391,299.8801864,305.3340000,26.8240000,6.5171381,-0.4089185,0.0000000,0.1000880,0.0000954,NaN,1049.6289678,NaN
233.9580078,299.8899357,305.3210000,26.9580000,2.4935900,-0.4370209,0.0000000,0.1001080,0.0000954,NaN,1049.4645119,NaN
235.1269531,299.8996362,305.3160000,26.8560000,4.9398995,-0.5660302,0.0000000,0.1001110,0.0000953,NaN,1050.7638455,NaN
236.2880859,299.9093693,305.3070000,26.8370000,0.8215963,-0.4621479,0.0000000,0.1000940,0.0000953,NaN,1050.2822606,NaN
237.4882812,299.9191105,305.2960000,26.7960000,-3.1157754,-0.3605029,0.0000000,0.1000640,0.0000953,NaN,1049.6337548,NaN
238.6503906,299.9287866,305.2900000,26.8540000,-1.5245658,-0.5081886,0.0000000,0.1000930,0.0000952,NaN,1051.3142347,NaN
239.8154297,299.9387882,305.2830000,26.9110000,0.4317817,-0.4317817,0.0000000,0.1000840,0.0000952,NaN,1051.2716013,NaN
240.9843750,299.9484725,305.2710000,26.8500000,2.9650021,-0.3351742,0.0000000,0.1000880,0.0000953,NaN,1050.0595385,NaN
242.1474609,299.9581812,305.2670000,26.7880000,-0.1028285,-0.4884351,0.0000000,0.1000680,0.0000953,NaN,1050.3136204,NaN
243.3408203,299.9679224,305.2580000,26.7370000,-3.1646231,-0.4116583,0.0000000,0.1000650,0.0000952,NaN,1051.1393777,NaN
244.5048828,299.9776147,305.2480000,26.6320000,-2.8772151,-0.3310070,0.0000000,0.1000860,0.0000953,NaN,1050.6999522,NaN
245.6689453,299.9875594,305.2430000,26.5380000,-3.9704391,-0.4835791,0.0000000,0.1001000,0.0000952,NaN,1051.0190475,NaN
246.8330078,299.9972599,305.2320000,26.7010000,-5.1285906,-0.3865772,0.0000000,0.1000930,0.0000953,NaN,1050.5605831,NaN
248.0029297,300.0000000,305.2220000,26.7930000,1.7782550,-0.4123490,0.0000000,0.1000690,0.0000951,NaN,1051.8321845,NaN
249.1699219,300.0000000,305.2190000,26.8590000,6.5553138,-0.5398494,0.0000000,0.1001030,0.0000953,NaN,1050.6423840,NaN
250.3740234,300.0000000,305.2080000,26.6360000,4.0566318,-0.3337735,0.0000000,0.1000930,0.0000953,NaN,1050.6333631,NaN
251.5351562,300.0000000,305.1990000,26.6950000,-3.9728501,-0.3542669,0.0000000,0.1000790,0.0000952,NaN,1051.1307541,NaN
252.6972656,300.0000000,305.1940000,26.7200000,-4.1602642,-0.5073493,0.0000000,0.1001080,0.0000952,NaN,1051.3238165,NaN
253.8603516,300.0000000,305.1840000,26.8180000,2.1693821,-0.3615637,0.0000000,0.1001180,0.0000953,NaN,1050.5440126,NaN
255.0244141,300.0000000,305.1750000,26.7820000,3.1739269,-0.3870643,0.0000000,0.1001060,0.0000952,NaN,1051.4264828,NaN
256.1894531,300.0000000,305.1680000,26.7880000,1.5985229,-0.4898699,0.0000000,0.1001010,0.0000951,NaN,1052.1276204,NaN
257.3505859,300.0000000,305.1590000,26.7760000,-0.7728302,-0.4121761,0.0000000,0.1001030,0.0000951,NaN,1052.2083625,NaN
258.5117187,300.0000000,305.1530000,26.5980000,-0.1547607,-0.4126952,0.0000000,0.1000640,0.0000951,NaN,1051.7575189,NaN
259.6757812,300.0000000,305.1440000,26.7090000,-4.9089992,-0.3875526,0.0000000,0.1000650,0.0000952,NaN,1051.5337165,NaN
260.8408203,300.0000000,305.1350000,26.6580000,-1.7288870,-0.3870643,0.0000000,0.1000900,0.0000952,NaN,1051.4771000,NaN
262.0039062,300.0000000,305.1270000,26.5300000,1.5456604,-0.4636981,0.0000000,0.1000680,0.0000951,NaN,1052.6614764,NaN
263.2197266,300.0000000,305.1210000,26.7270000,-4.6131544,-0.4381208,0.0000000,0.1000980,0.0000951,NaN,1052.2265917,NaN
264.3837891,300.0000000,305.1100000,26.6460000,1.7402956,-0.3531034,0.0000000,0.1000930,0.0000952,NaN,1051.3418413,NaN
265.5468750,300.0000000,305.1050000,26.7870000,2.9245137,-0.4285925,0.0000000,0.1000770,0.0000952,NaN,1051.4907598,NaN
266.7050781,300.0000000,305.0970000,26.6430000,1.5469576,-0.4125220,0.0000000,0.1000820,0.0000953,NaN,1050.7086998,NaN
267.8750000,300.0000000,305.0820000,26.5730000,-0.0775431,-0.3360202,0.0000000,0.1000800,0.0000952,NaN,1051.3168247,NaN
269.0390625,300.0000000,305.0800000,26.5650000,-5.5151678,-0.5927517,0.0000000,0.1000790,0.0000952,NaN,1051.0016015,NaN
270.2021484,300.0000000,305.0710000,26.5300000,-2.0051548,-0.4370209,0.0000000,0.1000740,0.0000952,NaN,1051.0837588,NaN
271.3730469,300.0000000,305.0610000,26.4420000,-1.1086530,-0.2836089,0.0000000,0.1000840,0.0000951,NaN,1052.2586173,NaN
272.5166016,300.0000000,305.0550000,26.4470000,-3.1619749,-0.4884351,0.0000000,0.1000950,0.0000951,NaN,1052.3499275,NaN
273.6884766,300.0000000,305.0470000,26.4670000,-2.1516962,-0.4147848,0.0000000,0.1000780,0.0000951,NaN,1052.3603923,NaN
274.8535156,300.0000000,305.0350000,26.5170000,0.6478279,-0.3627836,0.0000000,0.1000980,0.0000951,NaN,1052.8884537,NaN
276.0185547,300.0000000,305.0300000,26.3670000,1.7972420,-0.5134977,0.0000000,0.1000760,0.0000952,NaN,1051.6592563,NaN
277.1894531,300.0000000,305.0230000,26.4970000,-2.5750210,-0.4377536,0.0000000,0.1000890,0.0000952,NaN,1051.5085711,NaN
278.3554687,300.0000000,305.0130000,26.4920000,-0.5137124,-0.3082274,0.0000000,0.1000850,0.0000951,NaN,1052.5823156,NaN
279.5166016,300.0000000,305.0060000,26.5240000,3.2093606,-0.4364730,0.0000000,0.1000980,0.0000952,NaN,1051.5909702,NaN
280.6894531,300.0000000,304.9990000,26.5440000,0.6961309,-0.4383047,0.0000000,0.1000790,0.0000952,NaN,1051.4322335,NaN
281.8515625,300.0000000,304.9850000,26.6040000,1.3367699,-0.3598996,0.0000000,0.1000820,0.0000951,NaN,1051.9610883,NaN
283.0253906,300.0000000,304.9780000,26.5150000,2.0557089,-0.5396236,0.0000000,0.1000710,0.0000950,NaN,1053.1461466,NaN
284.1894531,300.0000000,304.9710000,26.5530000,-0.7448829,-0.5393980,0.0000000,0.1000850,0.0000952,NaN,1051.6234309,NaN
285.3535156,300.0000000,304.9600000,26.3580000,-1.3088722,-0.3592982,0.0000000,0.1000800,0.0000952,NaN,1051.5896783,NaN
286.5078125,300.0000000,304.9560000,26.5010000,-4.0461745,-0.4638926,0.0000000,0.1000700,0.0000951,NaN,1052.3061457,NaN
287.6718750,300.0000000,304.9440000,26.5330000,-1.3457793,-0.3882056,0.0000000,0.1000800,0.0000951,NaN,1052.4810284,NaN
288.8681641,300.0000000,304.9370000,26.5200000,4.5290649,-0.4140859,0.0000000,0.1000930,0.0000951,NaN,1052.4019258,NaN
290.0322266,300.0000000,304.9280000,26.5600000,0.4829789,-0.4829789,0.0000000,0.1000970,0.0000951,NaN,1052.5125943,NaN
291.2001953,300.0000000,304.9200000,26.4570000,0.6863384,-0.4067191,0.0000000,0.1000850,0.0000951,NaN,1052.4871232,NaN
292.3740234,300.0000000,304.9110000,26.4210000,-1.6209045,-0.4373869,0.0000000,0.1000990,0.0000951,NaN,1052.3267060,NaN
293.5390625,300.0000000,304.9040000,26.5390000,-3.5613678,-0.4355630,0.0000000,0.1001020,0.0000952,NaN,1051.8153171,NaN
294.7031250,300.0000000,304.8930000,26.4040000,2.1035825,-0.4104551,0.0000000,0.1000750,0.0000952,NaN,1051.7393767,NaN
295.8769531,300.0194173,304.8860000,26.2260000,-0.4379371,-0.4636981,0.0000000,0.1000770,0.0000951,NaN,1052.2093589,NaN
297.0390625,300.0388184,304.8790000,26.2990000,-8.0328822,-0.4619549,0.0000000,0.1000830,0.0000950,NaN,1053.2413985,NaN
298.2021484,300.0583822,304.8680000,26.3420000,-2.6969900,-0.3595987,0.0000000,0.1001000,0.0000950,NaN,1053.7851521,NaN
299.3710937,300.0777507,304.8600000,26.3870000,2.9932969,-0.4644771,0.0000000,0.1000870,0.0000950,NaN,1053.7891853,NaN
300.5380859,300.0971354,304.8550000,26.5280000,2.2641206,-0.4888442,0.0000000,0.1000980,0.0000950,NaN,1053.2451859,NaN
301.7031250,300.1166178,304.8440000,26.3730000,4.7775251,-0.3339130,0.0000000,0.1000940,0.0000950,NaN,1053.2551850,NaN
302.8603516,300.1360677,304.8350000,26.3730000,-0.3602010,-0.4116583,0.0000000,0.1000940,0.0000950,NaN,1054.0992808,NaN
304.0371094,300.1554850,304.8290000,26.2650000,-4.0047098,-0.5167368,0.0000000,0.1000720,0.0000950,NaN,1053.1489123,NaN
305.2001953,300.1747721,304.8190000,26.4560000,-2.7763682,-0.3856067,0.0000000,0.1000740,0.0000950,NaN,1052.9117786,NaN
306.3623047,300.1943848,304.8080000,26.4510000,2.1283472,-0.4102838,0.0000000,0.1000780,0.0000950,NaN,1053.1721552,NaN
307.5253906,300.2137695,304.8020000,26.4720000,4.7995968,-0.5418900,0.0000000,0.1000890,0.0000951,NaN,1053.0130952,NaN
308.7226562,300.2331380,304.7930000,26.5290000,0.4128685,-0.4386728,0.0000000,0.1000640,0.0000950,NaN,1053.5436967,NaN
309.8896484,300.2525228,304.7840000,26.6010000,1.9827555,-0.3812991,0.0000000,0.1000860,0.0000949,NaN,1054.1449173,NaN
311.0488281,300.2724772,304.7780000,26.6120000,3.2737546,-0.4568030,0.0000000,0.1000980,0.0000950,NaN,1053.6908866,NaN
312.2119141,300.2919271,304.7680000,26.5690000,2.1408564,-0.3869018,0.0000000,0.1000890,0.0000951,NaN,1052.7971086,NaN
313.3769531,300.3112467,304.7610000,26.5890000,-0.8267788,-0.4133894,0.0000000,0.1000860,0.0000950,NaN,1053.3250683,NaN
314.5771484,300.3306315,304.7560000,26.6190000,-0.5927517,-0.4381208,0.0000000,0.1000790,0.0000949,NaN,1054.2199769,NaN
315.7539062,300.3500488,304.7480000,26.5550000,1.2683732,-0.3044096,0.0000000,0.1000650,0.0000950,NaN,1053.4998747,NaN
316.9238281,300.3700521,304.7390000,26.5040000,-0.8582416,-0.3281512,0.0000000,0.1000630,0.0000950,NaN,1053.8460647,NaN
318.0869141,300.3896647,304.7330000,26.4820000,-2.9403246,-0.4346567,0.0000000,0.1000700,0.0000949,NaN,1054.4606203,NaN
319.2529297,300.4091634,304.7260000,26.5820000,-1.8774048,-0.3857681,0.0000000,0.1000820,0.0000949,NaN,1054.7159869,NaN
320.4208984,300.4285482,304.7180000,26.6330000,2.0093585,-0.3348931,0.0000000,0.1001050,0.0000950,NaN,1053.7812118,NaN
321.5888672,300.4479818,304.7140000,26.5670000,3.8817741,-0.3856067,0.0000000,0.1000850,0.0000949,NaN,1054.4375718,NaN
322.7626953,300.4674479,304.7080000,26.6670000,-0.3852843,-0.3082274,0.0000000,0.1001000,0.0000949,NaN,1054.8134160,NaN
323.9384766,300.4869141,304.6980000,26.7030000,0.8711259,-0.2562135,0.0000000,0.1001000,0.0000948,NaN,1055.6599615,NaN
325.1015625,300.5064779,304.6980000,26.8280000,3.4729177,-0.4085786,0.0000000,0.1001090,0.0000949,NaN,1054.6893108,NaN
326.2705078,300.5260742,304.6890000,26.7750000,4.1302046,-0.2565344,0.0000000,0.1001000,0.0000949,NaN,1055.1080511,NaN
327.4541016,300.5454590,304.6830000,26.6480000,1.8524623,-0.2315578,0.0000000,0.1001080,0.0000949,NaN,1055.1022925,NaN
328.6259766,300.5649414,304.6820000,26.6950000,-4.5907846,-0.3825654,0.0000000,0.1000840,0.0000949,NaN,1054.2049066,NaN
329.7910156,300.5846680,304.6770000,26.6640000,-2.0378109,-0.1783085,0.0000000,0.1001240,0.0000951,NaN,1053.3658070,NaN
330.9550781,300.6041992,304.6720000,26.5570000,0.4107982,-0.1540493,0.0000000,0.1001150,0.0000948,NaN,1055.5242776,NaN
332.1259766,300.6236165,304.6720000,26.6020000,-3.5550189,-0.2576101,0.0000000,0.1000930,0.0000949,NaN,1054.9942345,NaN
333.2919922,300.6430176,304.6680000,26.5040000,-1.5931744,-0.1284818,0.0000000,0.1000960,0.0000950,NaN,1053.3737722,NaN
334.4589844,300.6625326,304.6640000,26.6250000,-1.3607689,-0.1026995,0.0000000,0.1000860,0.0000948,NaN,1055.5690904,NaN
335.6298828,300.6819661,304.6570000,26.6350000,0.5915111,-0.2057430,0.0000000,0.1000720,0.0000948,NaN,1055.2344678,NaN
336.7988281,300.7014160,304.6500000,26.5360000,3.3620050,-0.2823058,0.0000000,0.1000750,0.0000949,NaN,1054.9412785,NaN
337.9697266,300.7209310,304.6480000,26.4560000,-2.2822037,-0.3589983,0.0000000,0.1000930,0.0000949,NaN,1054.9030602,NaN
339.1533203,300.7404134,304.6500000,26.5510000,-4.5900501,-0.2307846,0.0000000,0.1000800,0.0000949,NaN,1054.0761720,NaN
340.3671875,300.7599284,304.6460000,26.4460000,0.3822480,0.0000000,0.0000000,0.1000490,0.0000948,NaN,1055.2923891,NaN
341.5292969,300.7796549,304.6410000,26.3890000,-0.2502648,-0.0500530,0.0000000,0.1000830,0.0000948,NaN,1055.7311890,NaN
342.6953125,300.7998861,304.6410000,26.3250000,-4.0909494,-0.2272750,0.0000000,0.1000780,0.0000949,NaN,1054.9184130,NaN
343.8603516,300.8192546,304.6370000,26.4500000,-3.1183893,-0.1288591,0.0000000,0.1000760,0.0000949,NaN,1054.0640174,NaN
345.0263672,300.8386882,304.6320000,26.4540000,1.5701047,-0.1029577,0.0000000,0.1000540,0.0000949,NaN,1054.6009541,NaN
346.1875000,300.8581055,304.6350000,26.4040000,3.3203854,-0.2316548,0.0000000,0.1000590,0.0000949,NaN,1054.2958296,NaN
347.3535156,300.8775391,304.6300000,26.4020000,-1.1860008,-0.0515653,0.0000000,0.1000760,0.0000948,NaN,1055.5782919,NaN
348.5156250,300.8968913,304.6250000,26.4330000,-1.3406966,-0.0515653,0.0000000,0.1000870,0.0000949,NaN,1054.7809069,NaN
349.6865234,300.9163249,304.6250000,26.4160000,0.7473826,-0.2577181,0.0000000,0.1000730,0.0000949,NaN,1054.2078561,NaN
350.8515625,300.9356934,304.6220000,26.4490000,0.3600502,-0.1285894,0.0000000,0.1000670,0.0000949,NaN,1054.8903069,NaN
352.0185547,300.9552083,304.6190000,26.4100000,0.4109699,-0.0770569,0.0000000,0.1000530,0.0000948,NaN,1054.9173172,NaN
353.1894531,300.9746257,304.6190000,26.3580000,-0.1543719,-0.1543719,0.0000000,0.1000720,0.0000949,NaN,1054.7139724,NaN
354.3535156,300.9940755,304.6190000,26.2310000,-2.3354386,-0.0769925,0.0000000,0.1000700,0.0000949,NaN,1054.0063723,NaN
355.5195312,301.0135905,304.6130000,26.2370000,-4.5996487,0.0000000,0.0000000,0.1000660,0.0000948,NaN,1055.2657832,NaN
356.6923828,301.0329915,304.6140000,26.2330000,-3.1157754,-0.1545013,0.0000000,0.1000680,0.0000949,NaN,1054.6784837,NaN
357.8759766,301.0524251,304.6080000,26.3530000,0.0513069,-0.1282672,0.0000000,0.1000670,0.0000949,NaN,1054.1646388,NaN
359.0400391,301.0719727,304.6020000,26.3730000,2.9536013,-0.1273104,0.0000000,0.1000820,0.0000949,NaN,1054.1249926,NaN
360.2031250,301.0916992,304.6040000,26.4460000,3.5780366,-0.3066889,0.0000000,0.1000650,0.0000948,NaN,1055.8520573,NaN
361.3779297,301.1111003,304.6010000,26.4080000,2.3977843,-0.1031305,0.0000000,0.1000620,0.0000949,NaN,1054.3274398,NaN
362.5478516,301.1304850,304.6060000,26.3650000,0.8982456,-0.0256642,0.0000000,0.1000640,0.0000949,NaN,1054.7052456,NaN
363.7343750,301.1500651,304.6110000,26.4350000,-2.0727364,0.0511787,0.0000000,0.1000490,0.0000947,NaN,1056.0420352,NaN
364.9003906,301.1695638,304.6120000,26.5630000,0.6874762,0.2546208,0.0000000,0.1001030,0.0000948,NaN,1055.8563994,NaN
366.0976562,301.1893392,304.6070000,26.5610000,5.0498630,0.1530262,0.0000000,0.1001120,0.0000948,NaN,1055.6785217,NaN
367.2617187,301.2087728,304.6100000,26.4150000,3.1989421,-0.1015537,0.0000000,0.1000850,0.0000948,NaN,1056.1489003,NaN
368.4257812,301.2287272,304.6100000,26.2380000,-3.7605955,-0.0508189,0.0000000,0.1000950,0.0000949,NaN,1054.9741724,NaN
369.5898437,301.2481283,304.6020000,26.6240000,-8.3242953,0.0773154,0.0000000,0.1000890,0.0000950,NaN,1053.8812574,NaN
370.7587891,301.2675293,304.6060000,26.4820000,5.3863087,-0.2061745,0.0000000,0.1000800,0.0000948,NaN,1055.9980754,NaN
371.9199219,301.2869303,304.6030000,26.4210000,6.2751612,-0.1028715,0.0000000,0.1000810,0.0000948,NaN,1055.8003030,NaN
373.0839844,301.3064128,304.5990000,26.3620000,-5.2272925,0.0257502,0.0000000,0.1000630,0.0000948,NaN,1054.9693619,NaN
374.2509766,301.3257650,304.6010000,26.4520000,-3.0965141,-0.1806300,0.0000000,0.1000790,0.0000949,NaN,1055.0757579,NaN
375.4130859,301.3451660,304.5990000,26.4940000,0.7979221,-0.0514788,0.0000000,0.1000790,0.0000949,NaN,1054.4021307,NaN
376.5732422,301.3646159,304.5980000,26.4290000,3.4004528,0.0000000,0.0000000,0.1000890,0.0000949,NaN,1054.8297754,NaN
377.7392578,301.3839844,304.5970000,26.3900000,-0.5942473,-0.0775105,0.0000000,0.1000700,0.0000949,NaN,1054.2273389,NaN
378.9033203,301.4033203,304.6000000,26.3230000,-2.6825189,-0.0515869,0.0000000,0.1000880,0.0000948,NaN,1055.6603256,NaN
380.0683594,301.4227539,304.5960000,26.4070000,-2.7295222,0.0515004,0.0000000,0.1000410,0.0000948,NaN,1054.8197103,NaN
381.2392578,301.4421549,304.5940000,26.4720000,0.4379371,-0.0257610,0.0000000,0.1000580,0.0000949,NaN,1054.3897252,NaN
382.4082031,301.4615723,304.5970000,26.4860000,3.8271572,-0.1541137,0.0000000,0.1000760,0.0000947,NaN,1056.2868892,NaN
383.5742187,301.4810872,304.5920000,26.4060000,2.0257763,0.0256427,0.0000000,0.1000700,0.0000948,NaN,1055.2144910,NaN
384.7392578,301.5005697,304.5920000,26.2870000,-1.6959598,-0.0513927,0.0000000,0.1000860,0.0000949,NaN,1054.8092752,NaN
385.9013672,301.5200033,304.5910000,26.3110000,-5.1221450,-0.1286971,0.0000000,0.1000870,0.0000949,NaN,1054.3175752,NaN
387.0654297,301.5394206,304.5860000,26.4080000,-2.4493496,-0.0257826,0.0000000,0.1000640,0.0000949,NaN,1054.2763071,NaN
388.2314453,301.5587891,304.5840000,26.2580000,3.1210076,-0.1547607,0.0000000,0.1000740,0.0000948,NaN,1056.0707129,NaN
389.3994141,301.5781901,304.5870000,26.3110000,-1.3647611,-0.1802515,0.0000000,0.1000700,0.0000948,NaN,1056.0441033,NaN
390.5654297,301.5976237,304.5840000,26.2840000,-2.4935900,0.0257071,0.0000000,0.1000830,0.0000949,NaN,1054.6042718,NaN
391.7675781,301.6170898,304.5810000,26.3690000,0.6683849,0.0000000,0.0000000,0.1000680,0.0000948,NaN,1055.5273101,NaN
392.9433594,301.6365234,304.5830000,26.4190000,1.4694928,-0.1520165,0.0000000,0.1000640,0.0000947,NaN,1056.4456870,NaN
394.1064453,301.6565592,304.5790000,26.2460000,3.4063244,-0.0252320,0.0000000,0.1000350,0.0000948,NaN,1054.7297568,NaN
395.2714844,301.6761556,304.5770000,26.4290000,-3.1553737,-0.0513069,0.0000000,0.1000500,0.0000948,NaN,1055.1805092,NaN
396.4404297,301.6955404,304.5770000,26.2950000,0.2577181,-0.1546309,0.0000000,0.1000610,0.0000947,NaN,1056.6460535,NaN
397.6123047,301.7149577,304.5750000,26.4340000,1.2596485,-0.0514142,0.0000000,0.1000620,0.0000949,NaN,1054.3774334,NaN
398.7783203,301.7344401,304.5730000,26.3850000,0.1281602,-0.0512641,0.0000000,0.1000890,0.0000948,NaN,1055.3369436,NaN
399.9443359,301.7539714,304.5730000,26.5060000,2.3097744,-0.1026566,0.0000000,0.1000650,0.0000948,NaN,1055.9088794,NaN
401.1025391,301.7734049,304.5720000,26.4510000,1.8524623,-0.0514573,0.0000000,0.1000580,0.0000947,NaN,1056.0478577,NaN
402.2539062,301.7928385,304.5690000,26.3610000,1.7037983,-0.0258151,0.0000000,0.1000650,0.0000949,NaN,1054.7002223,NaN
403.4238281,301.8121419,304.5700000,26.4240000,-3.7669345,-0.1039154,0.0000000,0.1000590,0.0000947,NaN,1056.0494953,NaN
404.5878906,301.8313314,304.5680000,26.4210000,-0.6978881,-0.0516954,0.0000000,0.1000680,0.0000948,NaN,1055.0476610,NaN
405.7373047,301.8508301,304.5650000,26.4220000,1.5424268,-0.0257071,0.0000000,0.1000720,0.0000949,NaN,1054.8562791,NaN
406.9208984,301.8702311,304.5660000,26.3750000,-0.0518700,-0.1296750,0.0000000,0.1000530,0.0000948,NaN,1055.2522141,NaN
408.0830078,301.8893880,304.5660000,26.3200000,-1.1830222,-0.0514357,0.0000000,0.1000680,0.0000948,NaN,1055.8280085,NaN
409.2509766,301.9091146,304.5650000,26.3780000,-2.6090258,0.0255787,0.0000000,0.1000560,0.0000948,NaN,1054.9789808,NaN
410.4179687,301.9284831,304.5630000,26.2160000,0.0772506,-0.0257502,0.0000000,0.1000660,0.0000948,NaN,1055.0888695,NaN
411.5800781,301.9479492,304.5640000,26.3350000,-2.6724216,-0.0770891,0.0000000,0.1000700,0.0000947,NaN,1056.2402828,NaN
412.7451172,301.9673991,304.5640000,26.1560000,-1.1077233,-0.0257610,0.0000000,0.1000630,0.0000949,NaN,1054.8981821,NaN
413.9404297,301.9867676,304.5630000,26.1480000,-1.5469576,0.0257826,0.0000000,0.1000660,0.0000949,NaN,1054.5029190,NaN
415.1074219,302.0061849,304.5620000,26.3580000,-4.7535292,-0.0254199,0.0000000,0.1000770,0.0000947,NaN,1056.2829505,NaN
416.2705078,302.0261068,304.5590000,26.3130000,5.1305829,-0.0507979,0.0000000,0.1000910,0.0000949,NaN,1054.8152801,NaN
417.4384766,302.0455566,304.5580000,26.2780000,4.2487846,-0.1030008,0.0000000,0.1000680,0.0000948,NaN,1056.0029379,NaN
418.6376953,302.0649414,304.5600000,26.2720000,-2.0591537,-0.1029577,0.0000000,0.1000740,0.0000948,NaN,1055.9481364,NaN
419.8095703,302.0844076,304.5630000,26.2980000,-1.0392079,0.0253465,0.0000000,0.1001010,0.0000948,NaN,1055.9489099,NaN
420.9775391,302.1043945,304.5580000,26.4090000,0.5060956,0.1265239,0.0000000,0.1000850,0.0000949,NaN,1055.0511423,NaN
422.1386719,302.1239258,304.5620000,26.4570000,3.5130551,-0.0512855,0.0000000,0.1000850,0.0000947,NaN,1056.3172171,NaN
423.3046875,302.1433919,304.5600000,26.2920000,4.0960000,-0.0257610,0.0000000,0.1000860,0.0000949,NaN,1054.7948237,NaN
424.4697266,302.1627441,304.5550000,26.4430000,-3.0165674,0.0515653,0.0000000,0.1000730,0.0000948,NaN,1056.0367570,NaN
425.6328125,302.1821777,304.5590000,26.4840000,-0.3603519,-0.1801760,0.0000000,0.1000850,0.0000947,NaN,1056.9597661,NaN
426.7978516,302.2015951,304.5590000,26.3040000,4.9481879,-0.0257718,0.0000000,0.1000710,0.0000948,NaN,1055.6658530,NaN
427.9609375,302.2209798,304.5530000,26.3630000,-3.5822819,0.1030872,0.0000000,0.1000810,0.0000948,NaN,1055.7657759,NaN
429.1210937,302.2403971,304.5540000,26.4400000,-3.1183893,-0.1546309,0.0000000,0.1000860,0.0000948,NaN,1055.8096112,NaN
430.2851562,302.2597819,304.5540000,26.4040000,3.5123329,-0.1291299,0.0000000,0.1000700,0.0000949,NaN,1054.6528772,NaN
431.4384766,302.2791178,304.5560000,26.3670000,1.0584202,0.0258151,0.0000000,0.1000740,0.0000948,NaN,1055.9681924,NaN
432.6025391,302.2985189,304.5540000,26.4380000,-1.8900632,0.0517826,0.0000000,0.1000760,0.0000948,NaN,1055.6840754,NaN
433.7666016,302.3177409,304.5550000,26.4650000,0.8803034,0.0000000,0.0000000,0.1000790,0.0000948,NaN,1055.5308873,NaN
434.9394531,302.3371419,304.5510000,26.6120000,2.5256376,-0.0257718,0.0000000,0.1000870,0.0000948,NaN,1056.2469132,NaN
436.1015625,302.3565430,304.5510000,26.3820000,4.4674300,-0.0770247,0.0000000,0.1000820,0.0000948,NaN,1055.2408828,NaN
437.2666016,302.3760905,304.5510000,26.4370000,-2.1327980,-0.1027854,0.0000000,0.1000710,0.0000948,NaN,1055.6691939,NaN
438.4316406,302.3954590,304.5480000,26.5410000,-4.5119597,0.0000000,0.0000000,0.1000700,0.0000949,NaN,1054.3173066,NaN
439.5927734,302.4148763,304.5480000,26.6220000,4.0942833,-0.0772506,0.0000000,0.1000830,0.0000948,NaN,1055.5185259,NaN
440.7558594,302.4342936,304.5500000,26.6070000,4.7717884,-0.0773804,0.0000000,0.1000640,0.0000947,NaN,1056.2271209,NaN
