Tiempo (s),Setpoint (K),Sensor 1 (K),Sensor 2 (K),dT/dt 1 (K/min),dT/dt 2 (K/Min),Potencia (W),Voltaje A (V),Voltaje B (V),Corriente (A),Resistencia A (Ohm),Resistencia B (Ohm)
11439.7753906,299.4309082,305.9840000,25.3890000,0.4344473,-0.4115817,0.0000000,1.0001000,0.0010653,NaN,938.8053957,NaN
11441.0937500,299.4090332,305.9740000,25.3540000,7.5372491,-0.3426022,0.0000000,1.0000900,0.0010653,NaN,938.8312603,NaN
11442.5107422,299.3871257,305.9660000,25.4560000,2.8942433,-0.3418398,0.0000000,1.0000900,0.0010648,NaN,939.1839226,NaN
11443.8232422,299.3651530,305.9570000,25.4280000,1.4696466,-0.3948304,0.0000000,1.0000900,0.0010647,NaN,939.3603532,NaN
11445.1396484,299.3415365,305.9490000,25.3160000,1.6266762,-0.3736959,0.0000000,1.0000900,0.0010650,NaN,939.0428259,NaN
11446.4912109,299.3196615,305.9370000,25.3150000,-3.1952452,-0.3879941,0.0000000,1.0000900,0.0010648,NaN,939.2368448,NaN
11447.8085937,299.2977214,305.9290000,25.1910000,-2.5412592,-0.4497804,0.0000000,1.0000900,0.0010646,NaN,939.4132953,NaN
11449.1318359,299.2751953,305.9210000,25.2150000,-2.8100988,-0.4496158,0.0000000,1.0000900,0.0010651,NaN,938.9811094,NaN
11450.4472656,299.2532389,305.9130000,25.3610000,-2.2721893,-0.3635503,0.0000000,1.0000900,0.0010651,NaN,938.9811094,NaN
11451.7656250,299.2311849,305.9030000,25.3330000,3.8655811,-0.3638194,0.0000000,1.0000900,0.0010650,NaN,939.0780961,NaN
11453.0791016,299.2092611,305.8960000,25.3290000,2.6881424,-0.4100556,0.0000000,1.0000900,0.0010648,NaN,939.2456658,NaN
11454.3925781,299.1872884,305.8880000,25.3810000,-0.7295288,-0.3875622,0.0000000,1.0000900,0.0010647,NaN,939.2897730,NaN
11455.7070312,299.1653971,305.8790000,25.4050000,1.0963271,-0.3426022,0.0000000,1.0001000,0.0010645,NaN,939.4756371,NaN
11457.0195312,299.1435059,305.8700000,25.2970000,1.7352062,-0.3881382,0.0000000,1.0001000,0.0010650,NaN,939.0522155,NaN
11458.4365234,299.1215983,305.8580000,25.2870000,-1.9185725,-0.4111227,0.0000000,1.0000900,0.0010642,NaN,939.7840571,NaN
11459.7519531,299.0997233,305.8530000,25.2250000,-2.5938891,-0.4616243,0.0000000,1.0001000,0.0010641,NaN,939.8729419,NaN
11461.0673828,299.0761068,305.8460000,25.2350000,-1.5810150,-0.3732952,0.0000000,1.0001000,0.0010642,NaN,939.7669611,NaN
11462.3789062,299.0541829,305.8350000,25.2830000,-1.1859243,-0.2736748,0.0000000,1.0001000,0.0010649,NaN,939.1756740,NaN
11463.6923828,299.0322591,305.8300000,25.2800000,1.3247286,-0.4111227,0.0000000,1.0001000,0.0010642,NaN,939.7316395,NaN
11465.0048828,299.0104004,305.8210000,25.1520000,1.0285714,-0.3657143,0.0000000,1.0001000,0.0010644,NaN,939.6256906,NaN
11466.3183594,298.9885091,305.8110000,25.1290000,-2.9931722,-0.3198810,0.0000000,1.0000900,0.0010642,NaN,939.7752260,NaN
11467.6367187,298.9666341,305.8010000,25.1150000,-3.4501450,-0.4341242,0.0000000,1.0000900,0.0010639,NaN,940.0579024,NaN
11468.9482422,298.9447428,305.7940000,25.1460000,-0.8435176,-0.4559555,0.0000000,1.0001000,0.0010632,NaN,940.6685604,NaN
11470.2597656,298.9227702,305.7870000,25.2790000,0.3878500,-0.3878500,0.0000000,1.0000900,0.0010641,NaN,939.8635441,NaN
11471.5605469,298.9009115,305.7750000,25.2740000,3.7513626,-0.3202383,0.0000000,1.0001000,0.0010633,NaN,940.5977842,NaN
11472.8720703,298.8790527,305.7680000,25.3770000,2.9399327,-0.4363963,0.0000000,1.0000900,0.0010635,NaN,940.4026442,NaN
11474.2832031,298.8573730,305.7570000,25.4420000,2.2508860,-0.4363963,0.0000000,1.0000900,0.0010632,NaN,940.6237655,NaN
11475.6318359,298.8355143,305.7540000,25.4650000,3.7022669,-0.3966714,0.0000000,1.0000900,0.0010633,NaN,940.5618411,NaN
11476.9462891,298.8119954,305.7430000,25.3790000,1.9132059,-0.3043737,0.0000000,1.0001000,0.0010637,NaN,940.1998665,NaN
11478.2626953,298.7895182,305.7350000,25.4820000,-1.4194059,-0.3154235,0.0000000,1.0001000,0.0010627,NaN,941.1377217,NaN
11479.5820312,298.7676107,305.7260000,25.3060000,0.3877060,-0.4333185,0.0000000,1.0000900,0.0010638,NaN,940.1374357,NaN
11480.8994141,298.7456706,305.7170000,25.3660000,-1.6617710,-0.3869878,0.0000000,1.0000900,0.0010632,NaN,940.6414597,NaN
11482.2187500,298.7236816,305.7110000,25.2850000,-2.6396444,-0.4096000,0.0000000,1.0001000,0.0010630,NaN,940.7924443,NaN
11483.5302734,298.7017253,305.7010000,25.3900000,-0.4778667,-0.3413333,0.0000000,1.0000900,0.0010636,NaN,940.2523410,NaN
11484.8447266,298.6797363,305.6960000,25.3930000,0.5473497,-0.3648998,0.0000000,1.0000900,0.0010636,NaN,940.2788616,NaN
11486.1601562,298.6578776,305.6870000,25.3050000,2.4676534,-0.3427296,0.0000000,1.0001000,0.0010635,NaN,940.3766772,NaN
11487.4755859,298.6359701,305.6780000,25.2650000,-1.9392499,-0.3194059,0.0000000,1.0000900,0.0010631,NaN,940.7653378,NaN
11488.7978516,298.6140462,305.6690000,25.1940000,-2.9191982,-0.4105122,0.0000000,1.0001000,0.0010650,NaN,939.0522155,NaN
11490.2109375,298.5921224,305.6590000,25.2410000,-2.5249315,-0.4094484,0.0000000,1.0001000,0.0010638,NaN,940.0938120,NaN
11491.5234375,298.5700846,305.6540000,25.1480000,-0.5264406,-0.4167654,0.0000000,1.0000900,0.0010651,NaN,938.9987419,NaN
11492.8388672,298.5465332,305.6450000,25.3280000,-1.0126263,-0.3302042,0.0000000,1.0000900,0.0010646,NaN,939.3691764,NaN
11494.1484375,298.5246582,305.6340000,25.3600000,1.9863545,-0.3196433,0.0000000,1.0001000,0.0010636,NaN,940.2617427,NaN
11495.4609375,298.5027344,305.6250000,25.3670000,4.8457143,-0.4571429,0.0000000,1.0001000,0.0010648,NaN,939.2021337,NaN
11496.7753906,298.4809082,305.6180000,25.2530000,0.8924246,-0.4576536,0.0000000,1.0000900,0.0010645,NaN,939.5103713,NaN
11498.0908203,298.4590332,305.6140000,25.2800000,-2.4438959,-0.3654424,0.0000000,1.0001000,0.0010647,NaN,939.2991650,NaN
11499.4091797,298.4371257,305.6030000,25.2710000,-1.9848793,-0.2509618,0.0000000,1.0000900,0.0010634,NaN,940.5087695,NaN
11500.7197266,298.4152018,305.5930000,25.2340000,0.4100556,-0.3417130,0.0000000,1.0000900,0.0010644,NaN,939.5368500,NaN
11502.0312500,298.3932292,305.5850000,25.3020000,-1.0498663,-0.4792868,0.0000000,1.0000900,0.0010642,NaN,939.7928883,NaN
11503.3447266,298.3713867,305.5760000,25.2060000,0.7093631,-0.4118883,0.0000000,1.0001000,0.0010633,NaN,940.5712459,NaN
11504.6572266,298.3495280,305.5710000,25.1750000,-0.6400000,-0.3885714,0.0000000,1.0001000,0.0010631,NaN,940.7128009,NaN
11506.1083984,298.3276367,305.5600000,25.0230000,-2.9017776,-0.3198810,0.0000000,1.0001000,0.0010645,NaN,939.4668120,NaN
11507.4238281,298.3057617,305.5520000,25.0920000,-3.9729753,-0.3473640,0.0000000,1.0001000,0.0010627,NaN,941.0668749,NaN
11508.7382812,298.2815755,305.5480000,25.0810000,-1.8000424,-0.4120579,0.0000000,1.0001000,0.0010648,NaN,939.2285948,NaN
11510.0556641,298.2596517,305.5370000,25.0830000,1.3232529,-0.2737765,0.0000000,1.0000900,0.0010647,NaN,939.2985949,NaN
11511.3681641,298.2377441,305.5280000,25.1740000,-0.2051800,-0.3419666,0.0000000,1.0000900,0.0010637,NaN,940.2258219,NaN
11512.6796875,298.2157878,305.5200000,25.2150000,2.1217675,-0.4562941,0.0000000,1.0000900,0.0010641,NaN,939.8547115,NaN
11513.9921875,298.1939128,305.5110000,25.0520000,3.0182657,-0.3887160,0.0000000,1.0000900,0.0010634,NaN,940.4468601,NaN
11515.3085937,298.1720540,305.5050000,25.2540000,-2.7896092,-0.3887160,0.0000000,1.0000900,0.0010643,NaN,939.6516085,NaN
11516.6308594,298.1501790,305.4960000,25.1880000,0.8901040,-0.3423477,0.0000000,1.0000900,0.0010642,NaN,939.7752260,NaN
11517.9472656,298.1282389,305.4900000,25.2040000,3.0924648,-0.3410807,0.0000000,1.0000900,0.0010645,NaN,939.5191973,NaN
11519.2578125,298.1062012,305.4800000,25.1880000,-1.1369356,-0.3410807,0.0000000,1.0000900,0.0010644,NaN,939.5545033,NaN
11520.5761719,298.0842611,305.4730000,25.3690000,0.0000000,-0.3654424,0.0000000,1.0000900,0.0010641,NaN,939.8105512,NaN
11521.9873047,298.0624186,305.4630000,25.2550000,3.7658247,-0.3879941,0.0000000,1.0000800,0.0010643,NaN,939.6245561,NaN
11523.2998047,298.0404460,305.4550000,25.2960000,1.4728014,-0.3736959,0.0000000,1.0000800,0.0010636,NaN,940.2517793,NaN
11524.6142578,298.0169271,305.4460000,25.2940000,-1.6081463,-0.3965292,0.0000000,1.0000800,0.0010643,NaN,939.6510415,NaN
11525.9287109,297.9950521,305.4390000,25.4020000,0.8907658,-0.3882825,0.0000000,1.0000900,0.0010638,NaN,940.1462736,NaN
11527.2460937,297.9731445,305.4320000,25.4220000,2.4192571,-0.3651709,0.0000000,1.0001000,0.0010640,NaN,939.9701119,NaN
11528.5585937,297.9512370,305.4240000,25.4110000,2.9181150,-0.3191688,0.0000000,1.0001000,0.0010637,NaN,940.2087055,NaN
11529.8710937,297.9292806,305.4160000,25.4330000,0.2053323,-0.3422206,0.0000000,1.0001000,0.0010631,NaN,940.7481963,NaN
11531.1865234,297.9074056,305.4070000,25.3700000,0.2514286,-0.3657143,0.0000000,1.0000900,0.0010642,NaN,939.7399034,NaN
11532.4931641,297.8855306,305.4000000,25.3210000,-0.9360981,-0.3881382,0.0000000,1.0000900,0.0010645,NaN,939.5280236,NaN
11533.8076172,297.8636068,305.3930000,25.4560000,-2.5628603,-0.3661229,0.0000000,1.0001000,0.0010639,NaN,940.0231223,NaN
11535.1660156,297.8418294,305.3820000,25.3480000,1.9686438,-0.3204769,0.0000000,1.0000900,0.0010636,NaN,940.2788616,NaN
11536.4785156,297.8199219,305.3760000,25.2140000,0.6060943,-0.4040628,0.0000000,1.0000900,0.0010615,NaN,942.1834078,NaN
11537.9091797,297.7972819,305.3690000,25.1550000,-5.4363729,-0.3818940,0.0000000,1.0001000,0.0010625,NaN,941.3060256,NaN
11539.2226562,297.7754069,305.3610000,25.2500000,-4.2214026,-0.2843432,0.0000000,1.0001000,0.0010625,NaN,941.2528705,NaN
11540.5537109,297.7515625,305.3490000,25.3090000,0.7871317,-0.3279715,0.0000000,1.0001000,0.0010620,NaN,941.6960133,NaN
11541.8681641,297.7296712,305.3440000,25.3800000,3.4940030,-0.4537666,0.0000000,1.0000900,0.0010614,NaN,942.2366686,NaN
11543.1845703,297.7074870,305.3370000,25.4330000,2.9483942,-0.3855592,0.0000000,1.0001000,0.0010619,NaN,941.8112987,NaN
11544.4970703,297.6855794,305.3270000,25.2290000,2.8279733,-0.2736748,0.0000000,1.0001000,0.0010617,NaN,941.9709714,NaN
11545.7958984,297.6636393,305.3210000,25.3020000,-3.4463001,-0.3879941,0.0000000,1.0001000,0.0010630,NaN,940.8455474,NaN
11547.1142578,297.6417643,305.3150000,25.2620000,-3.0099626,-0.3676290,0.0000000,1.0000900,0.0010625,NaN,941.2611765,NaN
11548.4296875,297.6201172,305.3050000,25.2610000,0.7565373,-0.2751045,0.0000000,1.0000900,0.0010618,NaN,941.8728398,NaN
11549.7392578,297.5981445,305.2970000,25.1840000,-0.9340156,-0.3644939,0.0000000,1.0001000,0.0010627,NaN,941.0757302,NaN
11551.0546875,297.5762207,305.2870000,25.0680000,-1.7828571,-0.4114286,0.0000000,1.0000900,0.0010612,NaN,942.3698469,NaN
11552.3740234,297.5543945,305.2780000,25.2410000,-4.4114286,-0.4114286,0.0000000,1.0000900,0.0010616,NaN,942.0147883,NaN
11553.7841797,297.5324707,305.2710000,25.2480000,1.2980282,-0.4326761,0.0000000,1.0000900,0.0010610,NaN,942.6096628,NaN
11555.1103516,297.5104818,305.2670000,25.2560000,3.9567800,-0.3517138,0.0000000,1.0000900,0.0010619,NaN,941.8018816,NaN
11556.4228516,297.4869792,305.2600000,25.2530000,0.3289079,-0.2411991,0.0000000,1.0000900,0.0010606,NaN,942.9207169,NaN
11557.7353516,297.4648763,305.2500000,25.1800000,0.1136936,-0.2501258,0.0000000,1.0001000,0.0010631,NaN,940.7128009,NaN
11559.0527344,297.4430013,305.2420000,25.1910000,-1.7371429,-0.3885714,0.0000000,1.0001000,0.0010619,NaN,941.8379071,NaN
11560.3710937,297.4211263,305.2320000,25.2120000,-1.4145117,-0.4106647,0.0000000,1.0001000,0.0010624,NaN,941.3591867,NaN
11561.6767578,297.3991699,305.2260000,25.1390000,0.7284476,-0.4097518,0.0000000,1.0001000,0.0010625,NaN,941.2617293,NaN
11562.9902344,297.3771973,305.2190000,25.2150000,-1.1890138,-0.3658504,0.0000000,1.0001000,0.0010632,NaN,940.6862561,NaN
11564.3378906,297.3554362,305.2120000,25.1860000,0.0687248,-0.2978076,0.0000000,1.0000900,0.0010622,NaN,941.5447476,NaN
11565.6542969,297.3335449,305.2060000,25.1810000,1.0596991,-0.3156550,0.0000000,1.0000900,0.0010620,NaN,941.7131988,NaN
11566.9707031,297.3110840,305.1980000,25.2030000,-0.7657478,-0.2927859,0.0000000,1.0001000,0.0010609,NaN,942.6635122,NaN
11568.2880859,297.2891439,305.1860000,25.2650000,0.3874184,-0.3190504,0.0000000,1.0001000,0.0010612,NaN,942.4147907,NaN
11569.7128906,297.2672038,305.1790000,25.2540000,1.9135929,-0.4556174,0.0000000,1.0001000,0.0010617,NaN,941.9798436,NaN
11571.0136719,297.2452474,305.1740000,25.1940000,1.1158974,-0.4157265,0.0000000,1.0001000,0.0010606,NaN,942.9212551,NaN
11572.3251953,297.2215007,305.1650000,25.2140000,-1.5629667,-0.2641634,0.0000000,1.0001000,0.0010605,NaN,943.0190565,NaN
11573.6396484,297.1998210,305.1590000,25.3150000,-0.9187290,-0.3215551,0.0000000,1.0001000,0.0010626,NaN,941.2174371,NaN
11574.9531250,297.1779622,305.1500000,25.4090000,2.7646858,-0.3427296,0.0000000,1.0001000,0.0010626,NaN,941.1731491,NaN
11576.2724609,297.1560547,305.1430000,25.2640000,4.4521739,-0.3424749,0.0000000,1.0001000,0.0010605,NaN,943.0190565,NaN
11577.5898437,297.1341634,305.1360000,25.1880000,-1.1622552,-0.3646291,0.0000000,1.0001000,0.0010610,NaN,942.6368572,NaN
11578.9003906,297.1121745,305.1270000,25.3400000,-5.0289778,-0.3185778,0.0000000,1.0001000,0.0010622,NaN,941.5364338,NaN
11580.2128906,297.0902181,305.1200000,25.2870000,1.7352062,-0.3653066,0.0000000,1.0001100,0.0010613,NaN,942.3442947,NaN
11581.5273437,297.0683757,305.1090000,25.2260000,2.2645421,-0.3659866,0.0000000,1.0001100,0.0010613,NaN,942.3087795,NaN
11582.8398437,297.0465007,305.1020000,25.3760000,-2.6037770,-0.4111227,0.0000000,1.0001000,0.0010608,NaN,942.8234740,NaN
11584.1611328,297.0245931,305.0960000,25.5230000,2.0327732,-0.4111227,0.0000000,1.0000900,0.0010611,NaN,942.4852986,NaN
11585.5820312,297.0027181,305.0890000,25.4920000,6.7659177,-0.2961513,0.0000000,1.0001000,0.0010602,NaN,943.3125825,NaN
11586.8964844,296.9806966,305.0820000,25.3550000,2.5381197,-0.2844444,0.0000000,1.0001000,0.0010617,NaN,941.9709714,NaN
11588.2109375,296.9570150,305.0760000,25.3060000,-3.6850839,-0.3070903,0.0000000,1.0000900,0.0010616,NaN,942.0147883,NaN
11589.5224609,296.9351074,305.0660000,25.4330000,-4.2451114,-0.2967013,0.0000000,1.0000900,0.0010608,NaN,942.7873829,NaN
11590.8330078,296.9131999,305.0600000,25.3670000,1.7821941,-0.3655783,0.0000000,1.0000900,0.0010601,NaN,943.3832338,NaN
11592.1562500,296.8913411,305.0520000,25.4490000,1.3958436,-0.3661229,0.0000000,1.0000900,0.0010605,NaN,943.0807676,NaN
11593.5029297,296.8694987,305.0430000,25.1850000,0.3644939,-0.3189321,0.0000000,1.0000900,0.0010605,NaN,943.0363036,NaN
11594.8154297,296.8474447,305.0360000,25.3240000,-4.0900073,-0.3820337,0.0000000,1.0000900,0.0010622,NaN,941.4915650,NaN
11596.1298828,296.8250000,305.0300000,25.3980000,-2.8204187,-0.3610136,0.0000000,1.0001000,0.0010600,NaN,943.5261708,NaN
11597.4423828,296.8031250,305.0220000,25.3190000,4.8649517,-0.2969219,0.0000000,1.0001000,0.0010618,NaN,941.8733872,NaN
11598.7529297,296.7812174,305.0150000,25.3800000,-0.1142007,-0.3197621,0.0000000,1.0001000,0.0010614,NaN,942.2727230,NaN
11600.0693359,296.7593424,305.0070000,25.3650000,-0.4117349,-0.3431124,0.0000000,1.0001000,0.0010618,NaN,941.8822577,NaN
11601.4804687,296.7375000,304.9990000,25.3990000,1.0506468,-0.3426022,0.0000000,1.0001000,0.0010612,NaN,942.4680771,NaN
11602.7978516,296.7155599,304.9930000,25.2970000,0.4179592,-0.3519656,0.0000000,1.0001000,0.0010596,NaN,943.8645501,NaN
11604.1142578,296.6920410,304.9840000,25.2860000,-1.4953185,-0.3078597,0.0000000,1.0001000,0.0010612,NaN,942.4503143,NaN
11605.4267578,296.6700846,304.9790000,25.2770000,-2.5742380,-0.3417130,0.0000000,1.0001000,0.0010602,NaN,943.3481739,NaN
11606.7441406,296.6481445,304.9710000,25.3290000,-0.4564636,-0.3195245,0.0000000,1.0001000,0.0010595,NaN,943.9714572,NaN
11608.0634766,296.6262695,304.9600000,25.4770000,0.9810323,-0.2965912,0.0000000,1.0001000,0.0010602,NaN,943.3036851,NaN
11609.3789062,296.6043132,304.9530000,25.3980000,4.5511111,-0.4323556,0.0000000,1.0000900,0.0010604,NaN,943.1608133,NaN
11610.6923828,296.5823242,304.9480000,25.3980000,1.5712973,-0.4099036,0.0000000,1.0000900,0.0010603,NaN,943.1874982,NaN
11612.0097656,296.5604004,304.9400000,25.2940000,-1.8030312,-0.2738782,0.0000000,1.0000900,0.0010612,NaN,942.3964871,NaN
11613.3232422,296.5385091,304.9320000,25.2900000,-2.3718486,-0.2964811,0.0000000,1.0000900,0.0010607,NaN,942.8229349,NaN
11614.6386719,296.5165527,304.9240000,25.3400000,-2.4630735,-0.3648998,0.0000000,1.0000900,0.0010598,NaN,943.6591810,NaN
11615.9560547,296.4946615,304.9180000,25.3570000,1.0498663,-0.3651709,0.0000000,1.0000900,0.0010602,NaN,943.3298433,NaN
11617.3769531,296.4727376,304.9120000,25.4830000,1.5268843,-0.3190504,0.0000000,1.0000900,0.0010601,NaN,943.4010320,NaN
11618.6894531,296.4507812,304.9040000,25.3190000,3.1333524,-0.2629387,0.0000000,1.0000900,0.0010611,NaN,942.5297106,NaN
11619.9892578,296.4270996,304.8960000,25.2810000,-0.8341265,-0.3073098,0.0000000,1.0001000,0.0010615,NaN,942.1484489,NaN
11621.3027344,296.4052246,304.8910000,25.2720000,-4.6395813,-0.3674916,0.0000000,1.0000900,0.0010615,NaN,942.1479039,NaN
11622.6298828,296.3835612,304.8810000,25.2410000,-1.0791031,-0.2984753,0.0000000,1.0000900,0.0010589,NaN,944.4612334,NaN
11623.9775391,296.3616699,304.8730000,25.2440000,-0.9088757,-0.3408284,0.0000000,1.0000900,0.0010595,NaN,943.8996536,NaN
11625.2988281,296.3395508,304.8680000,25.3060000,-0.6280832,-0.4037678,0.0000000,1.0001000,0.0010611,NaN,942.5036047,NaN
11626.6142578,296.3170898,304.8600000,25.5870000,1.4612514,-0.2922503,0.0000000,1.0001000,0.0010594,NaN,943.9981877,NaN
11627.9296875,296.2950684,304.8520000,25.6600000,7.8051556,-0.2958222,0.0000000,1.0001000,0.0010591,NaN,944.2834078,NaN
11629.2314453,296.2731445,304.8440000,25.4530000,8.0734076,-0.3648998,0.0000000,1.0001000,0.0010594,NaN,943.9892774,NaN
11630.5488281,296.2512207,304.8360000,25.4850000,-3.0720000,-0.3668060,0.0000000,1.0001000,0.0010607,NaN,942.8768066,NaN
11631.8642578,296.2295247,304.8310000,25.3390000,-4.0089485,-0.3665324,0.0000000,1.0001000,0.0010599,NaN,943.5884856,NaN
11633.2802734,296.2075684,304.8240000,25.3610000,-2.5979822,-0.2962611,0.0000000,1.0001000,0.0010601,NaN,943.3926668,NaN
11634.5986328,296.1856445,304.8140000,25.3830000,-2.7238327,-0.2635967,0.0000000,1.0001000,0.0010591,NaN,944.3101560,NaN
11635.9238281,296.1620443,304.8060000,25.4360000,0.9654857,-0.3730286,0.0000000,1.0001000,0.0010602,NaN,943.3125825,NaN
11637.2275391,296.1400716,304.7990000,25.4690000,1.7022534,-0.4085408,0.0000000,1.0001000,0.0010600,NaN,943.4727647,NaN
11638.5527344,296.1179850,304.7930000,25.3980000,1.9627935,-0.3423477,0.0000000,1.0001000,0.0010604,NaN,943.1168782,NaN
11639.8652344,296.0962565,304.7850000,25.5300000,-0.8672808,-0.2967013,0.0000000,1.0000900,0.0010601,NaN,943.3743350,NaN
11641.1748047,296.0741699,304.7760000,25.4820000,1.3875750,-0.3184598,0.0000000,1.0001000,0.0010596,NaN,943.8111057,NaN
11642.4941406,296.0522949,304.7700000,25.3950000,1.9221453,-0.3890056,0.0000000,1.0001000,0.0010584,NaN,944.8811458,NaN
11643.8085937,296.0304687,304.7650000,25.3920000,-3.0811293,-0.3423477,0.0000000,1.0001000,0.0010577,NaN,945.5779740,NaN
11645.1289062,296.0084798,304.7620000,25.4770000,-2.0502781,-0.2505895,0.0000000,1.0001000,0.0010590,NaN,944.3458226,NaN
11646.4433594,295.9865723,304.7530000,25.3770000,1.8673388,-0.1821794,0.0000000,1.0001000,0.0010591,NaN,944.2834078,NaN
11647.7587891,295.9645671,304.7440000,25.4010000,-0.3415864,-0.2732691,0.0000000,1.0001000,0.0010575,NaN,945.7299833,NaN
11649.1601562,295.9426595,304.7370000,25.3740000,-1.7339176,-0.4106647,0.0000000,1.0000900,0.0010585,NaN,944.8181389,NaN
11650.4833984,295.9207357,304.7260000,25.3710000,-0.0662545,-0.3533573,0.0000000,1.0001000,0.0010594,NaN,944.0070982,NaN
11651.7949219,295.8973796,304.7200000,25.3400000,-0.6606452,-0.3963871,0.0000000,1.0000900,0.0010590,NaN,944.4077208,NaN
11653.1445312,295.8753255,304.7130000,25.2860000,-0.7742624,-0.3871312,0.0000000,1.0001000,0.0010589,NaN,944.4617578,NaN
11654.4589844,295.8534668,304.7080000,25.3290000,-1.9164771,-0.2931083,0.0000000,1.0000900,0.0010582,NaN,945.1127891,NaN
11655.7705078,295.8309733,304.7000000,25.4870000,-0.2477419,-0.2702639,0.0000000,1.0001000,0.0010574,NaN,945.8373133,NaN
11657.0908203,295.8090658,304.6930000,25.4520000,4.5925772,-0.2970324,0.0000000,1.0000900,0.0010579,NaN,945.3182600,NaN
11658.4042969,295.7872070,304.6840000,25.4950000,2.8041262,-0.3419666,0.0000000,1.0001000,0.0010585,NaN,944.8632920,NaN
11659.7177734,295.7652018,304.6770000,25.5600000,0.1822469,-0.3644939,0.0000000,1.0001000,0.0010589,NaN,944.4617578,NaN
11661.0322266,295.7433105,304.6710000,25.4740000,2.4667361,-0.3654424,0.0000000,1.0000900,0.0010583,NaN,945.0056223,NaN
11662.3496094,295.7214193,304.6640000,25.4170000,-0.4794649,-0.2968116,0.0000000,1.0001000,0.0010581,NaN,945.2204979,NaN
11663.6708984,295.6995117,304.6590000,25.4990000,-3.2600816,-0.2963711,0.0000000,1.0000900,0.0010573,NaN,945.9173153,NaN
11665.0830078,295.6775553,304.6510000,25.4100000,0.5684678,-0.2728645,0.0000000,1.0001000,0.0010577,NaN,945.5690338,NaN
11666.3964844,295.6555339,304.6430000,25.6160000,-0.1536549,-0.2853591,0.0000000,1.0001000,0.0010587,NaN,944.6223305,NaN
11667.7099609,295.6319987,304.6350000,25.5910000,2.5755930,-0.3522178,0.0000000,1.0001000,0.0010573,NaN,945.8999338,NaN
11669.0214844,295.6101074,304.6280000,25.5890000,4.1340669,-0.3654424,0.0000000,1.0001000,0.0010589,NaN,944.4260824,NaN
11670.3359375,295.5882161,304.6240000,25.5410000,-0.6171429,-0.3428571,0.0000000,1.0000900,0.0010571,NaN,946.0873349,NaN
11671.6513672,295.5663574,304.6150000,25.4070000,-1.1424321,-0.2513351,0.0000000,1.0000900,0.0010576,NaN,945.6400461,NaN
11672.9648437,295.5444499,304.6090000,25.3910000,-4.1522763,-0.2965912,0.0000000,1.0000900,0.0010584,NaN,944.8895524,NaN
11674.2724609,295.5225260,304.6020000,25.3650000,-3.4234770,-0.3423477,0.0000000,1.0000900,0.0010578,NaN,945.4344353,NaN
11675.5849609,295.5006348,304.5940000,25.5520000,-0.9614307,-0.2975857,0.0000000,1.0000900,0.0010584,NaN,944.8806251,NaN
11676.9003906,295.4788411,304.5890000,25.6230000,3.6868580,-0.3434961,0.0000000,1.0000900,0.0010587,NaN,944.6307299,NaN
11678.2109375,295.4569661,304.5810000,25.6100000,5.8905686,-0.2968116,0.0000000,1.0000900,0.0010580,NaN,945.2467817,NaN
11679.5283203,295.4350423,304.5740000,25.5120000,1.3252213,-0.2970324,0.0000000,1.0000900,0.0010578,NaN,945.4076231,NaN
11680.9423828,295.4131999,304.5650000,25.6110000,-2.5343144,-0.3424749,0.0000000,1.0000900,0.0010578,NaN,945.4433730,NaN
11682.2910156,295.3912435,304.5560000,25.5120000,0.0219664,-0.3514623,0.0000000,1.0000900,0.0010573,NaN,945.8904757,NaN
11683.6044922,295.3676758,304.5510000,25.6310000,0.0000000,-0.3909226,0.0000000,1.0001000,0.0010575,NaN,945.6942120,NaN
11684.9169922,295.3451986,304.5460000,25.4840000,0.4507704,-0.3155393,0.0000000,1.0000900,0.0010569,NaN,946.2395095,NaN
11686.2333984,295.3233073,304.5370000,25.3060000,-0.6397620,-0.2284864,0.0000000,1.0000900,0.0010564,NaN,946.6873657,NaN
11687.5498047,295.3014323,304.5310000,25.3730000,-7.4175334,-0.3195245,0.0000000,1.0001000,0.0010587,NaN,944.6580208,NaN
11688.8525391,295.2794922,304.5260000,25.3690000,-2.5296142,-0.3418398,0.0000000,1.0000900,0.0010580,NaN,945.2646503,NaN
11690.1718750,295.2575521,304.5190000,25.2910000,1.4432215,-0.2519911,0.0000000,1.0001000,0.0010565,NaN,946.6251455,NaN
11691.4843750,295.2358398,304.5120000,25.3020000,-1.8763799,-0.2745922,0.0000000,1.0000900,0.0010574,NaN,945.7741884,NaN
11692.7861328,295.2138509,304.5030000,25.4110000,-1.5274508,-0.3191688,0.0000000,1.0001000,0.0010586,NaN,944.7651076,NaN
11694.1132812,295.1919759,304.4950000,25.4110000,2.7541278,-0.3672170,0.0000000,1.0001000,0.0010585,NaN,944.8008087,NaN
11695.4296875,295.1702799,304.4890000,25.5040000,2.4877266,-0.3879941,0.0000000,1.0001000,0.0010573,NaN,945.8641497,NaN
11696.8730469,295.1481608,304.4850000,25.3660000,2.1107942,-0.3177540,0.0000000,1.0001000,0.0010572,NaN,945.9804580,NaN
11698.1904297,295.1262207,304.4770000,25.5100000,-0.9783439,-0.2174098,0.0000000,1.0001000,0.0010578,NaN,945.4081392,NaN
